Test Name,M-max Lower Leg Ampl Lines
Test Item,Right TA
Patient Name,"pre  s2718tdvg"
Patient ID,
Test Date,8/20/2019
Trace Label,"Tr 1 : 0 mA : 100 탎","Tr 2 : 45 mA : 100 탎","Tr 3 : 100 mA : 100 탎","Tr 4 : 100 mA : 100 탎","Tr 5 : 100 mA : 100 탎","Tr 6 : 100 mA : 150 탎","Tr 7 : 100 mA : 200 탎","Tr 8 : 100 mA : 250 탎","Tr 9 : 100 mA : 300 탎","Tr 10 : 100 mA : 300 탎","Tr 11 : 100 mA : 300 탎","Tr 12 : 100 mA : 300 탎","Tr 13 : 100 mA : 300 탎","Tr 14 : 100 mA : 350 탎","Tr 15 : 100 mA : 350 탎","Tr 16 : 100 mA : 350 탎"
,30.517578125,-8.392333984,119.781494141,5.340576172,40.435791016,-1.525878906,23.651123047,12.969970703,8.392333984,96.893310547,53.405761719,231.933593750,90.789794922,238.800048828,125.885009766,21.362304688
,32.043457031,-3.051757813,117.492675781,0.762939453,45.013427734,2.288818359,25.177001953,7.629394531,6.866455078,93.078613281,53.405761719,232.696533203,90.026855469,233.459472656,131.225585938,12.969970703
,32.806396484,1.525878906,115.203857422,-1.525878906,49.591064453,9.918212891,28.228759766,6.103515625,6.103515625,90.789794922,54.931640625,231.170654297,88.500976563,227.355957031,135.803222656,9.155273438
,32.806396484,5.340576172,110.626220703,-3.814697266,54.931640625,20.599365234,32.043457031,6.103515625,6.866455078,88.500976563,56.457519531,229.644775391,86.212158203,221.252441406,140.380859375,9.155273438
,31.280517578,7.629394531,105.285644531,-3.814697266,59.509277344,34.332275391,37.384033203,8.392333984,8.392333984,86.212158203,57.983398438,226.593017578,83.923339844,214.385986328,141.906738281,13.732910156
,28.991699219,11.444091797,99.182128906,-3.051757813,64.086914063,49.591064453,43.487548828,12.969970703,12.207031250,83.923339844,61.035156250,222.015380859,81.634521484,208.282470703,143.432617188,22.125244141
,25.939941406,16.784667969,90.789794922,-2.288818359,67.901611328,67.901611328,51.116943359,17.547607422,16.784667969,80.108642578,62.561035156,216.674804688,79.345703125,199.890136719,143.432617188,32.806396484
,23.651123047,22.125244141,81.634521484,0.000000000,70.190429688,86.975097656,61.035156250,24.414062500,21.362304688,78.582763672,63.323974609,209.045410156,79.345703125,191.497802734,143.432617188,45.013427734
,21.362304688,27.465820313,73.242187500,2.288818359,74.005126953,106.048583984,70.953369141,32.043457031,26.702880859,77.056884766,64.086914063,202.941894531,78.582763672,183.868408203,144.958496094,56.457519531
,22.888183594,32.806396484,65.612792969,4.577636719,76.293945313,124.359130859,83.160400391,39.672851563,31.280517578,74.005126953,64.086914063,196.075439453,77.819824219,176.239013672,146.484375000,67.138671875
,25.939941406,38.146972656,61.035156250,7.629394531,77.819824219,140.380859375,93.841552734,47.302246094,37.384033203,74.005126953,64.086914063,187.683105469,78.582763672,170.135498047,148.010253906,75.531005859
,30.517578125,41.961669922,57.220458984,8.392333984,80.108642578,153.350830078,103.759765625,54.931640625,43.487548828,73.242187500,65.612792969,180.053710938,77.056884766,164.794921875,148.773193359,82.397460938
,37.384033203,46.539306641,54.931640625,9.155273438,80.871582031,164.031982422,112.915039063,63.323974609,49.591064453,73.242187500,66.375732422,171.661376953,75.531005859,160.217285156,148.010253906,89.263916016
,42.724609375,49.591064453,54.168701172,8.392333984,80.871582031,171.661376953,120.544433594,71.716308594,55.694580078,75.531005859,66.375732422,164.794921875,72.479248047,154.876708984,149.536132813,95.367431641
,46.539306641,51.116943359,54.168701172,7.629394531,82.397460938,175.476074219,126.647949219,77.056884766,63.323974609,74.768066406,67.138671875,160.980224609,70.953369141,150.299072266,151.062011719,100.708007813
,50.354003906,53.405761719,56.457519531,6.866455078,83.923339844,177.764892578,131.225585938,81.634521484,70.190429688,73.242187500,65.612792969,156.402587891,69.427490234,144.958496094,152.587890625,106.811523438
,51.879882813,54.168701172,58.746337891,6.866455078,86.212158203,177.764892578,135.803222656,83.923339844,77.819824219,71.716308594,64.849853516,151.062011719,69.427490234,139.617919922,154.113769531,111.389160156
,52.642822266,54.931640625,61.798095703,8.392333984,89.263916016,174.713134766,138.854980469,83.923339844,83.923339844,69.427490234,65.612792969,144.958496094,70.190429688,135.803222656,152.587890625,114.440917969
,53.405761719,55.694580078,64.849853516,9.918212891,92.315673828,170.898437500,140.380859375,86.212158203,87.738037109,67.138671875,66.375732422,138.092041016,70.190429688,132.751464844,150.299072266,116.729736328
,52.642822266,54.931640625,67.138671875,12.969970703,94.604492188,165.557861328,142.669677734,87.738037109,90.789794922,66.375732422,67.901611328,131.988525391,71.716308594,129.699707031,147.247314453,118.255615234
,51.879882813,54.931640625,70.190429688,16.784667969,96.893310547,158.691406250,143.432617188,88.500976563,93.841552734,64.849853516,67.901611328,126.647949219,72.479248047,126.647949219,142.669677734,119.781494141
,50.354003906,57.220458984,72.479248047,20.599365234,99.182128906,151.824951172,142.669677734,90.789794922,96.893310547,64.849853516,67.138671875,122.833251953,73.242187500,122.070312500,140.380859375,122.833251953
,48.828125000,58.746337891,75.531005859,25.177001953,100.708007813,144.958496094,142.669677734,90.789794922,102.233886719,64.849853516,65.612792969,119.781494141,74.005126953,115.966796875,137.329101563,125.122070313
,47.302246094,61.035156250,77.819824219,28.228759766,102.233886719,138.092041016,140.380859375,89.263916016,106.048583984,64.849853516,61.798095703,116.729736328,74.005126953,109.863281250,135.040283203,125.885009766
,45.776367188,63.323974609,80.871582031,29.754638672,103.759765625,131.988525391,135.803222656,87.738037109,109.863281250,64.849853516,58.746337891,114.440917969,74.005126953,103.759765625,135.040283203,125.122070313
,45.776367188,65.612792969,83.160400391,30.517578125,105.285644531,125.885009766,132.751464844,84.686279297,112.915039063,62.561035156,54.931640625,112.915039063,74.005126953,99.182128906,135.040283203,123.596191406
,45.776367188,67.901611328,83.923339844,29.754638672,108.337402344,121.307373047,128.936767578,82.397460938,114.440917969,61.035156250,50.354003906,111.389160156,74.005126953,95.367431641,134.277343750,121.307373047
,45.776367188,71.716308594,82.397460938,28.991699219,111.389160156,116.729736328,126.647949219,80.108642578,116.729736328,58.746337891,46.539306641,112.915039063,75.531005859,93.078613281,132.751464844,118.255615234
,48.828125000,74.768066406,78.582763672,28.991699219,115.966796875,112.915039063,126.647949219,76.293945313,120.544433594,58.746337891,41.961669922,113.677978516,77.056884766,90.789794922,128.173828125,115.203857422
,49.591064453,77.819824219,74.005126953,28.991699219,119.781494141,109.863281250,125.885009766,72.479248047,123.596191406,61.035156250,38.909912109,114.440917969,80.108642578,87.738037109,123.596191406,110.626220703
,51.116943359,80.871582031,70.190429688,31.280517578,123.596191406,106.048583984,125.122070313,68.664550781,126.647949219,64.086914063,37.384033203,115.966796875,82.397460938,84.686279297,118.255615234,106.048583984
,51.116943359,83.923339844,68.664550781,33.569335938,125.885009766,103.759765625,123.596191406,65.612792969,127.410888672,67.901611328,35.858154297,115.203857422,83.923339844,80.871582031,112.915039063,102.233886719
,49.591064453,86.212158203,67.138671875,35.095214844,126.647949219,100.708007813,119.781494141,63.323974609,127.410888672,71.716308594,35.095214844,114.440917969,85.449218750,77.819824219,109.100341797,98.419189453
,47.302246094,88.500976563,64.849853516,36.621093750,127.410888672,97.656250000,115.203857422,61.035156250,128.173828125,74.005126953,35.858154297,112.915039063,84.686279297,76.293945313,104.522705078,94.604492188
,45.013427734,90.026855469,63.323974609,35.858154297,128.173828125,93.841552734,109.863281250,60.272216797,129.699707031,76.293945313,35.858154297,111.389160156,83.923339844,75.531005859,101.470947266,93.078613281
,41.961669922,90.789794922,61.798095703,35.095214844,128.173828125,90.026855469,103.759765625,60.272216797,134.277343750,77.819824219,35.095214844,109.100341797,83.160400391,74.768066406,98.419189453,91.552734375
,40.435791016,90.026855469,60.272216797,34.332275391,128.936767578,84.686279297,98.419189453,58.746337891,138.854980469,77.819824219,34.332275391,106.048583984,83.160400391,72.479248047,95.367431641,90.789794922
,39.672851563,90.789794922,60.272216797,32.043457031,128.936767578,80.108642578,92.315673828,59.509277344,144.195556641,77.819824219,32.043457031,102.996826172,83.923339844,69.427490234,93.078613281,91.552734375
,38.146972656,90.789794922,59.509277344,31.280517578,127.410888672,75.531005859,89.263916016,60.272216797,150.299072266,77.056884766,30.517578125,99.182128906,83.923339844,67.138671875,90.789794922,91.552734375
,37.384033203,90.026855469,58.746337891,28.228759766,126.647949219,70.190429688,86.975097656,62.561035156,155.639648438,77.819824219,28.228759766,95.367431641,85.449218750,64.086914063,88.500976563,92.315673828
,36.621093750,89.263916016,57.983398438,27.465820313,125.885009766,65.612792969,86.212158203,64.849853516,159.454345703,77.819824219,26.702880859,93.078613281,85.449218750,62.561035156,86.975097656,93.078613281
,35.095214844,88.500976563,57.220458984,27.465820313,125.885009766,61.798095703,86.975097656,67.138671875,163.269042969,77.819824219,26.702880859,90.026855469,83.923339844,61.798095703,85.449218750,92.315673828
,33.569335938,87.738037109,56.457519531,27.465820313,125.885009766,57.983398438,86.212158203,68.664550781,164.794921875,78.582763672,25.939941406,86.212158203,83.923339844,62.561035156,83.923339844,93.078613281
,32.043457031,87.738037109,55.694580078,28.991699219,125.885009766,55.694580078,83.923339844,68.664550781,164.794921875,78.582763672,27.465820313,82.397460938,82.397460938,64.849853516,82.397460938,92.315673828
,30.517578125,87.738037109,55.694580078,29.754638672,125.122070313,51.879882813,81.634521484,67.901611328,163.269042969,79.345703125,28.991699219,77.819824219,82.397460938,68.664550781,81.634521484,91.552734375
,28.991699219,86.975097656,57.220458984,30.517578125,122.833251953,50.354003906,77.056884766,67.138671875,160.217285156,80.871582031,30.517578125,74.005126953,83.923339844,72.479248047,80.108642578,90.789794922
,27.465820313,84.686279297,58.746337891,32.806396484,121.307373047,48.828125000,73.242187500,66.375732422,156.402587891,81.634521484,32.806396484,72.479248047,87.738037109,74.768066406,79.345703125,90.789794922
,26.702880859,82.397460938,61.798095703,35.095214844,119.018554688,47.302246094,70.953369141,67.901611328,153.350830078,80.871582031,34.332275391,71.716308594,93.078613281,75.531005859,79.345703125,93.078613281
,25.177001953,78.582763672,63.323974609,36.621093750,118.255615234,45.776367188,68.664550781,69.427490234,151.062011719,80.871582031,35.858154297,70.190429688,96.893310547,73.242187500,80.108642578,95.367431641
,22.888183594,75.531005859,64.086914063,38.146972656,119.781494141,43.487548828,67.901611328,70.190429688,149.536132813,80.108642578,36.621093750,69.427490234,99.945068359,70.953369141,80.871582031,96.893310547
,20.599365234,75.531005859,64.086914063,38.146972656,120.544433594,41.198730469,67.138671875,73.242187500,149.536132813,79.345703125,37.384033203,67.138671875,102.233886719,67.901611328,82.397460938,98.419189453
,17.547607422,74.768066406,62.561035156,37.384033203,120.544433594,38.909912109,66.375732422,74.768066406,151.062011719,79.345703125,38.146972656,64.849853516,102.996826172,65.612792969,83.160400391,99.945068359
,14.495849609,74.005126953,62.561035156,36.621093750,121.307373047,38.146972656,66.375732422,76.293945313,151.824951172,77.819824219,38.909912109,63.323974609,105.285644531,64.849853516,83.160400391,99.945068359
,12.207031250,73.242187500,62.561035156,35.858154297,119.781494141,38.146972656,67.138671875,79.345703125,151.062011719,77.819824219,40.435791016,61.035156250,106.811523438,64.086914063,83.923339844,102.996826172
,10.681152344,71.716308594,62.561035156,37.384033203,117.492675781,38.909912109,67.901611328,80.871582031,149.536132813,77.819824219,41.961669922,59.509277344,108.337402344,64.086914063,84.686279297,103.759765625
,9.918212891,69.427490234,62.561035156,38.146972656,115.966796875,41.198730469,70.190429688,80.108642578,147.247314453,78.582763672,41.961669922,56.457519531,109.863281250,62.561035156,85.449218750,104.522705078
,9.918212891,69.427490234,61.035156250,41.961669922,114.440917969,42.724609375,72.479248047,80.108642578,143.432617188,80.108642578,41.198730469,54.168701172,109.100341797,62.561035156,86.212158203,104.522705078
,8.392333984,67.901611328,60.272216797,46.539306641,112.915039063,45.013427734,74.768066406,78.582763672,141.906738281,82.397460938,39.672851563,50.354003906,107.574462891,61.798095703,86.212158203,104.522705078
,6.866455078,66.375732422,58.746337891,48.065185547,110.626220703,46.539306641,75.531005859,78.582763672,140.380859375,85.449218750,37.384033203,45.776367188,104.522705078,59.509277344,86.212158203,104.522705078
,4.577636719,65.612792969,57.983398438,50.354003906,108.337402344,47.302246094,75.531005859,79.345703125,139.617919922,87.738037109,35.095214844,41.198730469,100.708007813,58.746337891,86.212158203,104.522705078
,2.288818359,64.086914063,57.983398438,50.354003906,106.048583984,48.065185547,75.531005859,80.108642578,140.380859375,90.789794922,32.806396484,37.384033203,97.656250000,56.457519531,86.212158203,105.285644531
,1.525878906,61.798095703,58.746337891,51.116943359,102.233886719,48.828125000,74.768066406,80.871582031,141.143798828,93.078613281,32.043457031,34.332275391,95.367431641,54.168701172,86.212158203,105.285644531
,2.288818359,58.746337891,58.746337891,52.642822266,99.945068359,48.828125000,74.768066406,81.634521484,141.143798828,94.604492188,32.806396484,32.806396484,94.604492188,53.405761719,84.686279297,102.996826172
,3.051757813,54.168701172,57.983398438,54.931640625,96.893310547,50.354003906,74.768066406,83.160400391,139.617919922,95.367431641,34.332275391,30.517578125,95.367431641,51.879882813,82.397460938,101.470947266
,5.340576172,49.591064453,55.694580078,57.983398438,93.841552734,51.116943359,73.242187500,83.923339844,137.329101563,96.893310547,35.858154297,28.228759766,95.367431641,51.879882813,79.345703125,99.945068359
,6.866455078,45.013427734,53.405761719,61.035156250,93.078613281,51.116943359,70.953369141,84.686279297,132.751464844,96.893310547,38.909912109,25.939941406,95.367431641,51.879882813,76.293945313,99.182128906
,9.155273438,42.724609375,53.405761719,63.323974609,92.315673828,50.354003906,68.664550781,87.738037109,127.410888672,97.656250000,41.198730469,22.888183594,95.367431641,50.354003906,73.242187500,101.470947266
,10.681152344,41.961669922,52.642822266,64.849853516,91.552734375,48.065185547,66.375732422,91.552734375,122.833251953,97.656250000,44.250488281,19.836425781,93.841552734,50.354003906,70.953369141,106.048583984
,10.681152344,40.435791016,54.168701172,64.086914063,92.315673828,47.302246094,64.849853516,95.367431641,119.018554688,96.130371094,47.302246094,16.021728516,93.841552734,49.591064453,69.427490234,111.389160156
,10.681152344,39.672851563,55.694580078,63.323974609,93.078613281,46.539306641,63.323974609,100.708007813,115.966796875,93.078613281,49.591064453,12.207031250,93.078613281,48.828125000,69.427490234,117.492675781
,10.681152344,37.384033203,55.694580078,61.035156250,93.078613281,45.776367188,61.035156250,105.285644531,113.677978516,89.263916016,51.879882813,7.629394531,91.552734375,49.591064453,70.190429688,122.833251953
,9.155273438,35.095214844,56.457519531,58.746337891,92.315673828,45.013427734,58.746337891,108.337402344,111.389160156,85.449218750,53.405761719,4.577636719,91.552734375,49.591064453,72.479248047,126.647949219
,7.629394531,33.569335938,56.457519531,58.746337891,91.552734375,41.961669922,56.457519531,110.626220703,109.100341797,81.634521484,53.405761719,2.288818359,90.026855469,51.116943359,73.242187500,130.462646484
,6.103515625,31.280517578,55.694580078,60.272216797,90.789794922,40.435791016,56.457519531,112.152099609,107.574462891,79.345703125,52.642822266,0.762939453,88.500976563,53.405761719,67.901611328,131.988525391
,4.577636719,28.991699219,56.457519531,62.561035156,90.789794922,39.672851563,57.983398438,113.677978516,104.522705078,78.582763672,51.879882813,0.762939453,86.212158203,55.694580078,59.509277344,132.751464844
,3.814697266,26.702880859,56.457519531,67.138671875,92.315673828,38.909912109,60.272216797,114.440917969,101.470947266,78.582763672,51.116943359,0.000000000,83.923339844,60.272216797,48.828125000,133.514404297
,3.814697266,25.177001953,56.457519531,72.479248047,93.841552734,41.198730469,62.561035156,114.440917969,98.419189453,80.108642578,51.116943359,0.762939453,81.634521484,64.086914063,35.858154297,133.514404297
,3.814697266,24.414062500,57.220458984,76.293945313,93.841552734,41.961669922,63.323974609,113.677978516,93.841552734,80.871582031,51.116943359,2.288818359,79.345703125,67.901611328,31.280517578,133.514404297
,4.577636719,24.414062500,57.983398438,80.871582031,95.367431641,41.961669922,63.323974609,109.863281250,90.026855469,80.871582031,51.116943359,4.577636719,77.819824219,72.479248047,31.280517578,133.514404297
,5.340576172,24.414062500,59.509277344,84.686279297,96.130371094,42.724609375,62.561035156,107.574462891,86.975097656,79.345703125,50.354003906,6.866455078,75.531005859,74.768066406,33.569335938,132.751464844
,6.103515625,25.177001953,61.798095703,87.738037109,96.893310547,43.487548828,61.035156250,104.522705078,83.923339844,77.056884766,48.828125000,8.392333984,72.479248047,75.531005859,38.909912109,131.225585938
,6.866455078,25.939941406,64.849853516,90.026855469,99.182128906,45.776367188,60.272216797,102.233886719,81.634521484,74.768066406,46.539306641,10.681152344,70.953369141,74.768066406,41.961669922,128.173828125
,6.866455078,27.465820313,68.664550781,90.789794922,99.945068359,48.828125000,59.509277344,102.233886719,80.108642578,72.479248047,45.013427734,10.681152344,69.427490234,73.242187500,44.250488281,125.885009766
,6.103515625,29.754638672,72.479248047,91.552734375,100.708007813,51.879882813,59.509277344,102.233886719,80.108642578,68.664550781,42.724609375,10.681152344,67.138671875,73.242187500,48.065185547,123.596191406
,5.340576172,31.280517578,75.531005859,91.552734375,101.470947266,54.168701172,61.035156250,102.996826172,80.871582031,66.375732422,41.198730469,10.681152344,66.375732422,73.242187500,51.879882813,122.070312500
,4.577636719,32.806396484,77.056884766,90.789794922,101.470947266,54.168701172,62.561035156,103.759765625,81.634521484,62.561035156,38.909912109,9.155273438,65.612792969,74.005126953,56.457519531,121.307373047
,3.814697266,32.806396484,77.056884766,90.789794922,102.233886719,54.168701172,64.086914063,104.522705078,82.397460938,59.509277344,36.621093750,7.629394531,63.323974609,74.768066406,61.035156250,120.544433594
,3.051757813,32.043457031,76.293945313,89.263916016,102.233886719,53.405761719,65.612792969,102.996826172,83.160400391,57.983398438,34.332275391,6.103515625,61.798095703,74.005126953,64.849853516,120.544433594
,2.288818359,29.754638672,74.768066406,88.500976563,100.708007813,53.405761719,67.901611328,101.470947266,83.160400391,57.220458984,32.806396484,3.814697266,58.746337891,74.768066406,67.901611328,119.781494141
,2.288818359,28.228759766,74.005126953,86.975097656,99.182128906,54.931640625,69.427490234,99.182128906,83.160400391,56.457519531,31.280517578,3.051757813,56.457519531,75.531005859,69.427490234,119.781494141
,2.288818359,26.702880859,71.716308594,83.923339844,94.604492188,57.983398438,70.190429688,96.130371094,82.397460938,54.931640625,28.991699219,2.288818359,54.931640625,76.293945313,70.190429688,119.018554688
,0.762939453,26.702880859,70.190429688,81.634521484,91.552734375,60.272216797,71.716308594,94.604492188,81.634521484,51.879882813,26.702880859,3.051757813,53.405761719,77.819824219,71.716308594,117.492675781
,0.762939453,26.702880859,70.190429688,80.108642578,89.263916016,64.086914063,71.716308594,93.841552734,80.871582031,47.302246094,25.177001953,3.051757813,52.642822266,78.582763672,71.716308594,115.203857422
,2.288818359,26.702880859,70.190429688,78.582763672,86.975097656,68.664550781,71.716308594,93.078613281,80.108642578,42.724609375,23.651123047,3.051757813,51.879882813,78.582763672,71.716308594,112.152099609
,4.577636719,26.702880859,71.716308594,79.345703125,86.975097656,70.953369141,71.716308594,92.315673828,80.108642578,38.146972656,23.651123047,2.288818359,51.116943359,79.345703125,70.953369141,109.100341797
,9.918212891,26.702880859,74.005126953,80.871582031,86.212158203,74.768066406,71.716308594,91.552734375,80.108642578,34.332275391,22.888183594,0.762939453,49.591064453,80.871582031,70.953369141,106.811523438
,13.732910156,25.939941406,76.293945313,80.871582031,87.738037109,77.819824219,71.716308594,90.026855469,78.582763672,31.280517578,22.125244141,0.000000000,48.065185547,83.923339844,72.479248047,106.048583984
,16.784667969,23.651123047,77.056884766,81.634521484,89.263916016,79.345703125,70.190429688,87.738037109,75.531005859,28.991699219,22.125244141,-0.762939453,48.065185547,86.975097656,72.479248047,106.048583984
,19.073486328,21.362304688,78.582763672,82.397460938,90.026855469,81.634521484,67.901611328,85.449218750,70.190429688,25.939941406,20.599365234,-2.288818359,49.591064453,90.789794922,73.242187500,105.285644531
,19.073486328,19.073486328,79.345703125,82.397460938,91.552734375,81.634521484,66.375732422,83.923339844,64.849853516,23.651123047,18.310546875,-1.525878906,51.116943359,94.604492188,73.242187500,104.522705078
,19.073486328,17.547607422,80.871582031,82.397460938,92.315673828,81.634521484,66.375732422,81.634521484,61.798095703,20.599365234,16.021728516,-3.051757813,53.405761719,97.656250000,73.242187500,102.996826172
,18.310546875,16.784667969,84.686279297,82.397460938,92.315673828,82.397460938,66.375732422,78.582763672,58.746337891,18.310546875,12.207031250,-3.051757813,53.405761719,100.708007813,75.531005859,100.708007813
,16.784667969,15.258789063,87.738037109,81.634521484,91.552734375,83.923339844,67.901611328,76.293945313,57.983398438,16.021728516,9.155273438,-3.814697266,53.405761719,102.996826172,79.345703125,97.656250000
,16.021728516,14.495849609,90.789794922,79.345703125,90.026855469,84.686279297,67.901611328,74.005126953,57.983398438,14.495849609,5.340576172,-5.340576172,54.168701172,102.233886719,83.923339844,94.604492188
,14.495849609,14.495849609,93.078613281,77.056884766,88.500976563,84.686279297,68.664550781,72.479248047,56.457519531,12.969970703,2.288818359,-6.866455078,54.931640625,102.233886719,87.738037109,91.552734375
,13.732910156,14.495849609,93.841552734,74.005126953,86.975097656,83.923339844,70.953369141,70.190429688,57.220458984,11.444091797,0.000000000,-6.866455078,54.931640625,102.233886719,91.552734375,87.738037109
,13.732910156,14.495849609,94.604492188,70.953369141,85.449218750,82.397460938,73.242187500,67.138671875,56.457519531,12.207031250,-1.525878906,-6.866455078,54.931640625,101.470947266,95.367431641,83.923339844
,14.495849609,15.258789063,94.604492188,68.664550781,85.449218750,83.160400391,77.056884766,64.849853516,55.694580078,12.207031250,-1.525878906,-5.340576172,54.168701172,102.996826172,98.419189453,79.345703125
,15.258789063,14.495849609,96.130371094,66.375732422,86.212158203,85.449218750,81.634521484,61.798095703,55.694580078,12.969970703,-1.525878906,-2.288818359,53.405761719,102.996826172,100.708007813,75.531005859
,14.495849609,13.732910156,96.893310547,63.323974609,86.212158203,90.789794922,86.212158203,59.509277344,54.168701172,15.258789063,-2.288818359,-0.762939453,51.879882813,102.233886719,102.233886719,73.242187500
,14.495849609,12.969970703,96.130371094,60.272216797,88.500976563,95.367431641,90.789794922,56.457519531,51.879882813,16.784667969,-1.525878906,0.000000000,50.354003906,100.708007813,102.233886719,70.190429688
,16.021728516,13.732910156,96.130371094,57.220458984,90.026855469,101.470947266,93.841552734,53.405761719,49.591064453,19.073486328,-2.288818359,1.525878906,48.065185547,98.419189453,102.996826172,69.427490234
,18.310546875,15.258789063,93.841552734,54.931640625,92.315673828,106.048583984,94.604492188,48.828125000,47.302246094,21.362304688,-3.051757813,3.051757813,45.013427734,96.130371094,103.759765625,68.664550781
,22.888183594,16.784667969,91.552734375,53.405761719,95.367431641,108.337402344,93.841552734,46.539306641,44.250488281,21.362304688,-4.577636719,5.340576172,44.250488281,95.367431641,102.996826172,68.664550781
,27.465820313,19.836425781,90.026855469,51.879882813,97.656250000,111.389160156,92.315673828,44.250488281,41.961669922,20.599365234,-5.340576172,6.866455078,42.724609375,93.841552734,102.996826172,69.427490234
,31.280517578,22.125244141,88.500976563,51.116943359,99.182128906,112.152099609,91.552734375,44.250488281,41.198730469,18.310546875,-6.103515625,7.629394531,41.198730469,93.841552734,101.470947266,69.427490234
,34.332275391,22.888183594,87.738037109,50.354003906,99.945068359,112.915039063,90.789794922,46.539306641,41.198730469,16.021728516,-6.866455078,6.866455078,40.435791016,93.841552734,99.182128906,69.427490234
,36.621093750,23.651123047,87.738037109,48.828125000,99.945068359,114.440917969,89.263916016,48.828125000,41.198730469,15.258789063,-6.866455078,6.866455078,39.672851563,92.315673828,98.419189453,69.427490234
,37.384033203,23.651123047,87.738037109,46.539306641,99.182128906,115.203857422,88.500976563,51.116943359,43.487548828,12.969970703,-6.866455078,6.866455078,38.146972656,90.789794922,98.419189453,67.901611328
,37.384033203,24.414062500,86.975097656,45.013427734,99.182128906,115.203857422,86.975097656,53.405761719,44.250488281,12.969970703,-6.866455078,6.866455078,38.146972656,88.500976563,97.656250000,67.138671875
,38.909912109,26.702880859,84.686279297,43.487548828,99.182128906,114.440917969,85.449218750,54.168701172,43.487548828,11.444091797,-5.340576172,7.629394531,37.384033203,86.212158203,97.656250000,67.138671875
,41.198730469,28.991699219,81.634521484,42.724609375,99.182128906,112.915039063,85.449218750,53.405761719,44.250488281,9.155273438,-3.814697266,6.866455078,35.858154297,84.686279297,97.656250000,67.138671875
,44.250488281,31.280517578,77.819824219,41.961669922,99.182128906,111.389160156,83.923339844,51.879882813,44.250488281,8.392333984,-4.577636719,7.629394531,35.858154297,82.397460938,96.130371094,69.427490234
,46.539306641,31.280517578,74.005126953,42.724609375,99.182128906,109.100341797,82.397460938,50.354003906,45.013427734,6.866455078,-5.340576172,8.392333984,36.621093750,81.634521484,94.604492188,70.953369141
,49.591064453,29.754638672,73.242187500,42.724609375,99.182128906,109.100341797,80.871582031,48.065185547,46.539306641,6.866455078,-7.629394531,9.155273438,37.384033203,81.634521484,91.552734375,74.005126953
,51.116943359,28.991699219,72.479248047,43.487548828,98.419189453,109.863281250,78.582763672,47.302246094,48.065185547,7.629394531,-11.444091797,9.918212891,38.146972656,80.871582031,88.500976563,77.056884766
,51.879882813,28.991699219,71.716308594,44.250488281,97.656250000,109.100341797,77.819824219,45.013427734,48.828125000,6.866455078,-12.207031250,9.155273438,38.909912109,80.871582031,83.923339844,77.819824219
,52.642822266,29.754638672,73.242187500,45.013427734,96.130371094,110.626220703,75.531005859,45.776367188,48.828125000,5.340576172,-12.207031250,7.629394531,39.672851563,79.345703125,81.634521484,78.582763672
,52.642822266,30.517578125,74.005126953,45.776367188,96.130371094,109.863281250,74.768066406,45.776367188,47.302246094,3.814697266,-12.969970703,7.629394531,39.672851563,77.056884766,80.108642578,79.345703125
,52.642822266,29.754638672,74.005126953,46.539306641,96.893310547,109.863281250,74.005126953,45.776367188,45.776367188,3.051757813,-12.969970703,9.155273438,40.435791016,74.768066406,77.819824219,79.345703125
,51.879882813,28.991699219,76.293945313,47.302246094,99.182128906,109.863281250,72.479248047,47.302246094,43.487548828,2.288818359,-14.495849609,12.207031250,40.435791016,74.005126953,77.056884766,80.871582031
,51.116943359,28.991699219,75.531005859,48.828125000,101.470947266,107.574462891,72.479248047,45.776367188,41.961669922,1.525878906,-16.021728516,15.258789063,40.435791016,72.479248047,75.531005859,81.634521484
,50.354003906,29.754638672,74.005126953,50.354003906,105.285644531,106.048583984,71.716308594,44.250488281,40.435791016,1.525878906,-18.310546875,16.784667969,40.435791016,72.479248047,73.242187500,83.160400391
,49.591064453,32.806396484,73.242187500,51.879882813,108.337402344,103.759765625,69.427490234,41.961669922,38.909912109,1.525878906,-19.836425781,19.836425781,40.435791016,70.953369141,72.479248047,83.923339844
,48.828125000,36.621093750,70.190429688,53.405761719,110.626220703,102.233886719,67.901611328,38.909912109,38.146972656,0.000000000,-22.125244141,21.362304688,41.198730469,67.901611328,70.953369141,83.923339844
,47.302246094,41.961669922,67.138671875,54.168701172,112.152099609,101.470947266,65.612792969,36.621093750,37.384033203,0.000000000,-24.414062500,23.651123047,43.487548828,64.086914063,68.664550781,83.160400391
,47.302246094,47.302246094,63.323974609,54.168701172,113.677978516,99.945068359,63.323974609,33.569335938,36.621093750,0.000000000,-26.702880859,26.702880859,45.776367188,59.509277344,67.138671875,80.871582031
,47.302246094,51.879882813,58.746337891,52.642822266,115.203857422,98.419189453,62.561035156,31.280517578,37.384033203,0.000000000,-28.228759766,28.228759766,48.065185547,54.931640625,64.086914063,77.056884766
,48.828125000,54.931640625,53.405761719,51.116943359,115.203857422,95.367431641,61.035156250,30.517578125,37.384033203,0.000000000,-29.754638672,30.517578125,50.354003906,51.879882813,61.035156250,73.242187500
