Trace Label,"Tr 1 : 22 mA","Tr 2 : 27 mA","Tr 3 : 27 mA","Tr 4 : 27 mA","Tr 5 : 39 mA","Tr 6 : 39 mA","Tr 7 : 39 mA","Tr 8 : 47 mA","Tr 9 : 47 mA","Tr 10 : 47 mA","Tr 11 : 47 mA","Tr 12 : 47 mA","Tr 13 : 47 mA","Tr 14 : 47 mA","Tr 15 : 47 mA","Tr 16 : 47 mA","Tr 17 : 47 mA","Tr 18 : 47 mA","Tr 19 : 47 mA","Tr 20 : 53 mA","Tr 21 : 62 mA","Tr 22 : 70 mA","Tr 23 : 73 mA","Tr 24 : 73 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),9086.608886719,3860.168457031,5884.704589844,3799.133300781,8602.600097656,3873.596191406,3731.994628906,8154.602050781,9655.761718750,4903.564453125,9240.112304688,6563.720703125,6034.545898438,3703.918457031,5776.062011719,5800.476074219,5689.086914063,3762.817382813,3543.395996094,9135.437011719,7004.089355469,9081.420898438,3722.839355469,3383.483886719
,-1183.471679688,-1510.009765625,-1001.281738281,-2307.128906250,-3259.582519531,-1641.540527344,-1300.048828125,-2588.195800781,-3725.585937500,-3848.571777344,-2550.048828125,-4039.916992188,-4437.866210938,-5056.762695313,-5624.084472656,-7054.443359375,-5403.137207031,-3974.304199219,-7168.579101563,-7813.415527344,-9465.332031250,-9645.080566406,-9963.073730469,-9999.694824219
,-1142.272949219,-1472.473144531,-967.102050781,-2247.619628906,-3188.781738281,-1607.055664063,-1278.381347656,-2525.634765625,-3638.610839844,-3754.577636719,-2500.305175781,-3944.396972656,-4338.378906250,-4984.130859375,-5538.940429688,-6960.449218750,-5294.189453125,-3881.835937500,-7081.604003906,-7695.922851563,-9395.141601563,-9537.963867188,-9923.095703125,-9993.896484375
,-1102.600097656,-1437.377929688,-935.363769531,-2189.941406250,-3119.201660156,-1572.570800781,-1255.187988281,-2467.346191406,-3546.447753906,-3661.193847656,-2451.477050781,-3849.487304688,-4239.807128906,-4909.667968750,-5450.439453125,-6847.839355469,-5181.884765625,-3792.724609375,-6967.773437500,-7554.321289063,-9293.212890625,-9399.719238281,-9844.970703125,-9969.787597656
,-1065.368652344,-1403.808593750,-906.677246094,-2133.178710938,-3050.231933594,-1538.391113281,-1230.468750000,-2412.414550781,-3449.707031250,-3569.641113281,-2403.259277344,-3755.493164063,-4140.930175781,-4831.848144531,-5358.581542969,-6717.224121094,-5064.392089844,-3706.665039063,-6829.223632813,-7390.136718750,-9160.461425781,-9231.567382813,-9731.445312500,-9912.719726563
,-1030.883789063,-1372.375488281,-880.126953125,-2077.026367188,-2981.567382813,-1504.211425781,-1204.833984375,-2360.534667969,-3349.609375000,-3478.698730469,-2356.262207031,-3662.109375000,-4041.442871094,-4748.229980469,-5257.568359375,-6566.467285156,-4939.575195313,-3623.352050781,-6666.564941406,-7203.979492188,-8999.023437500,-9035.949707031,-9583.129882813,-9804.992675781
,-998.535156250,-1341.857910156,-855.102539063,-2021.789550781,-2913.818359375,-1470.947265625,-1180.419921875,-2311.096191406,-3250.122070313,-3388.671875000,-2309.875488281,-3569.946289063,-3942.871093750,-4654.541015625,-5141.601562500,-6392.211914063,-4803.161621094,-3540.954589844,-6480.102539063,-6996.459960938,-8809.509277344,-8818.359375000,-9400.939941406,-9637.145996094
,-968.017578125,-1311.035156250,-829.772949219,-1967.163085938,-2847.290039063,-1438.903808594,-1156.616210938,-2261.962890625,-3153.686523438,-3301.696777344,-2263.183593750,-3479.614257813,-3846.740722656,-4545.593261719,-5007.324218750,-6195.678710938,-4651.489257813,-3458.862304688,-6274.414062500,-6770.629882813,-8591.918945313,-8579.406738281,-9191.589355469,-9416.809082031
,-938.415527344,-1281.127929688,-803.527832031,-1912.841796875,-2781.982421875,-1407.775878906,-1133.422851563,-2211.914062500,-3063.964843750,-3216.247558594,-2216.796875000,-3392.028808594,-3754.272460938,-4422.912597656,-4854.736328125,-5979.003906250,-4485.778808594,-3376.464843750,-6052.246093750,-6530.151367188,-8346.862792969,-8323.669433594,-8958.129882813,-9153.137207031
,-910.034179688,-1250.000000000,-776.977539063,-1859.741210938,-2717.895507813,-1378.479003906,-1110.839843750,-2160.339355469,-2980.346679688,-3133.544921875,-2169.189453125,-3307.800292969,-3664.855957031,-4286.499023438,-4688.720703125,-5746.459960938,-4311.218261719,-3295.898437500,-5817.565917969,-6278.381347656,-8077.087402344,-8053.894042969,-8703.918457031,-8862.304687500
,-883.789062500,-1218.872070313,-751.342773438,-1807.556152344,-2654.418945313,-1347.961425781,-1087.646484375,-2108.154296875,-2902.832031250,-3051.757812500,-2120.361328125,-3226.013183594,-3578.186035156,-4140.319824219,-4514.770507813,-5504.760742188,-4132.995605469,-3216.552734375,-5575.256347656,-6025.085449219,-7791.748046875,-7773.437500000,-8433.837890625,-8560.180664063
,-859.985351563,-1188.659667969,-727.844238281,-1756.896972656,-2591.552734375,-1315.612792969,-1063.537597656,-2056.274414063,-2829.589843750,-2968.444824219,-2070.007324219,-3145.751953125,-3490.905761719,-3989.257812500,-4337.768554688,-5260.009765625,-3959.350585938,-3138.427734375,-5332.336425781,-5775.756835938,-7499.084472656,-7489.929199219,-8152.770996094,-8254.699707031
,-838.317871094,-1157.836914063,-708.312988281,-1707.763671875,-2528.991699219,-1280.517578125,-1039.733886719,-2006.530761719,-2758.789062500,-2884.826660156,-2017.517089844,-3066.406250000,-3404.235839844,-3833.618164063,-4161.987304688,-5020.446777344,-3789.978027344,-3062.133789063,-5096.130371094,-5539.245605469,-7210.388183594,-7211.608886719,-7868.347167969,-7955.017089844
,-819.702148438,-1128.540039063,-692.443847656,-1661.682128906,-2467.041015625,-1241.149902344,-1015.625000000,-1959.533691406,-2689.208984375,-2801.818847656,-1964.416503906,-2987.976074219,-3317.871093750,-3677.368164063,-3990.478515625,-4793.395996094,-3628.234863281,-2986.450195313,-4874.572753906,-5323.181152344,-6937.866210938,-6949.768066406,-7588.195800781,-7672.424316406
,-802.307128906,-1101.379394531,-679.321289063,-1618.347167969,-2406.005859375,-1199.035644531,-992.431640625,-1913.452148438,-2620.544433594,-2720.336914063,-1910.705566406,-2910.766601563,-3232.421875000,-3521.728515625,-3826.293945313,-4584.960937500,-3477.172851563,-2910.766601563,-4674.682617188,-5130.615234375,-6689.147949219,-6716.918945313,-7325.744628906,-7415.466308594
,-785.522460938,-1076.354980469,-667.419433594,-1578.369140625,-2346.801757813,-1156.005859375,-969.543457031,-1866.455078125,-2551.879882813,-2643.127441406,-1856.079101563,-2834.472656250,-3149.108886719,-3369.750976563,-3673.400878906,-4401.245117188,-3337.707519531,-2834.472656250,-4501.342773438,-4967.651367188,-6476.745605469,-6522.827148438,-7092.895507813,-7197.570800781
,-768.432617188,-1053.466796875,-655.212402344,-1541.137695313,-2290.039062500,-1113.586425781,-946.350097656,-1818.237304688,-2483.825683594,-2569.274902344,-1802.673339844,-2758.178710938,-3067.016601563,-3226.928710938,-3537.597656250,-4246.215820313,-3217.163085938,-2757.568359375,-4359.130859375,-4837.646484375,-6307.983398438,-6378.784179688,-6900.634765625,-7027.587890625
,-748.901367188,-1031.799316406,-639.953613281,-1505.432128906,-2236.022949219,-1072.998046875,-923.461914063,-1767.272949219,-2415.771484375,-2497.863769531,-1751.708984375,-2680.664062500,-2985.229492188,-3100.280761719,-3421.630859375,-4125.671386719,-3117.675781250,-2678.833007813,-4253.234863281,-4744.262695313,-6189.575195313,-6291.809082031,-6760.864257813,-6912.231445313
,-729.064941406,-1009.521484375,-623.168945313,-1470.336914063,-2185.363769531,-1035.461425781,-900.268554688,-1716.918945313,-2349.853515625,-2430.419921875,-1704.711914063,-2601.623535156,-2903.442382813,-2996.826171875,-3331.298828125,-4044.799804688,-3041.687011719,-2599.792480469,-4186.401367188,-4691.467285156,-6127.624511719,-6265.258789063,-6677.551269531,-6857.299804688
,-709.838867188,-986.938476563,-606.384277344,-1435.546875000,-2136.535644531,-1001.586914063,-877.990722656,-1669.006347656,-2287.292480469,-2366.943359375,-1663.208007813,-2521.972656250,-2822.265625000,-2922.668457031,-3271.789550781,-4006.958007813,-2991.943359375,-2522.583007813,-4161.682128906,-4680.175781250,-6122.131347656,-6300.659179688,-6651.306152344,-6863.098144531
,-692.138671875,-963.745117188,-590.515136719,-1402.893066406,-2089.843750000,-971.374511719,-856.628417969,-1624.145507813,-2229.919433594,-2309.265136719,-1627.502441406,-2444.763183594,-2743.225097656,-2883.605957031,-3245.849609375,-4011.840820313,-2966.918945313,-2449.645996094,-4178.161621094,-4706.115722656,-6170.654296875,-6389.770507813,-6682.434082031,-6926.574707031
,-677.185058594,-940.246582031,-577.392578125,-1372.985839844,-2044.677734375,-946.044921875,-836.486816406,-1585.083007813,-2179.870605469,-2257.385253906,-1597.290039063,-2373.352050781,-2668.151855469,-2880.859375000,-3258.666992188,-4055.786132813,-2963.562011719,-2384.948730469,-4228.515625000,-4763.488769531,-6266.784667969,-6518.859863281,-6763.610839844,-7038.879394531
,-662.841796875,-917.663574219,-565.795898438,-1346.740722656,-2000.427246094,-926.818847656,-816.650390625,-1551.818847656,-2137.145996094,-2211.608886719,-1572.265625000,-2310.180664063,-2599.182128906,-2912.597656250,-3307.495117188,-4132.080078125,-2975.463867188,-2330.627441406,-4306.945800781,-4841.308593750,-6396.789550781,-6666.564941406,-6883.544921875,-7185.058593750
,-648.803710938,-895.690917969,-554.504394531,-1321.716308594,-1955.566406250,-912.780761719,-797.119140625,-1522.216796875,-2101.440429688,-2171.325683594,-1552.124023438,-2255.249023438,-2535.095214844,-2973.022460938,-3385.314941406,-4230.041503906,-2991.943359375,-2285.461425781,-4402.770996094,-4924.011230469,-6540.527343750,-6802.062988281,-7024.841308594,-7341.918945313
,-633.850097656,-874.938964844,-542.602539063,-1296.386718750,-1908.569335938,-903.015136719,-777.893066406,-1495.971679688,-2069.396972656,-2133.483886719,-1536.560058594,-2206.115722656,-2474.670410156,-3048.706054688,-3480.529785156,-4333.190917969,-2999.572753906,-2246.704101563,-4500.122070313,-4991.149902344,-6670.532226563,-6891.174316406,-7159.729003906,-7479.858398438
,-618.591308594,-855.102539063,-529.785156250,-1269.836425781,-1858.520507813,-895.996093750,-758.056640625,-1470.336914063,-2035.522460938,-2095.642089844,-1524.353027344,-2158.813476563,-2415.771484375,-3126.220703125,-3572.998046875,-4417.419433594,-2984.924316406,-2209.472656250,-4580.688476563,-5012.512207031,-6750.183105469,-6897.583007813,-7254.943847656,-7563.171386719
,-603.027343750,-835.571289063,-516.662597656,-1240.844726563,-1804.199218750,-888.061523438,-737.609863281,-1443.481445313,-1995.239257813,-2055.358886719,-1510.925292969,-2109.680175781,-2355.651855469,-3185.729980469,-3638.610839844,-4452.514648438,-2933.959960938,-2169.189453125,-4617.004394531,-4959.716796875,-6745.910644531,-6789.855957031,-7275.390625000,-7553.100585938
,-587.768554688,-816.955566406,-503.540039063,-1210.937500000,-1745.300292969,-877.685546875,-715.637207031,-1413.879394531,-1943.969726563,-2009.277343750,-1493.530273438,-2055.053710938,-2292.785644531,-3205.566406250,-3652.038574219,-4411.010742188,-2836.608886719,-2121.276855469,-4582.214355469,-4811.401367188,-6627.807617188,-6550.598144531,-7188.110351563,-7420.654296875
,-574.035644531,-799.255371094,-491.333007813,-1180.419921875,-1681.823730469,-862.121582031,-692.443847656,-1379.699707031,-1880.493164063,-1957.397460938,-1467.895507813,-1994.323730469,-2225.036621094,-3168.029785156,-3591.918945313,-4272.766113281,-2692.565917969,-2064.514160156,-4456.481933594,-4556.579589844,-6380.310058594,-6176.757812500,-6971.130371094,-7152.099609375
,-561.523437500,-782.165527344,-480.346679688,-1150.207519531,-1614.990234375,-838.928222656,-668.640136719,-1340.026855469,-1806.030273438,-1900.939941406,-1432.189941406,-1928.405761719,-2151.184082031,-3057.556152344,-3445.434570313,-4030.761718750,-2503.967285156,-1998.901367188,-4229.125976563,-4203.491210938,-6002.197265625,-5674.743652344,-6619.262695313,-6746.215820313
,-550.842285156,-766.601562500,-470.581054688,-1119.995117188,-1547.851562500,-808.105468750,-645.141601563,-1295.776367188,-1725.463867188,-1841.125488281,-1385.803222656,-1858.825683594,-2071.533203125,-2873.229980469,-3211.364746094,-3693.237304688,-2280.273437500,-1925.659179688,-3904.113769531,-3769.836425781,-5501.098632813,-5068.359375000,-6139.221191406,-6217.651367188
,-541.381835938,-752.258300781,-462.341308594,-1089.477539063,-1482.849121094,-769.653320313,-621.643066406,-1248.168945313,-1643.981933594,-1781.616210938,-1329.345703125,-1788.330078125,-1990.051269531,-2624.816894531,-2899.475097656,-3273.315429688,-2033.691406250,-1849.365234375,-3496.398925781,-3277.587890625,-4896.545410156,-4385.986328125,-5552.978515625,-5591.125488281
,-532.836914063,-737.915039063,-454.406738281,-1058.959960938,-1421.203613281,-726.318359375,-597.229003906,-1201.477050781,-1565.856933594,-1724.548339844,-1264.648437500,-1719.970703125,-1910.705566406,-2327.880859375,-2528.381347656,-2789.001464844,-1773.681640625,-1773.376464844,-3026.733398438,-2750.244140625,-4217.224121094,-3663.024902344,-4889.526367188,-4889.831542969
,-523.986816406,-723.876953125,-446.166992188,-1027.526855469,-1364.746093750,-683.288574219,-570.983886719,-1157.531738281,-1495.361328125,-1672.973632813,-1193.542480469,-1655.578613281,-1839.294433594,-2002.868652344,-2120.056152344,-2261.657714844,-1511.840820313,-1700.744628906,-2516.174316406,-2209.167480469,-3496.093750000,-2936.706542969,-4176.940917969,-4145.812988281
,-515.441894531,-709.838867188,-437.622070313,-995.483398438,-1311.950683594,-642.700195313,-541.992187500,-1116.943359375,-1431.884765625,-1628.417968750,-1118.164062500,-1596.069335938,-1778.869628906,-1667.785644531,-1700.439453125,-1710.815429688,-1258.850097656,-1634.521484375,-1986.694335938,-1671.447753906,-2768.554687500,-2229.309082031,-3446.655273438,-3387.145996094
,-507.507324219,-694.885253906,-428.161621094,-962.829589844,-1262.817382813,-608.215332031,-510.253906250,-1080.322265625,-1374.816894531,-1589.050292969,-1041.564941406,-1540.222167969,-1730.041503906,-1338.195800781,-1290.283203125,-1158.752441406,-1021.728515625,-1573.791503906,-1454.467773438,-1152.648925781,-2056.579589844,-1552.124023438,-2718.505859375,-2629.089355469
,-499.572753906,-679.931640625,-419.311523438,-930.175781250,-1217.346191406,-579.833984375,-478.515625000,-1044.921875000,-1322.021484375,-1554.565429688,-965.881347656,-1484.985351563,-1689.147949219,-1029.357910156,-904.846191406,-625.305175781,-806.579589844,-1517.028808594,-932.617187500,-662.841796875,-1370.239257813,-904.541015625,-2005.004882813,-1885.681152344
,-492.553710938,-665.588378906,-411.071777344,-897.827148438,-1174.011230469,-555.725097656,-446.472167969,-1008.911132813,-1268.920898438,-1520.080566406,-892.333984375,-1427.917480469,-1651.916503906,-751.037597656,-553.283691406,-126.037597656,-617.065429688,-1463.317871094,-434.265136719,-208.435058594,-706.787109375,-275.268554688,-1311.645507813,-1157.836914063
,-485.534667969,-650.634765625,-404.357910156,-866.699218750,-1132.202148438,-534.667968750,-416.259765625,-972.290039063,-1213.989257813,-1483.764648438,-822.753906250,-1369.628906250,-1614.685058594,-505.371093750,-237.121582031,332.641601563,-452.270507813,-1408.386230469,34.790039063,213.317871094,-54.931640625,344.848632813,-632.934570313,-436.401367188
,-477.905273438,-636.596679688,-398.864746094,-836.486816406,-1091.613769531,-512.695312500,-388.488769531,-932.617187500,-1156.921386719,-1445.007324219,-757.751464844,-1311.645507813,-1572.875976563,-289.611816406,46.386718750,755.310058594,-312.500000000,-1352.539062500,472.717285156,610.046386719,592.041015625,962.524414063,36.926269531,284.118652344
,-469.055175781,-621.643066406,-393.676757813,-806.579589844,-1052.246093750,-489.807128906,-361.633300781,-892.028808594,-1099.243164063,-1401.367187500,-697.326660156,-1255.493164063,-1527.099609375,-93.078613281,301.208496094,1147.155761719,-195.312500000,-1295.776367188,881.958007813,987.548828125,1239.013671875,1580.505371094,707.702636719,1015.625000000
,-458.984375000,-605.468750000,-388.488769531,-777.587890625,-1015.014648438,-466.613769531,-336.303710938,-851.440429688,-1043.090820313,-1354.370117188,-642.700195313,-1201.782226563,-1477.355957031,90.332031250,529.785156250,1514.892578125,-96.435546875,-1238.098144531,1268.920898438,1351.013183594,1882.019042969,2189.636230469,1382.751464844,1758.117675781
,-448.913574219,-588.684082031,-383.300781250,-750.427246094,-981.750488281,-444.030761719,-312.194824219,-811.157226563,-989.074707031,-1304.016113281,-595.703125000,-1149.902343750,-1423.645019531,263.061523438,734.252929688,1858.520507813,-10.681152344,-1181.945800781,1633.605957031,1695.251464844,2508.850097656,2770.385742188,2056.579589844,2496.643066406
,-438.232421875,-569.763183594,-377.197265625,-725.708007813,-949.401855469,-423.889160156,-290.222167969,-772.094726563,-936.584472656,-1250.000000000,-554.504394531,-1097.412109375,-1367.492675781,426.025390625,910.644531250,2170.715332031,66.833496094,-1127.014160156,1969.604492188,2010.192871094,3099.365234375,3300.170898438,2714.233398438,3207.092285156
,-429.077148438,-550.537109375,-371.398925781,-703.125000000,-917.663574219,-406.188964844,-270.385742188,-734.252929688,-884.399414063,-1193.237304688,-519.409179688,-1045.227050781,-1308.593750000,569.763183594,1054.382324219,2443.237304688,137.329101563,-1074.523925781,2268.371582031,2286.987304688,3629.455566406,3753.967285156,3330.688476563,3861.694335938
,-420.227050781,-531.921386719,-365.905761719,-683.288574219,-884.704589844,-390.014648438,-253.601074219,-696.716308594,-832.214355469,-1135.864257813,-489.196777344,-993.957519531,-1246.643066406,689.392089844,1159.667968750,2670.288085938,200.805664063,-1024.780273438,2520.446777344,2518.310546875,4078.979492188,4116.516113281,3877.868652344,4440.307617188
,-410.766601563,-513.610839844,-359.802246094,-664.978027344,-849.914550781,-373.535156250,-239.257812500,-658.264160156,-782.470703125,-1078.796386719,-462.036132813,-944.213867188,-1183.166503906,780.944824219,1223.144531250,2846.984863281,253.295898438,-976.562500000,2720.947265625,2702.636718750,4435.729980469,4385.681152344,4337.768554688,4932.861328125
,-401.306152344,-496.520996094,-354.003906250,-646.667480469,-815.734863281,-356.140136719,-225.830078125,-618.591308594,-736.694335938,-1023.864746094,-438.537597656,-897.521972656,-1119.995117188,838.317871094,1247.558593750,2971.801757813,289.916992188,-931.091308594,2872.009277344,2835.693359375,4699.707031250,4565.124511719,4696.655273438,5337.524414063
,-391.235351563,-480.041503906,-346.984863281,-629.577636719,-781.555175781,-337.829589844,-213.928222656,-577.697753906,-696.105957031,-971.069335938,-417.785644531,-852.966308594,-1058.654785156,863.647460938,1236.572265625,3042.602539063,310.668945313,-888.366699219,2973.327636719,2919.006347656,4878.234863281,4667.358398438,4955.139160156,5657.653808594
,-380.554199219,-462.951660156,-338.745117188,-612.487792969,-750.427246094,-319.519042969,-202.026367188,-537.414550781,-661.926269531,-921.325683594,-399.780273438,-811.767578125,-1001.892089844,857.238769531,1197.814941406,3057.861328125,314.025878906,-848.999023438,3029.174804688,2951.660156250,4983.215332031,4709.472656250,5123.901367188,5895.080566406
,-370.788574219,-446.472167969,-329.895019531,-594.787597656,-722.656250000,-302.124023438,-190.124511719,-499.267578125,-633.544921875,-874.938964844,-385.131835938,-775.451660156,-950.927734375,821.533203125,1136.779785156,3020.629882813,303.039550781,-814.208984375,3045.043945313,2939.147949219,5029.907226563,4704.284667969,5214.538574219,6058.044433594
,-361.328125000,-429.687500000,-320.434570313,-577.392578125,-697.326660156,-286.560058594,-177.917480469,-464.477539063,-609.436035156,-833.129882813,-371.704101563,-744.628906250,-906.066894531,763.549804688,1058.959960938,2937.316894531,283.203125000,-783.691406250,3025.207519531,2892.456054688,5032.653808594,4665.832519531,5245.971679688,6155.395507813
,-351.867675781,-413.818359375,-310.668945313,-560.302734375,-676.879882813,-272.216796875,-163.879394531,-434.265136719,-589.904785156,-796.203613281,-358.276367188,-719.604492188,-867.004394531,688.171386719,971.069335938,2823.791503906,258.789062500,-755.920410156,2980.346679688,2817.993164063,5002.441406250,4600.830078125,5232.849121094,6194.458007813
,-342.407226563,-399.475097656,-300.598144531,-543.823242188,-657.653808594,-259.399414063,-149.230957031,-406.799316406,-572.814941406,-763.549804688,-343.017578125,-698.547363281,-832.824707031,604.553222656,877.685546875,2691.650390625,234.985351563,-730.895996094,2915.039062500,2726.135253906,4948.730468750,4511.718750000,5183.105468750,6183.166503906
,-331.726074219,-385.131835938,-289.001464844,-527.648925781,-638.732910156,-247.192382813,-134.277343750,-381.469726563,-556.335449219,-735.168457031,-324.401855469,-680.847167969,-801.391601563,519.409179688,785.522460938,2550.964355469,213.928222656,-705.566406250,2834.167480469,2620.544433594,4871.215820313,4398.193359375,5103.454589844,6124.267578125
,-320.129394531,-372.009277344,-276.794433594,-510.559082031,-618.896484375,-233.154296875,-121.154785156,-356.140136719,-541.076660156,-708.312988281,-303.039550781,-664.672851563,-772.399902344,437.622070313,699.157714844,2407.226562500,196.533203125,-677.490234375,2740.478515625,2503.051757813,4767.456054688,4259.338378906,4992.980957031,6015.319824219
,-308.227539063,-359.191894531,-264.282226563,-491.638183594,-596.313476563,-218.200683594,-109.863281250,-329.895019531,-525.207519531,-682.373046875,-279.846191406,-648.803710938,-744.018554688,364.685058594,620.727539063,2260.437011719,181.884765625,-646.362304688,2630.004882813,2378.540039063,4634.704589844,4093.933105469,4850.463867188,5856.628417969
,-295.104980469,-346.984863281,-252.075195313,-469.665527344,-571.289062500,-200.500488281,-98.571777344,-303.955078125,-509.338378906,-656.127929688,-255.737304688,-633.544921875,-717.163085938,301.208496094,550.231933594,2111.816406250,167.541503906,-611.877441406,2503.967285156,2246.398925781,4466.552734375,3901.672363281,4676.513671875,5648.803710938
,-283.203125000,-337.219238281,-242.309570313,-445.556640625,-544.738769531,-181.274414063,-86.669921875,-279.235839844,-495.605468750,-630.493164063,-233.154296875,-619.812011719,-693.359375000,246.887207031,486.145019531,1962.280273438,152.282714844,-576.782226563,2361.145019531,2108.154296875,4264.526367188,3682.250976563,4468.078613281,5392.761230469
,-271.606445313,-328.674316406,-233.764648438,-419.921875000,-517.578125000,-163.879394531,-73.547363281,-257.568359375,-483.398437500,-606.384277344,-213.317871094,-607.299804688,-671.386718750,199.890136719,424.804687500,1812.133789063,135.803222656,-546.264648438,2203.979492188,1967.468261719,4031.066894531,3440.246582031,4228.210449219,5098.876953125
,-260.925292969,-322.265625000,-226.745605469,-394.897460938,-491.333007813,-147.399902344,-59.814453125,-239.562988281,-474.853515625,-583.496093750,-197.753906250,-595.703125000,-652.160644531,155.639648438,364.990234375,1663.513183594,116.577148438,-520.629882813,2038.269042969,1823.425292969,3771.057128906,3183.288574219,3962.097167969,4777.221679688
,-252.380371094,-316.162109375,-220.642089844,-371.704101563,-467.224121094,-133.972167969,-46.691894531,-225.524902344,-468.139648438,-563.964843750,-187.683105469,-585.021972656,-634.155273438,113.525390625,306.396484375,1517.639160156,96.740722656,-501.098632813,1869.812011719,1681.213378906,3496.704101563,2922.363281250,3678.894042969,4439.697265625
,-244.750976563,-309.753417969,-214.538574219,-352.172851563,-445.251464844,-122.680664063,-36.315917969,-215.454101563,-462.951660156,-546.264648438,-181.579589844,-573.120117188,-613.708496094,73.547363281,249.328613281,1377.563476563,78.735351563,-486.450195313,1703.796386719,1544.799804688,3217.468261719,2668.151855469,3392.028808594,4101.562500000
,-238.342285156,-303.649902344,-209.045410156,-335.693359375,-426.330566406,-111.999511719,-28.076171875,-208.435058594,-459.289550781,-531.616210938,-180.053710938,-560.607910156,-590.515136719,36.315917969,195.617675781,1247.253417969,62.255859375,-473.632812500,1546.020507813,1415.405273438,2944.946289063,2427.673339844,3111.267089844,3772.277832031
,-233.459472656,-298.156738281,-204.467773438,-322.265625000,-410.156250000,-103.454589844,-22.888183594,-203.552246094,-454.101562500,-519.409179688,-181.274414063,-547.485351563,-563.354492188,3.051757813,148.010253906,1130.371093750,51.574707031,-462.646484375,1400.146484375,1298.828125000,2687.988281250,2207.336425781,2845.458984375,3459.777832031
,-228.881835938,-295.410156250,-200.195312500,-311.279296875,-395.507812500,-94.909667969,-21.057128906,-198.059082031,-448.303222656,-507.202148438,-184.936523438,-532.226562500,-531.311035156,-25.024414063,108.032226563,1031.188964844,45.166015625,-451.049804688,1270.141601563,1197.814941406,2451.782226563,2010.498046875,2599.487304688,3169.250488281
,-224.609375000,-295.410156250,-196.533203125,-301.818847656,-381.774902344,-86.669921875,-20.751953125,-191.345214844,-441.589355469,-493.164062500,-191.040039063,-514.831542969,-497.741699219,-46.997070313,76.293945313,952.453613281,42.419433594,-437.927246094,1160.278320313,1113.891601563,2240.600585938,1839.294433594,2375.488281250,2905.578613281
,-221.862792969,-296.020507813,-192.871093750,-294.494628906,-366.821289063,-78.125000000,-21.362304688,-184.020996094,-432.128906250,-476.989746094,-198.364257813,-494.689941406,-463.562011719,-62.255859375,52.795410156,893.249511719,44.250488281,-424.194335938,1072.082519531,1048.583984375,2055.358886719,1693.115234375,2175.598144531,2672.424316406
,-220.031738281,-296.020507813,-188.598632813,-288.696289063,-350.646972656,-67.138671875,-21.972656250,-177.001953125,-421.142578125,-458.068847656,-206.298828125,-471.191406250,-430.297851563,-70.495605469,36.315917969,852.050781250,49.438476563,-408.020019531,1004.638671875,998.840332031,1896.667480469,1570.739746094,2000.427246094,2468.566894531
,-219.421386719,-294.189453125,-186.157226563,-283.813476563,-332.641601563,-54.931640625,-22.277832031,-171.508789063,-408.630371094,-437.316894531,-213.928222656,-446.472167969,-400.390625000,-71.716308594,25.329589844,824.584960938,58.593750000,-392.150878906,956.115722656,962.524414063,1762.390136719,1466.979980469,1849.975585938,2292.480468750
,-221.252441406,-290.222167969,-185.546875000,-279.846191406,-314.331054688,-42.114257813,-23.803710938,-167.846679688,-395.507812500,-417.480468750,-220.031738281,-422.058105469,-373.840332031,-68.359375000,19.531250000,806.579589844,70.800781250,-376.892089844,921.630859375,935.974121094,1648.559570313,1379.699707031,1722.106933594,2137.145996094
,-223.999023438,-285.644531250,-185.852050781,-277.099609375,-297.546386719,-28.991699219,-26.550292969,-163.879394531,-382.690429688,-398.254394531,-223.388671875,-398.864746094,-350.952148438,-61.035156250,18.615722656,795.288085938,83.923339844,-362.548828125,896.911621094,916.137695313,1552.429199219,1306.152343750,1613.769531250,1996.154785156
,-225.830078125,-280.761718750,-187.377929688,-274.658203125,-284.423828125,-18.005371094,-30.517578125,-160.522460938,-371.398925781,-379.638671875,-223.999023438,-378.112792969,-332.641601563,-52.490234375,20.751953125,789.489746094,96.130371094,-350.646972656,878.295898438,901.184082031,1468.811035156,1243.286132813,1520.690917969,1867.675781250
