Test Name,H-Reflex Inc-Dec
Test Item,Left M-max
Patient Name,"week5  s2812mytb"
Patient ID,
Test Date,8/6/2019
Trace Label,"Tr 1 : 32 mA","Tr 2 : 55 mA","Tr 3 : 55 mA","Tr 4 : 63 mA","Tr 5 : 63 mA","Tr 6 : 63 mA","Tr 7 : 63 mA","Tr 8 : 73 mA","Tr 9 : 81 mA","Tr 10 : 81 mA","Tr 11 : 91 mA","Tr 12 : 91 mA","Tr 13 : 95 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),9047.241210938,3730.468750000,3416.442871094,9873.657226563,3683.776855469,9770.202636719,8302.307128906,4638.671875000,5235.595703125,2980.346679688,9470.214843750,3418.884277344,9561.157226563
,-56.457519531,-65.307617188,-68.054199219,-78.125000000,-105.895996094,-71.716308594,-66.223144531,-48.828125000,-137.329101563,-114.746093750,-42.114257813,-58.593750000,-149.841308594
,-51.269531250,-69.274902344,-62.255859375,-79.650878906,-99.182128906,-77.209472656,-58.288574219,-59.204101563,-140.686035156,-113.525390625,-43.640136719,-63.171386719,-155.334472656
,-46.081542969,-72.937011719,-56.152343750,-80.566406250,-93.688964844,-82.397460938,-48.217773438,-69.580078125,-143.432617188,-112.609863281,-44.555664063,-67.443847656,-160.522460938
,-40.893554688,-75.988769531,-50.048828125,-80.566406250,-89.416503906,-87.280273438,-36.010742188,-80.566406250,-145.568847656,-112.304687500,-45.776367188,-70.800781250,-165.405273438
,-36.010742188,-77.819824219,-44.555664063,-80.566406250,-86.059570313,-91.857910156,-24.414062500,-93.994140625,-145.874023438,-111.694335938,-47.607421875,-72.937011719,-170.898437500
,-31.738281250,-78.735351563,-39.672851563,-80.566406250,-83.007812500,-96.740722656,-15.563964844,-108.337402344,-145.263671875,-111.694335938,-51.269531250,-75.073242188,-176.696777344
,-27.465820313,-77.819824219,-35.400390625,-80.261230469,-81.176757813,-101.623535156,-8.850097656,-123.901367188,-143.737792969,-112.304687500,-56.152343750,-76.599121094,-182.495117188
,-23.498535156,-75.683593750,-31.738281250,-79.956054688,-79.956054688,-106.201171875,-4.882812500,-139.465332031,-141.906738281,-113.525390625,-61.950683594,-78.125000000,-187.377929688
,-19.836425781,-72.326660156,-28.381347656,-78.735351563,-79.345703125,-110.473632813,-2.441406250,-153.198242188,-138.854980469,-115.966796875,-67.443847656,-79.345703125,-189.514160156
,-16.479492188,-68.359375000,-25.939941406,-76.599121094,-78.735351563,-114.440917969,-0.915527344,-164.489746094,-135.803222656,-119.018554688,-72.631835938,-80.261230469,-188.598632813
,-13.732910156,-63.476562500,-24.108886719,-74.462890625,-77.514648438,-117.797851563,-0.305175781,-173.034667969,-132.141113281,-121.154785156,-77.209472656,-80.566406250,-184.631347656
,-11.596679688,-58.288574219,-22.888183594,-71.105957031,-75.378417969,-121.459960938,-0.610351563,-179.138183594,-127.868652344,-121.154785156,-81.481933594,-79.956054688,-176.696777344
,-10.375976563,-53.405761719,-22.277832031,-67.443847656,-73.242187500,-126.037597656,-3.051757813,-184.326171875,-123.596191406,-117.797851563,-85.754394531,-79.650878906,-167.541503906
,-9.765625000,-48.217773438,-21.667480469,-63.476562500,-70.800781250,-131.225585938,-7.324218750,-189.208984375,-119.628906250,-111.389160156,-90.332031250,-80.261230469,-158.386230469
,-9.765625000,-43.945312500,-21.057128906,-58.898925781,-69.274902344,-136.718750000,-12.207031250,-192.871093750,-115.966796875,-103.149414063,-94.604492188,-81.481933594,-150.451660156
,-9.460449219,-40.283203125,-20.446777344,-54.016113281,-69.885253906,-141.906738281,-17.395019531,-196.228027344,-112.915039063,-93.383789063,-98.571777344,-83.618164063,-145.263671875
,-9.155273438,-37.231445313,-20.751953125,-49.743652344,-71.411132813,-146.179199219,-22.277832031,-196.533203125,-110.473632813,-83.007812500,-102.233886719,-86.975097656,-142.211914063
,-9.155273438,-34.484863281,-21.972656250,-46.081542969,-74.157714844,-148.010253906,-25.634765625,-194.396972656,-107.727050781,-73.242187500,-105.590820313,-90.332031250,-140.991210938
,-9.765625000,-31.738281250,-24.719238281,-43.029785156,-77.514648438,-148.315429688,-28.076171875,-189.819335938,-104.980468750,-64.697265625,-109.863281250,-93.688964844,-139.465332031
,-11.291503906,-28.076171875,-28.991699219,-40.588378906,-80.871582031,-146.179199219,-28.991699219,-182.495117188,-101.623535156,-57.067871094,-116.271972656,-97.351074219,-137.023925781
,-13.732910156,-24.414062500,-33.569335938,-39.062500000,-85.144042969,-141.296386719,-28.991699219,-174.255371094,-97.351074219,-50.659179688,-123.596191406,-100.708007813,-132.446289063
,-16.174316406,-21.057128906,-37.536621094,-37.841796875,-89.111328125,-134.887695313,-29.602050781,-165.405273438,-91.857910156,-44.555664063,-132.141113281,-104.675292969,-126.037597656
,-18.005371094,-18.005371094,-39.978027344,-37.231445313,-92.163085938,-126.647949219,-30.517578125,-155.639648438,-85.144042969,-38.757324219,-141.296386719,-108.947753906,-117.492675781
,-18.920898438,-15.869140625,-41.198730469,-36.926269531,-94.604492188,-116.577148438,-32.043457031,-146.484375000,-78.125000000,-33.874511719,-149.230957031,-113.525390625,-108.032226563
,-18.310546875,-14.343261719,-41.503906250,-36.315917969,-95.520019531,-106.811523438,-33.874511719,-137.634277344,-72.326660156,-30.517578125,-156.860351563,-119.018554688,-98.571777344
,-16.784667969,-13.122558594,-41.809082031,-35.705566406,-94.909667969,-96.130371094,-36.010742188,-129.394531250,-68.664550781,-28.991699219,-162.963867188,-125.122070313,-89.721679688
,-15.258789063,-12.817382813,-41.198730469,-34.484863281,-94.299316406,-86.059570313,-38.146972656,-122.375488281,-68.664550781,-28.991699219,-168.457031250,-131.835937500,-82.092285156
,-13.732910156,-13.732910156,-40.283203125,-33.264160156,-92.163085938,-76.599121094,-40.283203125,-116.271972656,-70.495605469,-30.212402344,-173.950195313,-139.160156250,-76.293945313
,-12.817382813,-15.869140625,-39.062500000,-32.958984375,-89.416503906,-67.749023438,-42.419433594,-110.778808594,-73.852539063,-32.043457031,-180.053710938,-146.484375000,-72.631835938
,-11.901855469,-19.836425781,-37.841796875,-32.958984375,-85.754394531,-60.424804688,-44.860839844,-105.590820313,-76.599121094,-33.264160156,-186.462402344,-153.808593750,-71.411132813
,-11.291503906,-23.803710938,-36.010742188,-32.958984375,-81.176757813,-54.016113281,-46.997070313,-100.402832031,-78.430175781,-34.790039063,-192.565917969,-160.217285156,-73.852539063
,-9.765625000,-27.465820313,-34.179687500,-31.738281250,-76.293945313,-48.522949219,-48.522949219,-95.825195313,-78.430175781,-35.400390625,-197.143554688,-165.100097656,-79.040527344
,-7.629394531,-30.212402344,-31.127929688,-28.076171875,-70.495605469,-45.471191406,-49.743652344,-91.552734375,-76.904296875,-36.010742188,-199.584960938,-167.236328125,-85.449218750
,-5.187988281,-31.738281250,-27.160644531,-21.667480469,-65.307617188,-43.945312500,-50.659179688,-88.195800781,-74.157714844,-37.536621094,-199.584960938,-166.320800781,-91.857910156
,-2.136230469,-32.653808594,-22.583007813,-12.207031250,-60.424804688,-45.471191406,-52.185058594,-86.364746094,-69.885253906,-39.062500000,-196.228027344,-163.269042969,-96.435546875
,0.305175781,-33.569335938,-17.089843750,0.000000000,-56.762695313,-48.828125000,-55.541992188,-86.059570313,-63.781738281,-41.809082031,-191.040039063,-159.606933594,-99.182128906
,3.356933594,-34.484863281,-12.207031250,12.817382813,-55.236816406,-53.100585938,-60.119628906,-87.280273438,-55.847167969,-44.860839844,-183.105468750,-157.470703125,-101.318359375
,6.103515625,-35.095214844,-7.934570313,25.939941406,-54.931640625,-57.373046875,-65.917968750,-90.637207031,-46.081542969,-48.217773438,-173.339843750,-158.386230469,-103.454589844
,8.239746094,-35.400390625,-4.272460938,36.926269531,-55.847167969,-61.035156250,-72.631835938,-95.825195313,-35.095214844,-51.269531250,-163.269042969,-163.269042969,-106.811523438
,10.070800781,-34.790039063,-1.831054688,46.081542969,-57.373046875,-65.002441406,-79.650878906,-103.149414063,-24.414062500,-52.795410156,-152.587890625,-171.203613281,-111.999511719
,10.986328125,-32.958984375,0.000000000,52.185058594,-58.898925781,-69.885253906,-86.364746094,-111.083984375,-14.343261719,-53.710937500,-143.432617188,-179.748535156,-118.408203125
,11.596679688,-30.212402344,1.220703125,57.067871094,-59.509277344,-75.988769531,-92.163085938,-117.797851563,-5.187988281,-54.016113281,-135.803222656,-186.462402344,-125.122070313
,11.901855469,-26.550292969,2.441406250,60.119628906,-59.204101563,-83.312988281,-97.351074219,-120.849609375,2.746582031,-53.710937500,-129.699707031,-189.514160156,-131.225585938
,11.291503906,-21.972656250,3.051757813,61.340332031,-58.288574219,-90.026855469,-100.708007813,-118.103027344,10.986328125,-53.710937500,-124.816894531,-188.903808594,-134.887695313
,11.291503906,-17.700195313,3.967285156,61.340332031,-56.762695313,-94.604492188,-102.844238281,-110.778808594,18.920898438,-54.016113281,-120.544433594,-186.767578125,-135.498046875
,11.596679688,-12.817382813,4.882812500,58.288574219,-55.541992188,-97.351074219,-104.675292969,-101.013183594,25.024414063,-54.016113281,-116.577148438,-184.936523438,-133.361816406
,12.817382813,-7.324218750,6.408691406,53.710937500,-54.321289063,-97.045898438,-105.895996094,-91.552734375,28.991699219,-54.626464844,-113.830566406,-184.936523438,-128.784179688
,14.953613281,-2.746582031,7.629394531,48.217773438,-52.185058594,-94.909667969,-107.421875000,-84.838867188,29.907226563,-57.678222656,-111.083984375,-186.462402344,-124.206542969
,16.784667969,1.831054688,8.544921875,41.198730469,-48.217773438,-92.163085938,-108.947753906,-80.871582031,28.991699219,-62.866210938,-109.252929688,-188.293457031,-120.849609375
,17.700195313,6.408691406,8.239746094,34.790039063,-39.978027344,-89.416503906,-109.252929688,-79.040527344,25.634765625,-71.411132813,-106.506347656,-188.598632813,-120.849609375
,17.089843750,9.460449219,7.019042969,28.686523438,-27.770996094,-87.585449219,-109.252929688,-77.819824219,20.446777344,-81.176757813,-103.149414063,-186.157226563,-123.596191406
,15.563964844,11.291503906,6.103515625,23.498535156,-11.291503906,-86.975097656,-108.642578125,-75.683593750,14.343261719,-90.637207031,-98.571777344,-181.579589844,-128.479003906
,13.427734375,12.512207031,5.493164063,19.836425781,7.629394531,-86.364746094,-106.811523438,-72.326660156,6.408691406,-98.876953125,-93.383789063,-174.560546875,-133.972167969
,13.122558594,13.122558594,8.239746094,16.784667969,28.076171875,-85.754394531,-104.675292969,-67.749023438,-1.831054688,-105.285644531,-88.500976563,-166.931152344,-137.939453125
,15.869140625,14.038085938,14.038085938,13.427734375,47.302246094,-85.144042969,-101.013183594,-61.950683594,-12.207031250,-110.168457031,-84.838867188,-159.912109375,-139.160156250
,21.667480469,15.563964844,22.277832031,10.070800781,63.476562500,-83.312988281,-95.520019531,-55.236816406,-24.108886719,-114.746093750,-82.092285156,-155.029296875,-137.329101563
,30.822753906,17.089843750,33.264160156,6.408691406,75.988769531,-80.871582031,-88.500976563,-48.217773438,-35.705566406,-119.323730469,-80.566406250,-154.418945313,-132.141113281
,42.419433594,18.920898438,45.166015625,3.662109375,85.449218750,-77.209472656,-80.566406250,-40.893554688,-45.471191406,-125.122070313,-79.650878906,-157.470703125,-123.901367188
,54.321289063,19.836425781,56.762695313,2.441406250,92.163085938,-72.631835938,-73.242187500,-34.179687500,-52.185058594,-133.056640625,-79.040527344,-164.794921875,-113.220214844
,65.917968750,20.446777344,66.833496094,0.915527344,97.656250000,-67.138671875,-66.833496094,-27.770996094,-55.236816406,-142.517089844,-79.650878906,-173.034667969,-99.792480469
,75.683593750,19.836425781,74.768066406,0.610351563,101.928710938,-61.035156250,-62.255859375,-20.751953125,-56.152343750,-152.587890625,-81.481933594,-180.664062500,-85.144042969
,83.007812500,19.226074219,80.261230469,0.000000000,104.370117188,-54.626464844,-60.119628906,-14.038085938,-56.457519531,-161.743164063,-84.228515625,-187.072753906,-71.411132813
,87.890625000,20.141601563,84.533691406,-1.525878906,104.675292969,-48.828125000,-59.509277344,-7.324218750,-56.152343750,-167.541503906,-87.585449219,-190.124511719,-59.509277344
,91.247558594,23.498535156,87.585449219,-3.356933594,102.539062500,-44.250488281,-59.814453125,-2.746582031,-57.067871094,-167.846679688,-90.637207031,-191.650390625,-50.964355469
,93.078613281,30.517578125,89.721679688,-6.103515625,97.351074219,-40.283203125,-61.035156250,-0.305175781,-58.593750000,-162.353515625,-92.773437500,-190.734863281,-45.471191406
,93.383789063,41.503906250,90.332031250,-9.765625000,89.721679688,-36.621093750,-62.255859375,-1.525878906,-61.035156250,-153.198242188,-93.994140625,-187.377929688,-42.419433594
,91.857910156,54.321289063,88.806152344,-13.427734375,80.871582031,-32.958984375,-63.171386719,-5.493164063,-64.392089844,-140.991210938,-94.604492188,-181.884765625,-40.283203125
,88.806152344,67.443847656,85.754394531,-18.310546875,71.716308594,-28.686523438,-63.476562500,-10.681152344,-67.138671875,-129.089355469,-94.909667969,-173.034667969,-37.841796875
,83.923339844,79.040527344,80.871582031,-24.108886719,63.476562500,-24.414062500,-63.171386719,-16.784667969,-70.190429688,-119.934082031,-95.825195313,-162.353515625,-33.569335938
,78.125000000,88.195800781,75.073242188,-31.127929688,54.626464844,-21.057128906,-62.561035156,-22.277832031,-72.937011719,-112.915039063,-97.045898438,-150.756835938,-28.076171875
,72.021484375,94.604492188,69.274902344,-39.062500000,44.555664063,-19.531250000,-62.561035156,-26.855468750,-76.599121094,-109.252929688,-99.487304688,-138.854980469,-21.667480469
,66.223144531,99.487304688,63.781738281,-47.607421875,32.348632813,-19.836425781,-63.476562500,-31.127929688,-82.092285156,-108.032226563,-102.844238281,-128.479003906,-14.648437500
,61.645507813,102.844238281,59.509277344,-57.067871094,19.226074219,-21.362304688,-65.612792969,-34.790039063,-88.500976563,-106.201171875,-106.201171875,-118.713378906,-9.460449219
,58.593750000,104.675292969,56.762695313,-65.307617188,7.629394531,-22.888183594,-68.054199219,-37.841796875,-94.909667969,-103.454589844,-109.252929688,-109.558105469,-5.187988281
,56.457519531,104.675292969,54.321289063,-72.937011719,0.000000000,-21.972656250,-70.190429688,-39.672851563,-100.402832031,-98.571777344,-110.473632813,-100.708007813,-1.831054688
,54.321289063,102.844238281,51.879882813,-79.650878906,-3.051757813,-17.700195313,-72.021484375,-39.062500000,-104.064941406,-91.552734375,-108.032226563,-92.163085938,0.610351563
,51.879882813,99.487304688,49.133300781,-85.449218750,-2.746582031,-9.765625000,-72.021484375,-36.010742188,-106.506347656,-84.228515625,-101.928710938,-84.533691406,2.441406250
,48.217773438,94.604492188,45.166015625,-90.942382813,-2.136230469,1.831054688,-71.411132813,-30.212402344,-108.947753906,-77.819824219,-92.163085938,-78.430175781,3.051757813
,44.555664063,89.111328125,41.809082031,-96.130371094,-3.662109375,15.869140625,-69.885253906,-21.362304688,-111.694335938,-72.937011719,-80.261230469,-74.157714844,1.220703125
,41.809082031,83.618164063,38.757324219,-101.013183594,-9.155273438,29.907226563,-67.443847656,-12.207031250,-115.356445313,-70.190429688,-67.443847656,-71.105957031,-2.441406250
,39.062500000,78.125000000,35.705566406,-104.675292969,-18.920898438,42.724609375,-65.612792969,-1.831054688,-121.154785156,-69.274902344,-54.016113281,-69.274902344,-8.544921875
,36.315917969,73.852539063,33.569335938,-107.116699219,-32.348632813,53.100585938,-63.476562500,7.324218750,-126.953125000,-70.190429688,-41.503906250,-67.749023438,-15.563964844
,34.484863281,71.105957031,31.127929688,-107.727050781,-47.607421875,61.340332031,-61.035156250,14.343261719,-132.141113281,-72.937011719,-30.212402344,-65.612792969,-22.583007813
,31.738281250,68.359375000,27.770996094,-106.506347656,-62.561035156,68.054199219,-58.288574219,20.446777344,-135.498046875,-77.514648438,-21.362304688,-63.476562500,-28.686523438
,28.686523438,65.917968750,23.803710938,-103.454589844,-76.599121094,72.631835938,-54.626464844,23.803710938,-136.413574219,-83.923339844,-15.563964844,-60.424804688,-32.653808594
,25.634765625,62.866210938,18.920898438,-98.876953125,-87.890625000,75.683593750,-50.659179688,25.939941406,-135.192871094,-90.942382813,-13.427734375,-59.204101563,-33.569335938
,21.972656250,59.204101563,13.427734375,-93.994140625,-97.656250000,75.073242188,-46.997070313,26.550292969,-132.446289063,-97.656250000,-14.343261719,-59.509277344,-32.958984375
,17.700195313,55.236816406,7.934570313,-88.500976563,-107.421875000,71.411132813,-43.334960938,25.634765625,-128.479003906,-103.149414063,-17.395019531,-61.035156250,-31.738281250
,13.122558594,51.574707031,1.525878906,-83.312988281,-116.882324219,65.002441406,-39.367675781,23.498535156,-123.291015625,-107.116699219,-20.751953125,-65.307617188,-30.517578125
,7.019042969,48.217773438,-5.798339844,-78.125000000,-126.342773438,56.152343750,-36.010742188,21.057128906,-116.271972656,-109.252929688,-22.583007813,-69.580078125,-31.127929688
,-0.305175781,44.250488281,-14.343261719,-73.852539063,-134.887695313,46.386718750,-32.958984375,17.700195313,-107.116699219,-109.863281250,-21.972656250,-74.157714844,-32.958984375
,-9.460449219,40.588378906,-22.888183594,-70.800781250,-140.686035156,36.621093750,-30.517578125,14.343261719,-96.435546875,-109.252929688,-17.700195313,-77.209472656,-37.231445313
,-19.836425781,36.315917969,-31.433105469,-68.359375000,-144.958496094,26.550292969,-28.686523438,11.291503906,-85.754394531,-107.727050781,-10.986328125,-76.293945313,-43.029785156
,-30.212402344,31.433105469,-39.672851563,-66.528320313,-148.925781250,18.310546875,-27.160644531,8.544921875,-75.683593750,-105.895996094,-3.662109375,-71.411132813,-50.964355469
,-39.672851563,26.550292969,-46.691894531,-64.086914063,-154.113769531,11.596679688,-26.245117188,6.713867188,-67.138671875,-103.759765625,1.525878906,-61.950683594,-59.814453125
,-48.217773438,21.667480469,-53.100585938,-61.340332031,-161.743164063,6.713867188,-25.634765625,5.187988281,-60.119628906,-101.013183594,3.051757813,-48.828125000,-68.664550781
,-54.931640625,16.174316406,-59.204101563,-58.898925781,-170.288085938,3.051757813,-24.719238281,3.662109375,-54.321289063,-97.656250000,2.136230469,-34.179687500,-76.904296875
,-61.035156250,10.986328125,-64.697265625,-57.067871094,-178.527832031,0.000000000,-22.888183594,2.136230469,-49.438476563,-93.688964844,0.000000000,-19.531250000,-83.618164063
,-66.223144531,3.967285156,-70.495605469,-55.541992188,-183.715820313,-2.136230469,-20.141601563,0.305175781,-45.776367188,-89.416503906,-1.525878906,-7.019042969,-88.195800781
,-71.105957031,-3.356933594,-75.378417969,-54.626464844,-184.631347656,-4.577636719,-15.869140625,-0.915527344,-43.029785156,-84.228515625,-3.051757813,3.967285156,-90.637207031
,-75.988769531,-11.901855469,-79.956054688,-52.795410156,-181.579589844,-6.408691406,-10.681152344,-2.746582031,-40.893554688,-78.125000000,-5.493164063,14.343261719,-92.468261719
,-79.650878906,-21.057128906,-83.007812500,-50.964355469,-174.255371094,-8.544921875,-5.493164063,-5.493164063,-39.672851563,-70.800781250,-9.155273438,24.108886719,-94.299316406
,-82.092285156,-30.212402344,-84.533691406,-49.743652344,-164.489746094,-10.375976563,-0.915527344,-8.850097656,-39.062500000,-62.255859375,-13.732910156,32.958984375,-96.740722656
,-82.702636719,-38.757324219,-83.923339844,-49.133300781,-153.198242188,-12.207031250,2.441406250,-13.427734375,-38.757324219,-53.710937500,-18.310546875,40.283203125,-101.013183594
,-80.871582031,-46.081542969,-80.871582031,-50.048828125,-141.601562500,-14.038085938,4.577636719,-18.310546875,-39.367675781,-44.860839844,-22.277832031,44.555664063,-105.285644531
,-78.125000000,-52.490234375,-76.293945313,-51.879882813,-131.530761719,-15.869140625,6.713867188,-23.193359375,-41.809082031,-37.536621094,-25.329589844,46.691894531,-109.252929688
,-74.157714844,-57.678222656,-70.495605469,-54.016113281,-122.680664063,-18.310546875,9.460449219,-28.076171875,-46.081542969,-31.738281250,-27.770996094,47.302246094,-111.694335938
,-69.885253906,-62.561035156,-64.392089844,-55.541992188,-115.661621094,-20.446777344,13.732910156,-32.958984375,-52.185058594,-27.160644531,-28.686523438,47.302246094,-111.694335938
,-65.002441406,-67.138671875,-57.678222656,-56.762695313,-110.473632813,-22.888183594,20.141601563,-38.146972656,-60.119628906,-24.719238281,-28.381347656,47.912597656,-109.863281250
,-59.204101563,-71.716308594,-51.574707031,-57.678222656,-105.590820313,-25.634765625,28.381347656,-43.029785156,-68.969726563,-23.498535156,-27.465820313,48.522949219,-108.337402344
,-53.405761719,-75.378417969,-46.081542969,-58.593750000,-101.013183594,-28.686523438,37.841796875,-49.438476563,-77.819824219,-23.498535156,-27.160644531,48.522949219,-108.337402344
,-47.607421875,-77.819824219,-40.893554688,-59.204101563,-96.435546875,-32.958984375,47.302246094,-56.762695313,-85.449218750,-25.024414063,-27.770996094,46.691894531,-112.304687500
,-42.724609375,-79.040527344,-37.231445313,-59.814453125,-91.552734375,-38.757324219,54.321289063,-64.392089844,-90.942382813,-26.245117188,-29.907226563,41.503906250,-120.544433594
,-38.757324219,-77.514648438,-33.874511719,-60.729980469,-87.585449219,-44.860839844,59.509277344,-72.631835938,-93.078613281,-27.770996094,-31.738281250,32.043457031,-132.141113281
,-34.790039063,-74.768066406,-31.433105469,-60.424804688,-83.007812500,-50.964355469,62.255859375,-79.956054688,-91.247558594,-28.991699219,-33.264160156,18.005371094,-145.568847656
,-31.738281250,-69.885253906,-28.991699219,-59.509277344,-78.735351563,-56.762695313,64.086914063,-86.059570313,-86.975097656,-29.907226563,-35.095214844,0.915527344,-157.470703125
,-28.381347656,-63.781738281,-26.550292969,-57.373046875,-74.768066406,-60.729980469,65.612792969,-90.637207031,-81.481933594,-30.822753906,-36.315917969,-17.395019531,-165.710449219
,-25.329589844,-57.373046875,-24.414062500,-54.321289063,-71.411132813,-64.697265625,65.612792969,-93.688964844,-75.683593750,-30.212402344,-37.841796875,-34.179687500,-166.931152344
,-22.888183594,-50.659179688,-23.498535156,-50.354003906,-68.969726563,-68.664550781,64.392089844,-95.825195313,-70.190429688,-26.855468750,-39.367675781,-47.607421875,-161.132812500
,-21.057128906,-44.250488281,-22.888183594,-45.776367188,-68.359375000,-72.937011719,61.340332031,-99.182128906,-65.612792969,-21.057128906,-41.503906250,-57.983398438,-149.536132813
,-19.836425781,-38.452148438,-22.583007813,-40.588378906,-68.664550781,-78.430175781,57.373046875,-102.844238281,-61.035156250,-12.512207031,-43.640136719,-65.002441406,-134.887695313
,-19.531250000,-33.264160156,-22.583007813,-34.790039063,-69.885253906,-83.923339844,52.795410156,-107.116699219,-56.457519531,-3.051757813,-46.081542969,-71.105957031,-120.849609375
,-19.226074219,-29.296875000,-22.277832031,-29.602050781,-71.411132813,-88.806152344,47.607421875,-111.083984375,-52.490234375,6.103515625,-48.828125000,-78.125000000,-108.947753906
,-19.531250000,-26.245117188,-22.277832031,-25.024414063,-71.716308594,-92.163085938,43.334960938,-111.694335938,-48.217773438,15.869140625,-51.879882813,-85.144042969,-99.792480469
,-20.446777344,-23.498535156,-22.583007813,-21.667480469,-71.411132813,-92.773437500,39.367675781,-109.863281250,-43.334960938,24.414062500,-56.152343750,-93.078613281,-92.163085938
,-21.667480469,-21.667480469,-24.108886719,-18.920898438,-71.105957031,-91.857910156,36.621093750,-105.590820313,-38.452148438,31.738281250,-61.645507813,-101.928710938,-84.228515625
,-23.803710938,-20.446777344,-26.245117188,-17.089843750,-71.105957031,-88.500976563,35.705566406,-98.876953125,-33.569335938,38.452148438,-68.664550781,-111.694335938,-75.378417969
,-26.855468750,-19.836425781,-28.381347656,-15.563964844,-72.631835938,-83.923339844,35.095214844,-91.857910156,-29.907226563,44.250488281,-75.988769531,-122.070312500,-65.612792969
,-29.602050781,-20.141601563,-30.517578125,-14.648437500,-75.073242188,-78.735351563,34.484863281,-84.228515625,-27.160644531,48.828125000,-83.312988281,-132.141113281,-56.152343750
,-32.043457031,-21.362304688,-32.043457031,-13.732910156,-77.514648438,-72.021484375,34.179687500,-77.209472656,-25.939941406,52.490234375,-90.026855469,-141.296386719,-48.217773438
,-33.569335938,-22.888183594,-32.348632813,-12.817382813,-80.566406250,-65.307617188,32.348632813,-70.190429688,-25.329589844,54.626464844,-95.214843750,-148.925781250,-42.724609375
,-33.874511719,-23.803710938,-32.653808594,-11.901855469,-83.007812500,-58.593750000,30.517578125,-63.781738281,-24.414062500,54.321289063,-99.792480469,-154.418945313,-39.062500000
,-34.179687500,-24.414062500,-32.348632813,-10.375976563,-84.533691406,-51.879882813,28.686523438,-57.678222656,-23.193359375,52.795410156,-103.759765625,-158.691406250,-35.705566406
,-33.874511719,-25.024414063,-32.043457031,-9.155273438,-84.533691406,-46.081542969,25.939941406,-52.185058594,-21.362304688,50.659179688,-108.337402344,-160.827636719,-32.043457031
,-32.958984375,-26.550292969,-31.738281250,-7.629394531,-83.007812500,-40.588378906,23.498535156,-48.217773438,-19.226074219,47.912597656,-113.220214844,-160.827636719,-27.160644531
,-32.043457031,-28.991699219,-31.127929688,-7.019042969,-79.650878906,-35.095214844,20.751953125,-44.860839844,-17.395019531,45.776367188,-118.713378906,-159.912109375,-21.667480469
,-30.212402344,-31.738281250,-30.212402344,-6.408691406,-75.378417969,-29.907226563,16.784667969,-42.114257813,-15.869140625,44.860839844,-123.901367188,-158.996582031,-17.395019531
,-28.076171875,-34.484863281,-28.686523438,-5.798339844,-70.190429688,-24.719238281,12.207031250,-40.283203125,-15.258789063,45.471191406,-128.173828125,-158.996582031,-15.869140625
,-25.634765625,-36.621093750,-26.550292969,-3.967285156,-64.697265625,-21.057128906,6.103515625,-38.757324219,-15.258789063,47.302246094,-130.920410156,-160.217285156,-17.089843750
,-22.277832031,-37.841796875,-24.108886719,0.610351563,-59.509277344,-18.920898438,0.000000000,-39.062500000,-14.953613281,50.048828125,-131.835937500,-162.353515625,-21.362304688
,-18.615722656,-38.452148438,-20.751953125,8.850097656,-54.626464844,-18.310546875,-5.798339844,-40.893554688,-13.427734375,50.964355469,-130.920410156,-164.184570313,-25.634765625
,-14.953613281,-38.757324219,-17.395019531,20.446777344,-51.269531250,-18.615722656,-12.207031250,-43.334960938,-9.460449219,50.048828125,-128.173828125,-164.794921875,-28.686523438
,-10.681152344,-38.757324219,-13.427734375,34.484863281,-49.133300781,-18.920898438,-18.920898438,-46.081542969,-2.441406250,45.776367188,-124.206542969,-163.879394531,-30.212402344
,-6.408691406,-37.841796875,-9.155273438,48.217773438,-48.522949219,-18.920898438,-26.550292969,-48.217773438,6.408691406,39.062500000,-118.713378906,-159.912109375,-29.602050781
,-2.441406250,-37.536621094,-5.187988281,61.035156250,-49.743652344,-19.226074219,-34.790039063,-49.438476563,17.700195313,30.517578125,-111.694335938,-153.503417969,-28.381347656
,1.220703125,-36.010742188,-1.220703125,71.411132813,-50.659179688,-19.531250000,-42.419433594,-51.269531250,29.296875000,21.057128906,-104.370117188,-145.263671875,-26.550292969
,4.577636719,-34.179687500,2.136230469,79.345703125,-51.269531250,-20.751953125,-49.438476563,-54.321289063,40.283203125,11.596679688,-96.740722656,-135.803222656,-24.414062500
,7.629394531,-31.127929688,5.798339844,85.449218750,-50.964355469,-23.193359375,-55.541992188,-58.593750000,50.048828125,2.746582031,-90.026855469,-126.037597656,-22.583007813
,9.155273438,-26.855468750,8.850097656,90.026855469,-49.743652344,-25.634765625,-60.119628906,-63.476562500,57.983398438,-5.187988281,-84.228515625,-115.966796875,-21.362304688
