Test Name,M-max Lower Leg Ampl Lines
Test Item,Right Gastroc
Patient Name,"followup  s2718tdvg"
Patient ID,
Test Date,11/19/2019
Trace Label,"Tr 1 : 0 mA : 100 탎","Tr 2 : 0 mA : 100 탎","Tr 3 : 21 mA : 100 탎","Tr 4 : 73 mA : 100 탎","Tr 5 : 73 mA : 100 탎","Tr 6 : 100 mA : 100 탎","Tr 7 : 100 mA : 100 탎","Tr 8 : 100 mA : 100 탎","Tr 9 : 100 mA : 200 탎","Tr 10 : 100 mA : 300 탎","Tr 11 : 100 mA : 400 탎","Tr 12 : 100 mA : 550 탎","Tr 13 : 100 mA : 600 탎","Tr 14 : 100 mA : 600 탎"
,30.517578125,24.414062500,22.888183594,42.724609375,32.806396484,42.724609375,41.961669922,44.250488281,80.108642578,92.315673828,99.182128906,102.996826172,107.574462891,83.160400391
,31.280517578,23.651123047,24.414062500,41.961669922,31.280517578,44.250488281,41.198730469,45.013427734,80.108642578,89.263916016,96.893310547,104.522705078,107.574462891,82.397460938
,31.280517578,22.125244141,26.702880859,41.961669922,30.517578125,47.302246094,40.435791016,46.539306641,80.108642578,86.975097656,95.367431641,106.048583984,107.574462891,80.871582031
,31.280517578,22.125244141,28.228759766,42.724609375,32.043457031,48.828125000,40.435791016,46.539306641,80.108642578,84.686279297,94.604492188,106.811523438,106.811523438,80.871582031
,30.517578125,21.362304688,28.991699219,44.250488281,32.043457031,50.354003906,39.672851563,46.539306641,79.345703125,82.397460938,95.367431641,107.574462891,103.759765625,78.582763672
,30.517578125,21.362304688,29.754638672,45.013427734,32.806396484,51.116943359,39.672851563,47.302246094,77.819824219,80.871582031,96.893310547,106.811523438,99.182128906,75.531005859
,30.517578125,22.125244141,28.991699219,45.013427734,34.332275391,51.879882813,39.672851563,47.302246094,77.819824219,78.582763672,98.419189453,105.285644531,95.367431641,73.242187500
,28.991699219,22.125244141,27.465820313,43.487548828,33.569335938,51.879882813,39.672851563,47.302246094,77.056884766,77.819824219,99.945068359,104.522705078,91.552734375,70.190429688
,28.991699219,22.125244141,26.702880859,41.961669922,33.569335938,51.116943359,38.146972656,46.539306641,76.293945313,77.056884766,99.945068359,102.996826172,88.500976563,69.427490234
,28.991699219,22.125244141,27.465820313,39.672851563,32.806396484,49.591064453,36.621093750,45.776367188,77.056884766,76.293945313,99.182128906,102.233886719,87.738037109,67.138671875
,28.228759766,22.888183594,28.228759766,38.146972656,31.280517578,48.828125000,35.858154297,45.776367188,77.056884766,76.293945313,98.419189453,102.996826172,86.975097656,65.612792969
,28.991699219,23.651123047,28.991699219,37.384033203,32.043457031,47.302246094,34.332275391,45.013427734,77.056884766,74.005126953,95.367431641,102.233886719,86.975097656,64.086914063
,28.991699219,24.414062500,28.228759766,35.858154297,32.043457031,46.539306641,34.332275391,45.013427734,77.819824219,71.716308594,94.604492188,102.233886719,86.975097656,61.798095703
,27.465820313,25.177001953,27.465820313,35.095214844,33.569335938,48.065185547,35.095214844,45.013427734,78.582763672,70.190429688,94.604492188,102.233886719,85.449218750,60.272216797
,28.228759766,24.414062500,28.228759766,34.332275391,35.858154297,49.591064453,35.858154297,44.250488281,79.345703125,68.664550781,94.604492188,101.470947266,84.686279297,58.746337891
,27.465820313,24.414062500,28.228759766,32.806396484,36.621093750,51.116943359,37.384033203,45.013427734,78.582763672,69.427490234,96.130371094,100.708007813,83.160400391,57.220458984
,25.939941406,24.414062500,29.754638672,32.806396484,38.909912109,52.642822266,39.672851563,45.776367188,79.345703125,69.427490234,95.367431641,99.945068359,82.397460938,56.457519531
,25.177001953,24.414062500,30.517578125,32.043457031,40.435791016,52.642822266,40.435791016,46.539306641,78.582763672,70.190429688,94.604492188,98.419189453,82.397460938,54.931640625
,25.177001953,25.939941406,29.754638672,29.754638672,40.435791016,51.116943359,40.435791016,48.828125000,79.345703125,69.427490234,94.604492188,97.656250000,81.634521484,54.168701172
,25.177001953,26.702880859,28.228759766,28.991699219,41.961669922,48.828125000,41.198730469,49.591064453,80.871582031,67.901611328,94.604492188,95.367431641,81.634521484,54.168701172
,25.939941406,26.702880859,25.939941406,28.991699219,41.961669922,46.539306641,41.198730469,51.879882813,82.397460938,66.375732422,96.130371094,93.841552734,80.108642578,54.931640625
,26.702880859,27.465820313,23.651123047,28.991699219,41.961669922,45.013427734,40.435791016,53.405761719,83.160400391,64.086914063,97.656250000,91.552734375,78.582763672,54.931640625
,27.465820313,27.465820313,22.888183594,29.754638672,42.724609375,43.487548828,41.198730469,54.168701172,84.686279297,63.323974609,96.893310547,88.500976563,78.582763672,54.931640625
,25.177001953,28.228759766,21.362304688,30.517578125,42.724609375,41.961669922,41.198730469,54.168701172,84.686279297,64.086914063,95.367431641,86.212158203,78.582763672,54.931640625
,23.651123047,30.517578125,19.836425781,29.754638672,43.487548828,41.961669922,41.198730469,53.405761719,85.449218750,64.849853516,91.552734375,84.686279297,79.345703125,54.168701172
,23.651123047,32.806396484,18.310546875,28.991699219,43.487548828,40.435791016,41.198730469,52.642822266,85.449218750,65.612792969,87.738037109,84.686279297,80.108642578,53.405761719
,23.651123047,35.095214844,16.784667969,25.939941406,44.250488281,39.672851563,41.198730469,51.879882813,83.923339844,65.612792969,84.686279297,85.449218750,80.871582031,53.405761719
,25.177001953,35.858154297,16.784667969,23.651123047,44.250488281,39.672851563,41.198730469,51.879882813,80.871582031,64.849853516,83.160400391,86.975097656,80.871582031,53.405761719
,25.939941406,35.095214844,16.784667969,20.599365234,43.487548828,38.909912109,41.961669922,51.116943359,77.819824219,64.849853516,81.634521484,87.738037109,80.871582031,52.642822266
,25.939941406,35.095214844,18.310546875,18.310546875,43.487548828,41.198730469,41.961669922,51.116943359,74.768066406,63.323974609,80.871582031,87.738037109,79.345703125,53.405761719
,25.177001953,36.621093750,19.073486328,17.547607422,42.724609375,41.961669922,41.961669922,51.879882813,73.242187500,62.561035156,79.345703125,86.212158203,77.819824219,53.405761719
,24.414062500,38.909912109,19.836425781,16.021728516,41.198730469,42.724609375,40.435791016,54.168701172,73.242187500,61.798095703,77.819824219,83.923339844,76.293945313,52.642822266
,23.651123047,41.198730469,19.836425781,16.784667969,40.435791016,44.250488281,39.672851563,56.457519531,73.242187500,60.272216797,75.531005859,81.634521484,74.768066406,52.642822266
,23.651123047,41.961669922,18.310546875,17.547607422,39.672851563,44.250488281,38.909912109,58.746337891,73.242187500,59.509277344,74.005126953,78.582763672,74.768066406,51.116943359
,24.414062500,41.198730469,16.021728516,17.547607422,38.146972656,45.013427734,38.909912109,59.509277344,72.479248047,57.983398438,74.005126953,75.531005859,74.005126953,50.354003906
,25.177001953,38.909912109,14.495849609,19.073486328,38.146972656,45.776367188,38.909912109,58.746337891,71.716308594,57.983398438,73.242187500,72.479248047,74.005126953,49.591064453
,23.651123047,37.384033203,12.207031250,19.836425781,37.384033203,47.302246094,39.672851563,57.220458984,70.953369141,58.746337891,73.242187500,70.190429688,73.242187500,48.828125000
,22.888183594,37.384033203,11.444091797,20.599365234,35.858154297,48.065185547,40.435791016,55.694580078,70.190429688,58.746337891,70.953369141,67.901611328,72.479248047,48.065185547
,21.362304688,38.909912109,11.444091797,21.362304688,35.858154297,48.065185547,41.198730469,54.168701172,68.664550781,57.220458984,67.901611328,64.849853516,72.479248047,45.776367188
,19.836425781,39.672851563,10.681152344,21.362304688,35.095214844,48.065185547,42.724609375,53.405761719,67.138671875,54.931640625,65.612792969,64.086914063,70.953369141,44.250488281
,20.599365234,40.435791016,9.918212891,22.125244141,35.095214844,45.776367188,43.487548828,52.642822266,64.849853516,51.879882813,62.561035156,62.561035156,70.190429688,42.724609375
,20.599365234,39.672851563,7.629394531,22.888183594,34.332275391,45.776367188,44.250488281,51.879882813,63.323974609,51.116943359,61.035156250,62.561035156,71.716308594,42.724609375
,21.362304688,36.621093750,5.340576172,23.651123047,33.569335938,45.776367188,45.013427734,50.354003906,62.561035156,51.879882813,58.746337891,64.086914063,71.716308594,44.250488281
,23.651123047,35.095214844,5.340576172,24.414062500,32.043457031,46.539306641,45.013427734,48.065185547,60.272216797,53.405761719,55.694580078,64.849853516,72.479248047,45.776367188
,25.177001953,32.806396484,5.340576172,24.414062500,31.280517578,47.302246094,46.539306641,46.539306641,58.746337891,55.694580078,54.168701172,65.612792969,72.479248047,47.302246094
,27.465820313,32.043457031,6.866455078,24.414062500,29.754638672,47.302246094,48.065185547,46.539306641,57.220458984,55.694580078,51.879882813,64.849853516,70.190429688,48.065185547
,29.754638672,32.806396484,7.629394531,24.414062500,28.228759766,48.065185547,48.828125000,46.539306641,55.694580078,54.931640625,50.354003906,62.561035156,67.901611328,47.302246094
,31.280517578,33.569335938,7.629394531,23.651123047,26.702880859,47.302246094,49.591064453,47.302246094,54.931640625,54.168701172,50.354003906,59.509277344,64.849853516,45.013427734
,32.043457031,33.569335938,7.629394531,25.177001953,25.939941406,47.302246094,49.591064453,48.065185547,54.931640625,53.405761719,48.065185547,56.457519531,63.323974609,43.487548828
,34.332275391,34.332275391,6.866455078,25.939941406,25.177001953,47.302246094,48.065185547,49.591064453,53.405761719,53.405761719,45.776367188,54.168701172,63.323974609,41.961669922
,34.332275391,33.569335938,6.866455078,25.177001953,25.177001953,46.539306641,46.539306641,50.354003906,51.116943359,54.168701172,42.724609375,54.168701172,63.323974609,40.435791016
,34.332275391,33.569335938,6.866455078,25.177001953,25.939941406,45.013427734,46.539306641,51.879882813,49.591064453,53.405761719,40.435791016,53.405761719,64.849853516,39.672851563
,34.332275391,32.043457031,6.103515625,24.414062500,25.939941406,42.724609375,46.539306641,54.168701172,47.302246094,51.116943359,38.909912109,53.405761719,64.849853516,38.909912109
,34.332275391,31.280517578,6.866455078,24.414062500,26.702880859,39.672851563,48.065185547,54.931640625,45.013427734,49.591064453,38.146972656,52.642822266,64.086914063,39.672851563
,35.095214844,31.280517578,7.629394531,25.939941406,26.702880859,36.621093750,48.065185547,55.694580078,45.013427734,48.065185547,38.146972656,50.354003906,64.849853516,40.435791016
,35.095214844,28.991699219,9.155273438,26.702880859,26.702880859,34.332275391,47.302246094,55.694580078,45.013427734,47.302246094,38.909912109,48.828125000,65.612792969,40.435791016
,33.569335938,29.754638672,11.444091797,26.702880859,25.939941406,32.806396484,45.776367188,53.405761719,44.250488281,48.065185547,38.909912109,47.302246094,67.138671875,41.198730469
,32.043457031,29.754638672,12.969970703,26.702880859,23.651123047,31.280517578,42.724609375,51.879882813,44.250488281,49.591064453,38.909912109,46.539306641,69.427490234,41.198730469
,32.043457031,28.228759766,13.732910156,25.939941406,22.125244141,30.517578125,41.961669922,51.879882813,41.961669922,51.116943359,38.146972656,46.539306641,71.716308594,41.961669922
,32.806396484,28.228759766,15.258789063,26.702880859,20.599365234,29.754638672,40.435791016,50.354003906,41.198730469,51.879882813,37.384033203,45.776367188,72.479248047,42.724609375
,34.332275391,25.939941406,15.258789063,26.702880859,19.073486328,28.991699219,39.672851563,51.116943359,40.435791016,51.879882813,36.621093750,45.776367188,70.953369141,42.724609375
,36.621093750,23.651123047,14.495849609,27.465820313,17.547607422,28.991699219,40.435791016,51.116943359,39.672851563,51.116943359,35.858154297,45.013427734,69.427490234,42.724609375
,36.621093750,22.888183594,12.969970703,28.991699219,17.547607422,28.228759766,38.909912109,51.116943359,40.435791016,50.354003906,35.095214844,44.250488281,67.901611328,42.724609375
,35.095214844,22.125244141,10.681152344,28.228759766,19.073486328,28.991699219,38.909912109,51.879882813,38.909912109,49.591064453,33.569335938,43.487548828,66.375732422,41.961669922
,33.569335938,22.125244141,10.681152344,29.754638672,22.888183594,28.991699219,38.909912109,53.405761719,38.909912109,48.828125000,30.517578125,41.198730469,65.612792969,42.724609375
,32.043457031,23.651123047,10.681152344,30.517578125,26.702880859,28.228759766,37.384033203,55.694580078,38.146972656,47.302246094,27.465820313,38.146972656,64.086914063,41.961669922
,32.043457031,24.414062500,11.444091797,29.754638672,29.754638672,26.702880859,38.146972656,57.220458984,36.621093750,45.013427734,25.177001953,35.095214844,63.323974609,41.198730469
,32.806396484,24.414062500,12.969970703,30.517578125,31.280517578,25.177001953,38.146972656,58.746337891,36.621093750,41.961669922,22.888183594,31.280517578,62.561035156,39.672851563
,33.569335938,22.125244141,12.969970703,30.517578125,31.280517578,23.651123047,37.384033203,57.983398438,36.621093750,39.672851563,22.125244141,28.991699219,62.561035156,35.858154297
,34.332275391,19.836425781,14.495849609,29.754638672,30.517578125,22.888183594,37.384033203,54.931640625,35.095214844,36.621093750,20.599365234,28.991699219,61.798095703,32.806396484
,34.332275391,18.310546875,16.021728516,30.517578125,29.754638672,21.362304688,35.858154297,50.354003906,35.095214844,36.621093750,18.310546875,28.228759766,61.798095703,29.754638672
,32.806396484,16.784667969,17.547607422,29.754638672,28.991699219,19.836425781,35.095214844,46.539306641,35.095214844,37.384033203,16.784667969,28.991699219,61.035156250,29.754638672
,32.043457031,17.547607422,18.310546875,28.991699219,28.228759766,18.310546875,35.095214844,44.250488281,35.095214844,38.146972656,13.732910156,28.991699219,59.509277344,31.280517578
,30.517578125,18.310546875,18.310546875,28.991699219,26.702880859,16.784667969,34.332275391,42.724609375,35.858154297,41.198730469,11.444091797,28.228759766,57.983398438,32.806396484
,28.991699219,18.310546875,17.547607422,30.517578125,25.177001953,16.021728516,33.569335938,43.487548828,36.621093750,43.487548828,8.392333984,28.228759766,57.220458984,35.858154297
,29.754638672,20.599365234,16.784667969,32.806396484,25.939941406,15.258789063,32.043457031,41.961669922,36.621093750,45.013427734,6.103515625,27.465820313,56.457519531,38.146972656
,30.517578125,21.362304688,16.021728516,34.332275391,25.177001953,13.732910156,30.517578125,41.961669922,35.095214844,47.302246094,4.577636719,26.702880859,56.457519531,39.672851563
,30.517578125,22.888183594,16.021728516,35.858154297,24.414062500,12.969970703,29.754638672,40.435791016,31.280517578,48.065185547,3.814697266,25.939941406,55.694580078,44.250488281
,29.754638672,24.414062500,16.021728516,34.332275391,23.651123047,10.681152344,28.991699219,38.146972656,27.465820313,48.828125000,3.051757813,23.651123047,55.694580078,48.065185547
,29.754638672,25.177001953,16.784667969,32.806396484,21.362304688,8.392333984,28.991699219,38.146972656,22.888183594,48.065185547,1.525878906,21.362304688,54.168701172,51.879882813
,30.517578125,25.177001953,17.547607422,30.517578125,20.599365234,6.103515625,29.754638672,38.909912109,20.599365234,48.065185547,-0.762939453,18.310546875,52.642822266,56.457519531
,31.280517578,25.177001953,17.547607422,28.991699219,19.836425781,3.814697266,28.991699219,38.909912109,20.599365234,47.302246094,-3.051757813,15.258789063,51.116943359,58.746337891
,33.569335938,24.414062500,18.310546875,27.465820313,19.836425781,2.288818359,27.465820313,40.435791016,19.836425781,45.776367188,-4.577636719,12.969970703,48.065185547,61.035156250
,34.332275391,25.177001953,20.599365234,28.228759766,20.599365234,0.762939453,24.414062500,38.909912109,20.599365234,45.013427734,-7.629394531,9.918212891,46.539306641,63.323974609
,33.569335938,25.177001953,21.362304688,27.465820313,22.888183594,0.000000000,21.362304688,37.384033203,20.599365234,43.487548828,-8.392333984,9.918212891,45.013427734,64.849853516
,33.569335938,25.939941406,22.888183594,28.228759766,23.651123047,0.000000000,19.836425781,35.858154297,19.073486328,41.198730469,-9.918212891,8.392333984,41.198730469,66.375732422
,33.569335938,26.702880859,22.125244141,28.991699219,24.414062500,-1.525878906,19.073486328,34.332275391,19.073486328,39.672851563,-12.207031250,6.866455078,38.146972656,67.138671875
,34.332275391,25.177001953,20.599365234,28.228759766,25.177001953,-1.525878906,19.073486328,33.569335938,18.310546875,36.621093750,-12.207031250,5.340576172,34.332275391,66.375732422
,35.858154297,25.177001953,19.073486328,26.702880859,24.414062500,-2.288818359,21.362304688,32.806396484,17.547607422,34.332275391,-13.732910156,2.288818359,30.517578125,65.612792969
,35.095214844,24.414062500,17.547607422,25.939941406,23.651123047,-3.814697266,22.125244141,32.043457031,18.310546875,33.569335938,-14.495849609,0.000000000,28.991699219,64.086914063
,34.332275391,22.888183594,17.547607422,25.177001953,23.651123047,-4.577636719,22.125244141,32.043457031,18.310546875,30.517578125,-16.021728516,-0.762939453,26.702880859,65.612792969
,34.332275391,22.888183594,17.547607422,25.177001953,24.414062500,-6.103515625,22.125244141,30.517578125,18.310546875,28.228759766,-18.310546875,-1.525878906,23.651123047,67.901611328
,35.095214844,22.125244141,16.784667969,25.939941406,23.651123047,-8.392333984,21.362304688,28.228759766,18.310546875,26.702880859,-20.599365234,-3.814697266,20.599365234,68.664550781
,35.858154297,21.362304688,17.547607422,26.702880859,24.414062500,-8.392333984,22.125244141,25.177001953,16.784667969,25.177001953,-24.414062500,-6.866455078,18.310546875,70.953369141
,38.146972656,23.651123047,16.784667969,26.702880859,24.414062500,-9.155273438,23.651123047,22.125244141,15.258789063,24.414062500,-28.228759766,-10.681152344,15.258789063,70.953369141
,38.909912109,24.414062500,15.258789063,26.702880859,24.414062500,-10.681152344,25.177001953,19.836425781,12.207031250,21.362304688,-31.280517578,-13.732910156,13.732910156,69.427490234
,38.146972656,25.177001953,14.495849609,27.465820313,25.939941406,-11.444091797,26.702880859,19.073486328,9.918212891,16.784667969,-35.858154297,-17.547607422,12.207031250,69.427490234
,37.384033203,25.939941406,14.495849609,28.228759766,27.465820313,-13.732910156,26.702880859,19.073486328,6.866455078,11.444091797,-38.909912109,-20.599365234,9.918212891,67.901611328
,35.095214844,25.939941406,15.258789063,28.991699219,28.991699219,-16.784667969,26.702880859,19.836425781,4.577636719,3.814697266,-42.724609375,-23.651123047,7.629394531,67.901611328
,33.569335938,25.939941406,17.547607422,30.517578125,31.280517578,-20.599365234,25.939941406,20.599365234,4.577636719,-1.525878906,-47.302246094,-28.228759766,5.340576172,67.901611328
,33.569335938,26.702880859,18.310546875,31.280517578,32.043457031,-23.651123047,25.939941406,21.362304688,3.814697266,-6.866455078,-50.354003906,-30.517578125,3.051757813,67.138671875
,35.095214844,26.702880859,19.073486328,31.280517578,30.517578125,-27.465820313,25.177001953,20.599365234,3.051757813,-10.681152344,-54.168701172,-31.280517578,1.525878906,66.375732422
,37.384033203,27.465820313,18.310546875,32.043457031,28.991699219,-31.280517578,22.125244141,18.310546875,3.051757813,-12.969970703,-57.220458984,-28.991699219,1.525878906,64.086914063
,38.909912109,26.702880859,18.310546875,32.806396484,27.465820313,-35.095214844,19.836425781,16.784667969,0.762939453,-15.258789063,-57.220458984,-22.888183594,0.762939453,62.561035156
,41.198730469,26.702880859,19.073486328,32.806396484,25.939941406,-39.672851563,16.784667969,15.258789063,-0.762939453,-18.310546875,-56.457519531,-16.021728516,0.762939453,61.798095703
,41.961669922,26.702880859,19.073486328,34.332275391,25.177001953,-43.487548828,12.969970703,14.495849609,-1.525878906,-22.125244141,-51.879882813,-7.629394531,1.525878906,59.509277344
,43.487548828,26.702880859,20.599365234,34.332275391,25.177001953,-45.776367188,11.444091797,15.258789063,-3.051757813,-27.465820313,-44.250488281,0.000000000,0.762939453,59.509277344
,46.539306641,28.228759766,21.362304688,34.332275391,25.939941406,-48.065185547,9.918212891,15.258789063,-4.577636719,-32.043457031,-36.621093750,5.340576172,0.762939453,58.746337891
,47.302246094,28.991699219,20.599365234,33.569335938,23.651123047,-49.591064453,9.918212891,16.021728516,-6.103515625,-35.858154297,-28.991699219,10.681152344,3.051757813,57.220458984
,48.065185547,28.228759766,22.125244141,32.806396484,23.651123047,-49.591064453,11.444091797,16.784667969,-8.392333984,-39.672851563,-22.125244141,15.258789063,6.103515625,57.983398438
,48.065185547,28.991699219,23.651123047,31.280517578,22.125244141,-48.828125000,12.969970703,15.258789063,-10.681152344,-41.961669922,-16.784667969,20.599365234,9.918212891,57.220458984
,47.302246094,28.991699219,24.414062500,29.754638672,20.599365234,-45.776367188,13.732910156,16.021728516,-13.732910156,-45.013427734,-10.681152344,25.177001953,12.969970703,55.694580078
,47.302246094,28.991699219,28.991699219,28.228759766,20.599365234,-40.435791016,13.732910156,15.258789063,-15.258789063,-48.828125000,-4.577636719,29.754638672,15.258789063,56.457519531
,48.065185547,30.517578125,31.280517578,25.939941406,20.599365234,-35.858154297,12.969970703,14.495849609,-16.021728516,-53.405761719,1.525878906,33.569335938,14.495849609,54.931640625
,48.065185547,30.517578125,32.043457031,24.414062500,20.599365234,-29.754638672,12.207031250,14.495849609,-16.784667969,-57.983398438,7.629394531,36.621093750,13.732910156,54.168701172
,48.828125000,30.517578125,34.332275391,23.651123047,21.362304688,-24.414062500,11.444091797,12.969970703,-16.021728516,-61.798095703,12.207031250,39.672851563,12.969970703,54.931640625
,47.302246094,30.517578125,34.332275391,24.414062500,21.362304688,-19.836425781,10.681152344,12.207031250,-16.784667969,-63.323974609,17.547607422,42.724609375,11.444091797,54.168701172
,46.539306641,29.754638672,34.332275391,25.939941406,22.125244141,-15.258789063,9.155273438,12.207031250,-18.310546875,-62.561035156,21.362304688,45.776367188,12.207031250,54.168701172
,46.539306641,30.517578125,35.095214844,25.939941406,21.362304688,-12.207031250,7.629394531,10.681152344,-19.836425781,-57.220458984,24.414062500,47.302246094,12.969970703,54.168701172
,44.250488281,29.754638672,35.095214844,25.939941406,22.125244141,-9.155273438,6.866455078,9.155273438,-21.362304688,-51.879882813,27.465820313,50.354003906,12.207031250,53.405761719
,43.487548828,28.991699219,35.858154297,25.177001953,22.125244141,-6.103515625,6.103515625,6.866455078,-22.888183594,-45.776367188,30.517578125,52.642822266,11.444091797,51.116943359
,41.198730469,28.228759766,35.858154297,23.651123047,21.362304688,-3.814697266,5.340576172,6.103515625,-24.414062500,-38.909912109,32.806396484,54.168701172,9.155273438,48.828125000
,38.909912109,27.465820313,34.332275391,23.651123047,22.888183594,0.762939453,6.103515625,5.340576172,-25.939941406,-33.569335938,35.858154297,57.220458984,8.392333984,47.302246094
,38.146972656,25.939941406,32.043457031,23.651123047,24.414062500,5.340576172,6.103515625,4.577636719,-27.465820313,-28.228759766,38.909912109,57.983398438,10.681152344,45.776367188
,37.384033203,25.177001953,28.991699219,23.651123047,25.177001953,8.392333984,6.866455078,6.103515625,-30.517578125,-23.651123047,41.961669922,58.746337891,12.969970703,45.013427734
,37.384033203,24.414062500,28.228759766,24.414062500,27.465820313,11.444091797,7.629394531,6.866455078,-32.043457031,-19.836425781,45.013427734,59.509277344,16.021728516,45.013427734
,38.909912109,24.414062500,28.991699219,24.414062500,28.228759766,12.969970703,8.392333984,7.629394531,-33.569335938,-16.021728516,48.828125000,58.746337891,18.310546875,45.013427734
,39.672851563,25.939941406,28.228759766,23.651123047,27.465820313,14.495849609,9.155273438,9.155273438,-35.858154297,-12.207031250,51.116943359,57.220458984,19.073486328,45.013427734
,39.672851563,26.702880859,28.991699219,23.651123047,26.702880859,17.547607422,9.155273438,10.681152344,-37.384033203,-7.629394531,51.879882813,57.220458984,19.073486328,46.539306641
,39.672851563,28.991699219,28.228759766,24.414062500,25.177001953,19.836425781,7.629394531,12.207031250,-40.435791016,-3.051757813,52.642822266,56.457519531,19.836425781,48.065185547
,38.909912109,29.754638672,26.702880859,25.939941406,25.177001953,22.888183594,6.103515625,12.969970703,-43.487548828,0.762939453,51.879882813,57.220458984,19.836425781,49.591064453
,38.909912109,30.517578125,26.702880859,27.465820313,25.939941406,25.177001953,4.577636719,13.732910156,-45.013427734,4.577636719,51.116943359,57.983398438,19.836425781,51.879882813
,38.909912109,30.517578125,27.465820313,28.991699219,27.465820313,26.702880859,3.814697266,13.732910156,-45.013427734,7.629394531,52.642822266,57.983398438,18.310546875,52.642822266
,38.146972656,31.280517578,28.228759766,28.991699219,28.228759766,28.228759766,3.051757813,13.732910156,-43.487548828,9.918212891,53.405761719,56.457519531,17.547607422,53.405761719
,37.384033203,32.043457031,28.991699219,28.228759766,28.228759766,28.991699219,1.525878906,13.732910156,-39.672851563,11.444091797,54.931640625,54.931640625,17.547607422,53.405761719
,35.095214844,32.043457031,28.228759766,26.702880859,26.702880859,30.517578125,0.762939453,12.969970703,-35.095214844,12.969970703,57.220458984,54.931640625,17.547607422,53.405761719
,33.569335938,32.043457031,28.228759766,25.177001953,24.414062500,32.043457031,0.000000000,10.681152344,-32.043457031,14.495849609,57.983398438,55.694580078,19.073486328,52.642822266
,32.043457031,31.280517578,26.702880859,23.651123047,21.362304688,33.569335938,-3.051757813,9.918212891,-28.228759766,16.021728516,57.983398438,57.983398438,19.836425781,51.879882813
,30.517578125,31.280517578,25.939941406,24.414062500,19.073486328,35.858154297,-3.814697266,9.155273438,-25.177001953,16.784667969,57.983398438,58.746337891,19.836425781,52.642822266
,31.280517578,33.569335938,25.939941406,24.414062500,16.784667969,36.621093750,-4.577636719,9.155273438,-22.125244141,18.310546875,57.983398438,59.509277344,19.836425781,53.405761719
,30.517578125,35.858154297,24.414062500,23.651123047,14.495849609,37.384033203,-5.340576172,11.444091797,-18.310546875,20.599365234,58.746337891,57.983398438,19.836425781,52.642822266
,28.991699219,37.384033203,23.651123047,22.888183594,14.495849609,39.672851563,-4.577636719,12.969970703,-12.969970703,22.888183594,59.509277344,56.457519531,21.362304688,52.642822266
,28.991699219,38.909912109,22.125244141,21.362304688,13.732910156,41.961669922,-6.103515625,12.969970703,-8.392333984,26.702880859,58.746337891,55.694580078,22.888183594,51.879882813
,28.228759766,38.909912109,19.836425781,20.599365234,12.969970703,43.487548828,-6.866455078,11.444091797,-4.577636719,29.754638672,57.983398438,54.168701172,24.414062500,50.354003906
,27.465820313,38.909912109,19.836425781,21.362304688,12.969970703,47.302246094,-6.103515625,9.918212891,-1.525878906,29.754638672,56.457519531,52.642822266,25.939941406,48.828125000
,26.702880859,38.146972656,19.073486328,22.125244141,12.969970703,49.591064453,-5.340576172,9.918212891,0.000000000,28.991699219,54.931640625,52.642822266,26.702880859,47.302246094
,25.939941406,38.146972656,19.073486328,24.414062500,13.732910156,51.116943359,-3.051757813,9.918212891,1.525878906,26.702880859,54.168701172,50.354003906,25.939941406,45.776367188
,25.177001953,36.621093750,19.836425781,28.228759766,15.258789063,53.405761719,-0.762939453,9.918212891,3.051757813,25.177001953,54.168701172,48.065185547,25.939941406,46.539306641
,23.651123047,34.332275391,19.073486328,31.280517578,14.495849609,53.405761719,0.000000000,9.918212891,5.340576172,27.465820313,55.694580078,46.539306641,26.702880859,48.065185547
,23.651123047,32.043457031,18.310546875,34.332275391,13.732910156,53.405761719,0.000000000,9.155273438,7.629394531,30.517578125,57.220458984,45.013427734,28.228759766,49.591064453
,22.125244141,28.991699219,16.784667969,36.621093750,13.732910156,53.405761719,-1.525878906,8.392333984,9.918212891,34.332275391,57.220458984,45.013427734,31.280517578,51.879882813
,21.362304688,26.702880859,16.784667969,38.909912109,12.207031250,53.405761719,-2.288818359,9.155273438,11.444091797,37.384033203,56.457519531,46.539306641,34.332275391,51.879882813
,22.125244141,25.939941406,16.021728516,40.435791016,11.444091797,54.931640625,-2.288818359,9.155273438,11.444091797,38.146972656,54.931640625,48.065185547,36.621093750,50.354003906
,22.888183594,25.939941406,16.021728516,41.198730469,10.681152344,54.931640625,-2.288818359,9.155273438,12.207031250,38.146972656,54.931640625,48.828125000,38.146972656,49.591064453
,24.414062500,26.702880859,16.784667969,41.198730469,8.392333984,55.694580078,0.000000000,9.155273438,12.207031250,38.909912109,55.694580078,49.591064453,37.384033203,48.065185547
,26.702880859,28.991699219,16.784667969,41.198730469,5.340576172,56.457519531,0.000000000,9.155273438,12.207031250,39.672851563,55.694580078,50.354003906,36.621093750,48.065185547
,27.465820313,29.754638672,16.021728516,40.435791016,2.288818359,56.457519531,0.000000000,9.918212891,13.732910156,41.198730469,56.457519531,51.879882813,35.858154297,48.065185547
,28.991699219,30.517578125,16.021728516,40.435791016,0.762939453,57.220458984,0.000000000,11.444091797,15.258789063,41.961669922,55.694580078,52.642822266,35.858154297,48.065185547
