Trace Data (킮),-4332.733154297,-8715.820312500,-2402.496337891,-2574.157714844,-1434.326171875,-2883.911132813,-1673.126220703,-1111.602783203,-2790.069580078,-1602.935791016,-3790.283203125,-1930.236816406,-1872.253417969,-1145.172119141,-1654.815673828,-3756.713867188,-1448.059082031,-1394.653320313
,-7772.827148438,-10045.623779297,-4329.681396484,-4130.554199219,-2613.067626953,-3613.281250000,-2391.052246094,-2020.263671875,-3368.377685547,-2708.435058594,-4273.223876953,-3015.136718750,-2999.114990234,-2114.868164063,-2742.004394531,-4354.858398438,-2617.645263672,-2521.514892578
,-11302.947998047,-10997.772216797,-6290.435791016,-5372.619628906,-3798.675537109,-4109.191894531,-2914.428710938,-2935.791015625,-3755.187988281,-3617.858886719,-4589.843750000,-3844.451904297,-3882.598876953,-3217.315673828,-3612.518310547,-4739.379882813,-3832.244873047,-3701.019287109
,-13781.738281250,-11167.144775391,-7646.942138672,-6179.809570313,-4608.154296875,-4279.327392578,-3228.759765625,-3553.771972656,-3791.809082031,-4207.611083984,-4451.751708984,-4355.621337891,-4434.204101563,-3971.099853516,-4157.257080078,-4685.974121094,-4650.115966797,-4479.980468750
,-15118.408203125,-9946.441650391,-8180.999755859,-6089.782714844,-4993.438720703,-3615.570068359,-2893.829345703,-3810.882568359,-3121.185302734,-4072.570800781,-3673.553466797,-4057.312011719,-4218.292236328,-4342.651367188,-3973.388671875,-3882.598876953,-5039.215087891,-4753.112792969
,-14218.902587891,-7559.204101563,-7273.864746094,-5001.831054688,-4460.144042969,-2420.806884766,-2115.631103516,-3292.083740234,-1995.086669922,-3261.566162109,-2416.229248047,-3041.839599609,-3241.729736328,-3717.803955078,-3135.681152344,-2556.610107422,-4478.454589844,-3997.039794922
,-2563.476562500,-2479.553222656,-2756.500244141,-2588.653564453,-1360.321044922,-221.252441406,178.527832031,21.362304688,-5.340576172,-391.387939453,-733.184814453,-101.470947266,-1338.958740234,-771.331787109,45.776367188,99.945068359,-331.115722656,-347.900390625
,-2388.763427734,-2317.810058594,-2613.067626953,-2445.220947266,-1225.280761719,-99.182128906,234.222412109,98.419189453,92.315673828,-303.649902344,-630.950927734,-33.569335938,-1226.043701172,-683.593750000,130.462646484,230.407714844,-233.459472656,-258.636474609
,-2213.287353516,-2156.066894531,-2468.109130859,-2298.736572266,-1076.507568359,41.198730469,306.701660156,193.023681641,212.097167969,-197.601318359,-514.221191406,55.694580078,-1100.921630859,-579.833984375,235.748291016,379.943847656,-117.492675781,-153.350830078
,-2037.811279297,-1991.271972656,-2321.624755859,-2150.726318359,-919.342041016,197.601318359,396.728515625,306.701660156,351.715087891,-74.005126953,-387.573242188,167.083740234,-963.592529297,-461.578369141,362.396240234,547.790527344,14.495849609,-32.043457031
,-1860.809326172,-1824.951171875,-2172.851562500,-2001.190185547,-754.547119141,370.788574219,509.643554688,436.401367188,508.880615234,62.561035156,-251.770019531,301.361083984,-817.871093750,-334.167480469,504.302978516,735.473632813,159.454345703,103.759765625
,-1682.281494141,-1658.630371094,-2023.315429688,-1850.128173828,-583.648681641,559.997558594,639.343261719,580.596923828,680.541992188,209.808349609,-110.626220703,453.186035156,-666.046142578,-200.653076172,659.942626953,942.230224609,315.093994141,254.821777344
,-1507.568359375,-1496.124267578,-1871.490478516,-1699.066162109,-404.357910156,765.228271484,782.775878906,739.288330078,866.699218750,365.447998047,34.332275391,618.743896484,-511.932373047,-64.086914063,829.315185547,1168.823242188,482.177734375,421.905517578
,-1337.432861328,-1338.195800781,-1720.428466797,-1546.478271484,-214.385986328,987.243652344,936.126708984,911.712646484,1068.115234375,531.768798828,187.683105469,795.745849609,-354.003906250,78.582763672,1013.183593750,1414.489746094,663.757324219,605.010986328
,-1172.637939453,-1186.370849609,-1570.892333984,-1392.364501953,-16.021728516,1222.991943359,1091.766357422,1103.210449219,1282.501220703,711.059570313,347.900390625,984.191894531,-192.260742188,231.170654297,1217.651367188,1671.600341797,862.884521484,805.664062500
,-1014.709472656,-1040.649414063,-1424.407958984,-1237.487792969,189.208984375,1468.658447266,1249.694824219,1311.492919922,1508.331298828,904.846191406,516.510009766,1185.607910156,-26.702880859,395.965576172,1441.192626953,1934.814453125,1080.322265625,1021.575927734
,-861.358642578,-901.031494141,-1281.738281250,-1081.848144531,401.306152344,1721.191406250,1409.912109375,1536.560058594,1739.501953125,1111.602783203,695.037841797,1396.179199219,143.432617188,572.967529297,1681.518554688,2201.843261719,1311.492919922,1249.694824219
,-711.822509766,-767.517089844,-1144.409179688,-923.156738281,619.506835938,1977.539062500,1570.892333984,1771.545410156,1972.198486328,1326.751708984,883.483886719,1612.854003906,318.145751953,762.176513672,1930.999755859,2469.635009766,1553.344726563,1486.968994141
,-566.101074219,-638.580322266,-1010.131835938,-766.754150391,845.336914063,2233.886718750,1731.109619141,2010.345458984,2206.420898438,1547.241210938,1078.796386719,1828.002929688,495.147705078,959.777832031,2180.480957031,2738.189697266,1802.062988281,1728.057861328
,-425.720214844,-514.221191406,-878.906250000,-611.877441406,1078.796386719,2489.471435547,1885.223388672,2250.671386719,2442.169189453,1770.782470703,1280.975341797,2034.759521484,672.912597656,1165.008544922,2428.436279297,3005.981445313,2053.833007813,1972.961425781
,-293.731689453,-395.965576172,-749.969482422,-460.052490234,1317.596435547,2741.241455078,2029.418945313,2490.234375000,2680.969238281,1995.086669922,1488.494873047,2236.175537109,852.966308594,1377.868652344,2674.865722656,3273.773193359,2306.365966797,2221.679687500
,-168.609619141,-281.524658203,-624.084472656,-312.805175781,1557.159423828,2987.670898438,2162.933349609,2732.086181641,2922.058105469,2218.627929688,1699.066162109,2433.013916016,1036.834716797,1595.306396484,2918.243408203,3537.750244141,2559.661865234,2472.686767578
,-50.354003906,-174.713134766,-504.302978516,-166.320800781,1793.670654297,3223.419189453,2285.003662109,2974.700927734,3160.095214844,2440.643310547,1910.400390625,2630.615234375,1226.043701172,1817.321777344,3160.095214844,3791.809082031,2809.906005859,2724.456787109
,61.798095703,-74.768066406,-389.862060547,-21.362304688,2019.500732422,3444.671630859,2397.918701172,3213.500976563,3392.028808594,2659.606933594,2119.445800781,2829.742431641,1421.356201172,2039.337158203,3395.080566406,4029.846191406,3056.335449219,2967.834472656
,170.135498047,18.310546875,-280.761718750,118.255615234,2233.123779297,3649.902343750,2502.441406250,3446.197509766,3610.229492188,2873.992919922,2318.572998047,3025.054931641,1617.431640625,2255.249023438,3619.384765625,4246.520996094,3292.846679688,3197.479248047
,273.132324219,105.285644531,-176.239013672,253.295898438,2433.013916016,3836.822509766,2597.808837891,3662.872314453,3812.408447266,3079.223632813,2506.256103516,3210.449218750,1808.929443359,2459.716796875,3828.430175781,4438.781738281,3511.810302734,3408.050537109
,371.551513672,188.446044922,-74.768066406,380.706787109,2616.119384766,4006.195068359,2684.020996094,3861.999511719,3997.039794922,3272.247314453,2677.917480469,3379.821777344,1988.983154297,2648.925781250,4022.216796875,4608.917236328,3710.174560547,3601.074218750
,466.918945313,266.265869141,22.888183594,499.725341797,2782.440185547,4160.308837891,2759.552001953,4043.579101563,4163.360595703,3447.723388672,2832.794189453,3535.461425781,2152.252197266,2820.587158203,4198.455810547,4759.216308594,3886.413574219,3776.550292969
,559.234619141,337.982177734,117.492675781,611.877441406,2931.976318359,4296.875000000,2823.638916016,4204.559326172,4312.896728516,3604.125976563,2972.412109375,3675.842285156,2297.973632813,2972.412109375,4358.673095703,4890.441894531,4039.001464844,3936.767578125
,650.024414063,405.883789063,207.519531250,717.926025391,3066.253662109,4416.656494141,2878.570556641,4346.466064453,4445.648193359,3741.455078125,3097.534179688,3804.016113281,2428.436279297,3108.215332031,4502.868652344,5007.934570313,4173.278808594,4081.726074219
,739.288330078,469.970703125,291.442871094,817.108154297,3189.086914063,4521.179199219,2927.398681641,4470.062255859,4560.852050781,3860.473632813,3208.923339844,3920.745849609,2546.691894531,3228.759765625,4629.516601563,5112.457275391,4290.771484375,4210.662841797
,825.500488281,531.005859375,371.551513672,910.186767578,3303.527832031,4614.257812500,2969.360351563,4576.110839844,4658.508300781,3961.944580078,3308.868408203,4025.268554688,2656.555175781,3337.860107422,4740.905761719,5203.247070313,4393.005371094,4326.629638672
,910.186767578,591.278076172,447.082519531,997.924804688,3409.576416016,4695.892333984,3008.270263672,4667.663574219,4741.668701172,4051.208496094,3398.132324219,4116.821289063,2757.263183594,3437.805175781,4836.273193359,5286.407470703,4483.032226563,4429.626464844
,991.821289063,649.261474609,520.324707031,1080.322265625,3510.284423828,4771.423339844,3044.128417969,4747.772216797,4811.859130859,4129.028320313,3479.003906250,4196.929931641,2849.578857422,3529.357910156,4918.670654297,5358.123779297,4562.377929688,4521.179199219
,1069.641113281,705.718994141,591.278076172,1158.142089844,3602.600097656,4841.613769531,3076.934814453,4817.199707031,4873.657226563,4199.218750000,3553.771972656,4265.594482422,2932.739257813,3612.518310547,4991.149902344,5423.736572266,4632.568359375,4602.050781250
,1145.935058594,760.650634766,660.705566406,1231.384277344,3688.812255859,4906.463623047,3108.978271484,4875.946044922,4928.588867188,4263.305664063,3623.962402344,4324.340820313,3007.507324219,3686.523437500,5055.236816406,5485.534667969,4697.418212891,4673.004150391
,1218.414306641,812.530517578,729.370117188,1301.574707031,3771.209716797,4969.787597656,3138.732910156,4925.537109375,4975.891113281,4319.763183594,3689.575195313,4373.931884766,3076.934814453,3755.187988281,5110.168457031,5545.043945313,4759.979248047,4735.565185547
,1289.367675781,862.884521484,795.745849609,1368.713378906,3848.266601563,5028.533935547,3165.435791016,4967.498779297,5018.615722656,4370.880126953,3748.321533203,4418.182373047,3140.258789063,3817.749023438,5156.707763672,5604.553222656,4817.962646484,4791.259765625
,1360.321044922,912.475585938,861.358642578,1432.037353516,3918.457031250,5084.228515625,3187.561035156,5004.119873047,5055.236816406,4416.656494141,3802.490234375,4457.855224609,3199.005126953,3876.495361328,5197.143554688,5661.773681641,4872.894287109,4840.850830078
,1428.985595703,959.777832031,926.971435547,1491.546630859,3986.358642578,5135.345458984,3206.634521484,5033.874511719,5087.280273438,4456.329345703,3849.792480469,4496.765136719,3251.647949219,3930.664062500,5233.001708984,5715.942382813,4924.011230469,4886.627197266
,1496.124267578,1005.554199219,988.769531250,1548.004150391,4048.919677734,5181.884765625,3222.656250000,5059.814453125,5116.271972656,4490.661621094,3891.754150391,4534.149169922,3298.950195313,3978.729248047,5267.333984375,5766.296386719,4970.550537109,4927.062988281
,1561.737060547,1050.567626953,1049.804687500,1602.935791016,4106.140136719,5225.372314453,3239.440917969,5079.650878906,5142.974853516,4521.179199219,3930.664062500,4568.481445313,3343.963623047,4020.690917969,5301.666259766,5815.124511719,5014.801025391,4965.209960938
,1625.061035156,1093.292236328,1107.788085938,1657.104492188,4162.597656250,5266.571044922,3259.277343750,5094.146728516,5169.677734375,4547.119140625,3968.048095703,4599.761962891,3387.451171875,4056.549072266,5335.998535156,5861.663818359,5058.288574219,5002.593994141
,1687.622070313,1135.253906250,1162.719726563,1711.273193359,4216.766357422,5308.532714844,3280.639648438,5105.590820313,5193.328857422,4571.533203125,4003.906250000,4626.464843750,3430.938720703,4088.592529297,5368.804931641,5907.440185547,5099.487304688,5038.452148438
,1750.946044922,1174.926757813,1214.599609375,1763.153076172,4269.409179688,5349.731445313,3303.527832031,5114.746093750,5213.928222656,4593.658447266,4042.053222656,4648.590087891,3472.900390625,4119.110107422,5397.796630859,5953.216552734,5141.448974609,5073.547363281
,1813.507080078,1214.599609375,1264.190673828,1808.929443359,4323.577880859,5391.693115234,3324.890136719,5123.901367188,5229.949951172,4616.546630859,4081.726074219,4664.611816406,3514.862060547,4150.390625000,5422.210693359,5995.941162109,5181.121826172,5109.405517578
,1876.831054688,1252.746582031,1312.255859375,1851.654052734,4378.509521484,5432.128906250,3343.963623047,5134.582519531,5242.919921875,4640.197753906,4123.687744141,4676.818847656,3556.823730469,4183.959960938,5441.284179688,6039.428710938,5221.557617188,5146.789550781
,1940.917968750,1290.893554688,1360.321044922,1891.326904297,4434.204101563,5470.275878906,3359.985351563,5146.789550781,5255.126953125,4666.900634766,4167.938232422,4689.025878906,3600.311279297,4219.818115234,5461.120605469,6081.390380859,5262.756347656,5184.936523438
,2005.004882813,1330.566406250,1408.386230469,1930.999755859,4492.950439453,5507.659912109,3373.718261719,5162.048339844,5268.096923828,4696.655273438,4212.188720703,4699.707031250,3645.324707031,4257.202148438,5480.194091797,6123.352050781,5304.718017578,5224.609375000
,2070.617675781,1371.002197266,1456.451416016,1972.961425781,4554.748535156,5546.569824219,3386.688232422,5178.070068359,5282.592773438,4724.884033203,4257.965087891,4712.677001953,3692.626953125,4295.349121094,5500.793457031,6165.313720703,5348.205566406,5265.045166016
,2136.993408203,1411.437988281,1502.990722656,2014.923095703,4621.124267578,5588.531494141,3397.369384766,5194.091796875,5297.851562500,4753.112792969,4305.267333984,4724.884033203,3741.455078125,4333.496093750,5522.155761719,6206.512451172,5395.507812500,5305.480957031
,2203.369140625,1453.399658203,1550.292968750,2056.884765625,4691.314697266,5632.019042969,3408.050537109,5207.824707031,5312.347412109,4781.341552734,4354.095458984,4735.565185547,3791.046142578,4372.406005859,5541.229248047,6247.711181641,5446.624755859,5346.679687500
,2267.456054688,1493.072509766,1599.884033203,2099.609375000,4760.742187500,5675.506591797,3416.442871094,5220.031738281,5328.369140625,4810.333251953,4404.449462891,4745.483398438,3842.163085938,4414.367675781,5560.302734375,6288.146972656,5500.030517578,5388.641357422
,2330.780029297,1531.219482422,1649.475097656,2140.808105469,4827.117919922,5718.231201172,3422.546386719,5230.712890625,5343.627929688,4843.902587891,4457.092285156,4753.875732422,3892.517089844,4460.906982422,5577.850341797,6327.819824219,5555.725097656,5430.603027344
,2394.104003906,1569.366455078,1698.303222656,2182.769775391,4885.864257813,5757.904052734,3425.598144531,5242.919921875,5359.649658203,4879.760742188,4510.498046875,4763.031005859,3942.871093750,4508.972167969,5596.923828125,6364.440917969,5609.893798828,5471.038818359
,2455.139160156,1606.750488281,1744.842529297,2225.494384766,4938.507080078,5793.762207031,3426.361083984,5256.652832031,5376.434326172,4917.907714844,4562.377929688,4770.660400391,3993.225097656,4557.037353516,5615.234375000,6398.773193359,5659.484863281,5511.474609375
,2516.174316406,1645.660400391,1789.855957031,2268.218994141,4986.572265625,5828.094482422,3423.309326172,5270.385742188,5388.641357422,4953.765869141,4611.206054688,4777.526855469,4042.816162109,4603.576660156,5631.256103516,6429.290771484,5706.787109375,5547.332763672
,2574.920654297,1684.570312500,1834.106445313,2309.417724609,5032.348632813,5857.849121094,3415.679931641,5281.066894531,5397.796630859,4984.283447266,4655.456542969,4781.341552734,4088.592529297,4647.827148438,5643.463134766,6454.467773438,5748.748779297,5579.376220703
,2628.326416016,1723.480224609,1879.119873047,2348.327636719,5077.362060547,5882.263183594,3403.472900391,5287.170410156,5400.848388672,5007.934570313,4693.603515625,4782.104492188,4129.791259766,4689.025878906,5649.566650391,6476.593017578,5786.895751953,5606.842041016
,2677.154541016,1761.627197266,1925.659179688,2384.948730469,5122.375488281,5903.625488281,3385.925292969,5288.696289063,5398.559570313,5023.956298828,4727.172851563,4777.526855469,4165.649414063,4727.172851563,5650.329589844,6496.429443359,5821.228027344,5628.967285156
,2720.642089844,1796.722412109,1971.435546875,2418.518066406,5163.574218750,5919.647216797,3364.562988281,5285.644531250,5390.167236328,5034.637451172,4755.401611328,4769.134521484,4195.404052734,4762.268066406,5645.751953125,6513.214111328,5849.456787109,5648.803710938
,2756.500244141,1829.528808594,2015.686035156,2451.324462891,5198.669433594,5931.091308594,3340.911865234,5280.303955078,5378.723144531,5040.740966797,4779.052734375,4756.164550781,4220.581054688,4792.785644531,5638.122558594,6524.658203125,5870.819091797,5667.114257813
,2786.254882813,1856.994628906,2056.121826172,2484.893798828,5226.135253906,5938.720703125,3314.971923828,5273.437500000,5363.464355469,5043.792724609,4797.363281250,4740.142822266,4242.706298828,4820.251464844,5627.441406250,6527.709960938,5885.314941406,5682.373046875
,2809.143066406,1877.593994141,2092.742919922,2516.937255859,5246.734619141,5938.720703125,3288.269042969,5263.519287109,5344.390869141,5043.792724609,4810.333251953,4721.832275391,4259.490966797,4844.665527344,5613.708496094,6518.554687500,5890.655517578,5693.054199219
,2825.164794922,1892.089843750,2124.786376953,2546.691894531,5261.993408203,5929.565429688,3260.803222656,5252.075195313,5321.502685547,5038.452148438,4817.199707031,4702.758789063,4270.935058594,4864.501953125,5596.923828125,6497.955322266,5888.366699219,5694.580078125
,2835.845947266,1898.193359375,2151.489257813,2571.105957031,5272.674560547,5912.780761719,3231.811523438,5236.053466797,5294.036865234,5029.296875000,4819.488525391,4681.396484375,4275.512695313,4878.997802734,5574.798583984,6468.963623047,5878.448486328,5688.476562500
,2841.186523438,1898.193359375,2170.562744141,2590.942382813,5277.252197266,5888.366699219,3202.819824219,5213.928222656,5261.230468750,5014.801025391,4817.962646484,4657.745361328,4273.223876953,4885.864257813,5547.332763672,6432.342529297,5862.426757813,5673.980712891
,2841.949462891,1892.852783203,2182.006835938,2607.727050781,5277.252197266,5859.375000000,3173.065185547,5184.173583984,5220.794677734,4995.727539063,4811.859130859,4628.753662109,4265.594482422,4885.101318359,5513.763427734,6392.669677734,5841.064453125,5651.855468750
,2838.897705078,1882.934570313,2186.584472656,2621.459960938,5272.674560547,5826.568603516,3143.310546875,5146.789550781,5174.255371094,4972.839355469,4799.652099609,4595.184326172,4251.861572266,4877.471923828,5470.275878906,6347.656250000,5814.361572266,5624.389648438
,2832.031250000,1868.438720703,2185.058593750,2632.141113281,5262.756347656,5789.184570313,3111.267089844,5101.776123047,5120.849609375,4942.321777344,4779.052734375,4556.274414063,4234.313964844,4861.450195313,5419.158935547,6294.250488281,5782.318115234,5589.294433594
,2819.824218750,1850.128173828,2178.955078125,2637.481689453,5245.971679688,5745.697021484,3076.171875000,5049.896240234,5062.866210938,4907.226562500,4749.298095703,4511.260986328,4210.662841797,4839.324951172,5360.412597656,6233.215332031,5743.408203125,5548.095703125
,2803.039550781,1830.291748047,2170.562744141,2637.481689453,5223.846435547,5693.817138672,3035.736083984,4992.675781250,5001.831054688,4866.027832031,4712.677001953,4460.144042969,4182.434082031,4810.333251953,5296.325683594,6163.787841797,5698.394775391,5500.793457031
,2783.966064453,1810.455322266,2157.592773438,2632.141113281,5192.565917969,5634.307861328,2991.485595703,4928.588867188,4938.507080078,4817.962646484,4669.952392578,4402.923583984,4149.627685547,4775.238037109,5227.661132813,6086.730957031,5646.514892578,5450.439453125
,2762.603759766,1788.330078125,2141.571044922,2620.697021484,5151.367187500,5568.695068359,2941.894531250,4859.161376953,4872.894287109,4768.371582031,4625.701904297,4340.362548828,4112.243652344,4734.802246094,5158.233642578,6004.333496094,5587.768554688,5395.507812500
,2741.241455078,1766.204833984,2121.734619141,2603.149414063,5100.250244141,5496.978759766,2888.488769531,4784.393310547,4805.755615234,4714.202880859,4579.162597656,4273.223876953,4071.044921875,4688.262939453,5087.280273438,5917.358398438,5522.155761719,5337.524414063
,2719.879150391,1742.553710938,2098.846435547,2579.498291016,5039.215087891,5419.921875000,2831.268310547,4704.284667969,4734.802246094,4655.456542969,4528.045654297,4204.559326172,4023.742675781,4635.620117188,5013.275146484,5825.805664063,5449.676513672,5272.674560547
,2697.753906250,1715.850830078,2073.669433594,2545.928955078,4969.024658203,5337.524414063,2768.707275391,4620.361328125,4658.508300781,4589.843750000,4470.825195313,4132.843017578,3969.573974609,4575.347900391,4936.981201172,5731.201171875,5367.279052734,5200.195312500
,2675.628662109,1688.385009766,2045.440673828,2503.204345703,4894.256591797,5249.786376953,2701.568603516,4530.334472656,4576.110839844,4518.890380859,4404.449462891,4058.837890625,3906.250000000,4507.446289063,4855.346679688,5633.544921875,5278.015136719,5121.612548828
,2651.977539063,1659.393310547,2016.448974609,2452.087402344,4815.673828125,5157.470703125,2631.378173828,4433.441162109,4489.898681641,4441.070556641,4330.444335938,3981.781005859,3835.296630859,4431.915283203,4767.608642578,5534.362792969,5181.121826172,5036.926269531
,2626.800537109,1626.586914063,1985.168457031,2392.578125000,4731.750488281,5062.103271484,2556.610107422,4331.207275391,4399.871826172,4358.673095703,4250.335693359,3900.146484375,3759.765625000,4350.280761719,4676.055908203,5435.180664063,5078.887939453,4949.951171875
,2600.097656250,1593.017578125,1950.836181641,2329.254150391,4643.249511719,4963.684082031,2479.553222656,4222.869873047,4309.082031250,4274.749755859,4165.649414063,3815.460205078,3679.656982422,4263.305664063,4580.688476563,5332.183837891,4973.602294922,4860.687255859
,2570.343017578,1555.633544922,1914.978027344,2265.167236328,4548.645019531,4860.687255859,2402.496337891,4109.191894531,4216.766357422,4186.248779297,4077.911376953,3729.248046875,3599.548339844,4171.752929688,4483.032226563,5225.372314453,4864.501953125,4768.371582031
,2538.299560547,1513.671875000,1876.831054688,2198.791503906,4446.411132813,4753.112792969,2322.387695313,3991.699218750,4122.924804688,4096.984863281,3986.358642578,3641.510009766,3515.625000000,4075.622558594,4383.850097656,5111.694335938,4751.586914063,4670.715332031
,2507.019042969,1469.421386719,1835.632324219,2129.364013672,4339.599609375,4638.671875000,2239.227294922,3871.154785156,4029.083251953,4004.669189453,3890.991210938,3553.009033203,3427.886962891,3974.914550781,4282.379150391,4990.386962891,4632.568359375,4564.666748047
,2474.975585938,1423.645019531,1792.144775391,2058.410644531,4228.210449219,4518.127441406,2153.015136719,3748.321533203,3933.715820313,3909.301757813,3790.283203125,3462.982177734,3337.860107422,3871.917724609,4178.619384766,4862.213134766,4505.920410156,4451.751708984
,2444.458007813,1380.157470703,1744.842529297,1983.642578125,4113.769531250,4393.005371094,2062.225341797,3623.962402344,3839.111328125,3813.171386719,3684.997558594,3371.429443359,3244.018554688,3763.580322266,4071.044921875,4730.224609375,4373.168945313,4334.259033203
,2414.703369141,1338.958740234,1693.725585938,1907.348632813,3998.565673828,4262.542724609,1969.909667969,3499.603271484,3744.506835938,3715.515136719,3576.660156250,3278.350830078,3147.125244141,3651.428222656,3961.181640625,4592.895507813,4235.839843750,4212.188720703
,2384.948730469,1302.337646484,1639.556884766,1831.817626953,3881.835937500,4127.502441406,1876.068115234,3375.244140625,3649.139404297,3616.333007813,3467.559814453,3183.746337891,3050.994873047,3535.461425781,3848.266601563,4450.988769531,4096.221923828,4089.355468750
,2356.719970703,1267.242431641,1585.388183594,1757.049560547,3762.817382813,3987.884521484,1780.700683594,3251.647949219,3551.483154297,3512.573242188,3356.933593750,3086.090087891,2953.338623047,3414.916992188,3731.536865234,4301.452636719,3954.315185547,3963.470458984
,2326.965332031,1232.910156250,1531.219482422,1679.229736328,3640.747070313,3841.400146484,1683.044433594,3127.288818359,3450.012207031,3404.998779297,3243.255615234,2983.856201172,2853.393554688,3292.083740234,3610.992431641,4145.050048828,3810.882568359,3836.059570313
,2295.684814453,1197.052001953,1479.339599609,1598.358154297,3514.099121094,3688.049316406,1583.862304688,3001.403808594,3343.200683594,3290.557861328,3125.000000000,2877.044677734,2751.159667969,3166.961669922,3482.818603516,3986.358642578,3663.635253906,3707.122802734
,2262.878417969,1160.430908203,1430.511474609,1511.383056641,3382.110595703,3528.594970703,1482.391357422,2872.467041016,3230.285644531,3170.776367188,3000.640869141,2765.655517578,2644.348144531,3038.024902344,3347.778320313,3825.378417969,3511.810302734,3576.660156250
,2230.072021484,1122.283935547,1381.683349609,1416.778564453,3243.255615234,3363.800048828,1379.394531250,2738.189697266,3112.030029297,3047.943115234,2870.941162109,2648.925781250,2533.721923828,2905.273437500,3210.449218750,3665.161132813,3359.985351563,3443.908691406
,2198.028564453,1084.899902344,1331.329345703,1316.070556641,3101.348876953,3194.427490234,1275.634765625,2598.571777344,2989.959716797,2922.821044922,2740.478515625,2529.144287109,2420.043945313,2766.418457031,3072.357177734,3507.995605469,3205.108642578,3308.868408203
,2169.799804688,1049.041748047,1280.975341797,1212.310791016,2957.153320313,3022.766113281,1172.637939453,2455.902099609,2865.600585938,2798.461914063,2606.964111328,2404.785156250,2302.551269531,2622.222900391,2935.791015625,3350.067138672,3047.943115234,3170.776367188
,2147.674560547,1016.998291016,1228.332519531,1105.499267578,2810.668945313,2850.341796875,1069.641113281,2310.943603516,2738.952636719,2674.102783203,2471.160888672,2279.663085938,2182.006835938,2475.738525391,2803.039550781,3192.901611328,2889.251708984,3028.869628906
,2132.415771484,990.295410156,1176.452636719,998.687744141,2663.421630859,2676.391601563,969.696044922,2166.748046875,2611.541748047,2549.743652344,2335.357666016,2154.541015625,2057.647705078,2328.491210938,2673.339843750,3037.261962891,2726.745605469,2885.437011719
,2123.260498047,970.458984375,1126.861572266,894.927978516,2512.359619141,2504.730224609,870.513916016,2023.315429688,2482.604980469,2424.621582031,2198.028564453,2032.470703125,1929.473876953,2182.006835938,2545.928955078,2885.437011719,2564.239501953,2741.241455078
,2119.445800781,957.489013672,1079.559326172,795.745849609,2356.719970703,2335.357666016,774.383544922,1880.645751953,2353.668212891,2298.736572266,2061.462402344,1911.926269531,1799.011230469,2038.574218750,2420.043945313,2742.004394531,2401.733398438,2597.045898438
,2117.156982422,948.333740234,1036.834716797,701.141357422,2198.791503906,2168.273925781,680.541992188,1737.213134766,2225.494384766,2173.614501953,1930.236816406,1793.670654297,1665.496826172,1895.904541016,2296.447753906,2608.489990234,2243.041992188,2458.953857422
,2112.579345703,944.519042969,997.924804688,614.166259766,2040.100097656,2003.479003906,589.752197266,1596.832275391,2099.609375000,2050.781250000,1804.351806641,1678.466796875,1534.271240234,1758.575439453,2172.851562500,2485.656738281,2088.928222656,2326.202392578
,2102.661132813,941.467285156,964.355468750,534.820556641,1880.645751953,1841.735839844,498.962402344,1457.214355469,1973.724365234,1930.999755859,1683.807373047,1564.788818359,1407.623291016,1626.586914063,2049.255371094,2371.978759766,1942.443847656,2198.791503906
,2085.113525391,940.704345703,935.363769531,463.867187500,1725.006103516,1683.044433594,409.698486328,1319.122314453,1847.839355469,1817.321777344,1570.129394531,1454.162597656,1285.552978516,1499.176025391,1926.422119141,2265.930175781,1802.062988281,2079.772949219
,2057.647705078,937.652587891,913.238525391,404.357910156,1574.707031250,1527.404785156,318.908691406,1182.556152344,1721.954345703,1707.458496094,1461.029052734,1345.062255859,1170.349121094,1381.683349609,1805.877685547,2165.985107422,1668.548583984,1963.806152344
,2022.552490234,930.786132813,895.690917969,354.766845703,1430.511474609,1378.631591797,228.118896484,1047.515869141,1599.121093750,1601.409912109,1356.506347656,1239.013671875,1061.248779297,1270.294189453,1689.910888672,2069.854736328,1540.374755859,1850.891113281
,1978.302001953,917.053222656,881.195068359,315.093994141,1294.708251953,1235.961914063,138.854980469,916.290283203,1479.339599609,1498.413085938,1258.087158203,1137.542724609,959.014892578,1167.297363281,1581.573486328,1977.539062500,1417.541503906,1741.790771484
,1924.896240234,895.690917969,867.462158203,283.050537109,1168.060302734,1101.684570313,51.879882813,790.405273438,1367.187500000,1398.468017578,1168.060302734,1042.175292969,862.884521484,1071.929931641,1482.391357422,1889.038085938,1300.048828125,1633.453369141
,1860.809326172,866.699218750,849.151611328,256.347656250,1046.752929688,974.273681641,-33.569335938,672.912597656,1261.138916016,1303.100585938,1084.899902344,952.911376953,773.620605469,983.428955078,1390.838623047,1801.300048828,1187.133789063,1530.456542969
,1782.226562500,830.841064453,826.263427734,231.170654297,932.312011719,851.440429688,-119.018554688,562.286376953,1159.667968750,1213.836669922,1006.317138672,866.699218750,690.460205078,900.268554688,1305.389404297,1714.324951172,1077.270507813,1428.985595703
,1689.910888672,790.405273438,794.219970703,205.993652344,820.922851563,733.184814453,-204.467773438,460.815429688,1062.774658203,1129.150390625,931.549072266,781.250000000,611.114501953,822.448730469,1223.754882813,1629.638671875,968.170166016,1328.277587891
