Trace Label,"Tr 1 : 100 mA","Tr 2 : 84 mA","Tr 3 : 28 mA","Tr 4 : 28 mA","Tr 5 : 41 mA","Tr 6 : 43 mA","Tr 7 : 45 mA","Tr 8 : 47 mA","Tr 9 : 48 mA","Tr 10 : 49 mA","Tr 11 : 51 mA","Tr 12 : 53 mA","Tr 13 : 55 mA","Tr 14 : 57 mA","Tr 15 : 58 mA","Tr 16 : 59 mA","Tr 17 : 60 mA","Tr 18 : 61 mA","Tr 19 : 62 mA","Tr 20 : 63 mA","Tr 21 : 66 mA","Tr 22 : 68 mA","Tr 23 : 48 mA","Tr 24 : 46 mA","Tr 25 : 43 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),13236.999511719,11931.610107422,4713.439941406,17989.349365234,11761.474609375,10137.939453125,16707.611083984,11557.769775391,6657.409667969,4438.781738281,8395.385742188,4326.629638672,4286.956787109,8673.095703125,6317.901611328,19699.096679688,4489.898681641,11423.492431641,11602.783203125,21828.460693359,17647.552490234,12136.077880859,8630.371093750,11967.468261719,17997.741699219
,840.759277344,1278.686523438,70.190429688,236.511230469,993.347167969,1214.599609375,956.726074219,1261.138916016,1399.230957031,1441.955566406,1390.075683594,1546.478271484,1644.897460938,1827.239990234,1876.831054688,1924.133300781,1973.724365234,1786.041259766,1929.473876953,1762.390136719,1976.776123047,1846.313476563,1441.955566406,1140.594482422,865.173339844
,833.892822266,1275.634765625,74.005126953,254.821777344,1028.442382813,1232.147216797,975.799560547,1286.315917969,1425.170898438,1473.999023438,1416.015625000,1570.129394531,1665.496826172,1844.024658203,1894.378662109,1944.732666016,1988.983154297,1811.981201172,1949.310302734,1778.411865234,2005.004882813,1860.809326172,1480.865478516,1158.905029297,878.906250000
,826.263427734,1268.005371094,77.819824219,273.132324219,1060.485839844,1248.168945313,997.161865234,1310.729980469,1448.822021484,1504.516601563,1442.718505859,1592.254638672,1681.518554688,1858.520507813,1910.400390625,1963.806152344,2001.953125000,1833.343505859,1966.094970703,1789.093017578,2026.367187500,1868.438720703,1519.012451172,1176.452636719,892.639160156
,818.634033203,1256.561279297,80.108642578,291.442871094,1090.240478516,1265.716552734,1019.287109375,1334.381103516,1472.473144531,1531.219482422,1467.132568359,1615.142822266,1695.251464844,1873.016357422,1925.659179688,1979.827880859,2011.108398438,1849.365234375,1978.302001953,1792.907714844,2038.574218750,1869.201660156,1556.396484375,1194.000244141,905.609130859
,811.004638672,1244.354248047,82.397460938,307.464599609,1119.232177734,1281.738281250,1042.938232422,1357.269287109,1496.887207031,1557.159423828,1490.783691406,1637.268066406,1708.984375000,1887.512207031,1938.629150391,1990.509033203,2015.686035156,1858.520507813,1986.694335938,1790.618896484,2043.914794922,1863.861083984,1590.728759766,1213.073730469,917.053222656
,805.664062500,1231.384277344,83.923339844,322.723388672,1148.223876953,1297.760009766,1065.826416016,1379.394531250,1522.064208984,1582.336425781,1514.434814453,1658.630371094,1722.717285156,1902.008056641,1950.073242188,1994.323730469,2015.686035156,1861.572265625,1988.983154297,1783.752441406,2040.100097656,1852.416992188,1622.772216797,1234.436035156,929.260253906
,802.612304688,1218.414306641,85.449218750,337.982177734,1179.504394531,1315.307617188,1087.951660156,1402.282714844,1548.767089844,1606.750488281,1538.085937500,1677.703857422,1736.450195313,1912.689208984,1956.939697266,1993.560791016,2011.108398438,1857.757568359,1987.457275391,1770.782470703,2031.707763672,1835.632324219,1651.000976563,1258.850097656,941.467285156
,800.323486328,1207.733154297,86.212158203,352.478027344,1212.310791016,1332.092285156,1109.313964844,1425.170898438,1572.418212891,1629.638671875,1560.211181641,1693.725585938,1747.894287109,1920.318603516,1958.465576172,1985.168457031,2001.953125000,1850.128173828,1982.116699219,1753.997802734,2017.974853516,1812.744140625,1674.652099609,1283.264160156,952.911376953
,798.034667969,1197.814941406,86.975097656,366.973876953,1243.591308594,1348.114013672,1129.150390625,1448.059082031,1593.017578125,1651.000976563,1583.099365234,1706.695556641,1756.286621094,1924.133300781,1956.176757813,1974.487304688,1988.983154297,1837.158203125,1973.724365234,1733.398437500,2001.190185547,1784.515380859,1695.251464844,1306.915283203,964.355468750
,795.745849609,1189.422607422,87.738037109,382.232666016,1272.583007813,1363.372802734,1147.460937500,1468.658447266,1609.802246094,1671.600341797,1604.461669922,1715.850830078,1762.390136719,1924.133300781,1950.073242188,1961.517333984,1972.961425781,1821.136474609,1963.043212891,1709.747314453,1982.116699219,1754.760742188,1712.036132813,1326.751708984,974.273681641
,790.405273438,1178.741455078,88.500976563,395.965576172,1297.760009766,1376.342773438,1165.771484375,1487.731933594,1622.009277344,1689.147949219,1624.298095703,1720.428466797,1764.678955078,1921.844482422,1940.917968750,1947.021484375,1953.887939453,1802.825927734,1947.784423828,1683.044433594,1959.991455078,1724.243164063,1725.769042969,1344.299316406,982.666015625
,785.064697266,1167.297363281,87.738037109,408.935546875,1321.411132813,1386.260986328,1182.556152344,1502.990722656,1631.927490234,1702.880859375,1642.608642578,1721.954345703,1765.441894531,1916.503906250,1929.473876953,1933.288574219,1932.525634766,1781.463623047,1930.236816406,1656.341552734,1936.340332031,1695.251464844,1736.450195313,1358.795166016,990.295410156
,778.961181641,1153.564453125,86.975097656,420.379638672,1342.010498047,1394.653320313,1197.814941406,1515.960693359,1638.793945313,1713.562011719,1657.867431641,1720.428466797,1764.678955078,1909.637451172,1914.978027344,1918.792724609,1907.348632813,1758.575439453,1910.400390625,1629.638671875,1909.637451172,1669.311523438,1742.553710938,1371.002197266,997.161865234
,772.094726563,1136.779785156,86.975097656,428.771972656,1360.321044922,1399.993896484,1210.784912109,1523.590087891,1643.371582031,1718.139648438,1667.785644531,1716.613769531,1763.916015625,1899.719238281,1897.430419922,1902.770996094,1879.119873047,1734.924316406,1887.512207031,1605.987548828,1882.171630859,1644.897460938,1744.842529297,1381.683349609,1001.739501953
,764.465332031,1121.520996094,86.212158203,435.638427734,1375.579833984,1402.282714844,1221.466064453,1528.167724609,1644.134521484,1718.139648438,1673.126220703,1712.036132813,1760.864257813,1889.038085938,1878.356933594,1886.749267578,1849.365234375,1710.510253906,1864.624023438,1584.625244141,1853.179931641,1620.483398438,1742.553710938,1390.838623047,1005.554199219
,756.835937500,1103.973388672,86.212158203,441.741943359,1386.260986328,1402.282714844,1228.332519531,1528.930664063,1643.371582031,1715.087890625,1673.889160156,1703.643798828,1757.049560547,1877.593994141,1856.994628906,1869.201660156,1818.847656250,1686.859130859,1840.972900391,1564.788818359,1821.136474609,1595.306396484,1736.450195313,1396.179199219,1008.605957031
,747.680664063,1087.188720703,84.686279297,447.845458984,1393.127441406,1399.993896484,1232.147216797,1525.115966797,1638.793945313,1707.458496094,1670.837402344,1693.725585938,1749.420166016,1866.149902344,1834.106445313,1850.891113281,1788.330078125,1665.496826172,1816.558837891,1548.004150391,1789.855957031,1570.892333984,1726.531982422,1399.230957031,1009.368896484
,738.525390625,1071.166992188,80.871582031,453.186035156,1396.179199219,1394.653320313,1231.384277344,1520.538330078,1631.164550781,1698.303222656,1663.970947266,1679.229736328,1736.450195313,1854.705810547,1808.929443359,1833.343505859,1757.812500000,1644.134521484,1792.907714844,1531.982421875,1759.338378906,1548.767089844,1713.562011719,1399.993896484,1009.368896484
,727.844238281,1055.145263672,76.293945313,459.289550781,1397.705078125,1387.023925781,1227.569580078,1512.908935547,1621.246337891,1688.385009766,1654.815673828,1662.445068359,1718.902587891,1842.498779297,1782.989501953,1814.270019531,1729.583740234,1624.298095703,1770.019531250,1517.486572266,1731.109619141,1528.167724609,1699.829101563,1398.468017578,1006.317138672
,717.163085938,1039.123535156,72.479248047,464.630126953,1397.705078125,1378.631591797,1221.466064453,1504.516601563,1608.276367188,1676.177978516,1644.897460938,1644.897460938,1698.303222656,1828.765869141,1756.286621094,1795.959472656,1702.117919922,1603.698730469,1747.894287109,1502.990722656,1706.695556641,1510.620117188,1686.096191406,1395.416259766,999.450683594
,704.956054688,1024.627685547,69.427490234,468.444824219,1396.179199219,1368.713378906,1214.599609375,1496.124267578,1593.017578125,1664.733886719,1633.453369141,1625.823974609,1674.652099609,1814.270019531,1731.109619141,1776.123046875,1676.177978516,1580.047607422,1726.531982422,1487.731933594,1683.807373047,1493.835449219,1672.363281250,1390.075683594,991.058349609
,693.511962891,1011.657714844,69.427490234,471.496582031,1392.364501953,1360.321044922,1207.733154297,1485.443115234,1575.469970703,1652.526855469,1622.009277344,1607.513427734,1651.763916016,1795.959472656,1705.169677734,1755.523681641,1651.000976563,1557.159423828,1705.169677734,1472.473144531,1662.445068359,1477.813720703,1657.104492188,1383.209228516,980.377197266
,680.541992188,997.924804688,69.427490234,472.259521484,1387.786865234,1352.691650391,1199.340820313,1474.761962891,1556.396484375,1637.268066406,1611.328125000,1589.202880859,1628.112792969,1775.360107422,1679.229736328,1732.635498047,1626.586914063,1533.508300781,1683.044433594,1455.688476563,1641.082763672,1462.554931641,1639.556884766,1375.579833984,969.696044922
,667.572021484,983.428955078,67.901611328,473.022460938,1382.446289063,1345.825195313,1190.948486328,1461.791992188,1536.560058594,1621.246337891,1599.884033203,1570.892333984,1604.461669922,1753.234863281,1651.763916016,1710.510253906,1602.935791016,1510.620117188,1659.393310547,1440.429687500,1618.957519531,1448.059082031,1618.957519531,1366.424560547,960.540771484
,653.076171875,966.644287109,66.375732422,472.259521484,1376.342773438,1340.484619141,1183.319091797,1448.059082031,1516.723632813,1602.172851563,1587.677001953,1551.818847656,1581.573486328,1731.109619141,1624.298095703,1688.385009766,1579.284667969,1490.783691406,1636.505126953,1424.407958984,1599.121093750,1435.089111328,1596.832275391,1359.558105469,951.385498047
,637.817382813,948.333740234,63.323974609,470.733642578,1371.765136719,1335.906982422,1175.689697266,1433.563232422,1495.361328125,1580.810546875,1575.469970703,1531.982421875,1557.159423828,1709.747314453,1597.595214844,1667.022705078,1557.922363281,1470.184326172,1615.142822266,1409.912109375,1580.810546875,1424.407958984,1573.944091797,1351.928710938,945.281982422
,621.795654297,928.497314453,60.272216797,469.970703125,1367.187500000,1331.329345703,1170.349121094,1419.830322266,1473.999023438,1560.211181641,1563.262939453,1510.620117188,1534.271240234,1690.673828125,1573.944091797,1648.712158203,1538.085937500,1451.110839844,1596.069335938,1396.942138672,1567.077636719,1415.252685547,1550.292968750,1343.536376953,938.415527344
,605.010986328,909.423828125,58.746337891,466.918945313,1361.083984375,1325.225830078,1163.482666016,1407.623291016,1453.399658203,1540.374755859,1552.581787109,1489.257812500,1512.908935547,1673.126220703,1554.870605469,1631.164550781,1519.775390625,1432.037353516,1580.810546875,1384.735107422,1554.870605469,1406.860351563,1527.404785156,1333.618164063,929.260253906
,588.989257813,888.824462891,57.983398438,463.104248047,1354.980468750,1318.359375000,1155.090332031,1396.179199219,1435.089111328,1522.064208984,1541.137695313,1467.132568359,1493.835449219,1658.630371094,1535.797119141,1614.379882813,1504.516601563,1412.200927734,1567.840576172,1373.291015625,1542.663574219,1398.468017578,1505.279541016,1321.411132813,920.867919922
,572.967529297,867.462158203,57.983398438,459.289550781,1345.825195313,1308.441162109,1145.935058594,1384.735107422,1418.304443359,1503.753662109,1528.930664063,1445.770263672,1476.287841797,1644.897460938,1517.486572266,1598.358154297,1490.020751953,1394.653320313,1555.633544922,1363.372802734,1528.930664063,1388.549804688,1486.968994141,1308.441162109,911.712646484
,557.708740234,845.336914063,57.220458984,454.711914063,1334.381103516,1296.997070313,1134.490966797,1374.053955078,1400.756835938,1485.443115234,1515.197753906,1424.407958984,1459.503173828,1630.401611328,1499.176025391,1581.573486328,1474.761962891,1377.105712891,1544.189453125,1351.928710938,1512.908935547,1374.816894531,1470.184326172,1296.234130859,902.557373047
,542.449951172,821.685791016,56.457519531,449.371337891,1321.411132813,1283.264160156,1123.046875000,1362.609863281,1382.446289063,1466.369628906,1499.938964844,1403.808593750,1441.955566406,1616.668701172,1480.102539063,1564.788818359,1460.266113281,1359.558105469,1531.982421875,1340.484619141,1493.072509766,1358.795166016,1454.925537109,1284.790039063,895.690917969
,527.191162109,797.271728516,54.931640625,444.030761719,1306.915283203,1269.531250000,1113.891601563,1349.639892578,1359.558105469,1447.296142578,1482.391357422,1383.972167969,1423.645019531,1601.409912109,1461.791992188,1549.530029297,1445.007324219,1342.010498047,1518.249511719,1327.514648438,1472.473144531,1340.484619141,1439.666748047,1275.634765625,888.061523438
,511.932373047,772.857666016,53.405761719,437.927246094,1292.419433594,1256.561279297,1105.499267578,1335.906982422,1335.906982422,1427.459716797,1464.080810547,1365.661621094,1403.808593750,1584.625244141,1445.770263672,1532.745361328,1430.511474609,1322.937011719,1506.042480469,1313.018798828,1450.347900391,1320.648193359,1422.119140625,1266.479492188,879.669189453
,497.436523438,749.969482422,52.642822266,431.060791016,1277.160644531,1245.117187500,1097.869873047,1320.648193359,1312.255859375,1407.623291016,1443.481445313,1349.639892578,1383.972167969,1567.840576172,1430.511474609,1514.434814453,1416.778564453,1303.100585938,1491.546630859,1296.997070313,1427.459716797,1298.522949219,1403.045654297,1255.798339844,872.039794922
,482.940673828,726.318359375,52.642822266,424.957275391,1263.427734375,1235.198974609,1092.529296875,1303.100585938,1290.893554688,1388.549804688,1422.119140625,1333.618164063,1364.135742188,1549.530029297,1416.015625000,1496.124267578,1402.282714844,1282.501220703,1476.287841797,1277.923583984,1403.808593750,1276.397705078,1382.446289063,1244.354248047,865.173339844
,469.970703125,703.430175781,53.405761719,418.090820313,1250.457763672,1225.280761719,1086.425781250,1284.027099609,1271.057128906,1369.476318359,1400.756835938,1316.833496094,1344.299316406,1529.693603516,1400.756835938,1476.287841797,1387.786865234,1261.138916016,1458.740234375,1259.613037109,1380.157470703,1254.272460938,1362.609863281,1232.910156250,858.306884766
,457.763671875,679.779052734,54.931640625,412.750244141,1236.724853516,1215.362548828,1080.322265625,1264.190673828,1252.746582031,1349.639892578,1377.105712891,1300.048828125,1322.937011719,1507.568359375,1383.209228516,1457.977294922,1371.002197266,1240.539550781,1437.377929688,1240.539550781,1354.980468750,1232.147216797,1344.299316406,1219.940185547,853.729248047
,447.082519531,655.364990234,55.694580078,408.172607422,1222.229003906,1203.918457031,1074.218750000,1244.354248047,1235.961914063,1329.803466797,1352.691650391,1281.738281250,1302.337646484,1483.917236328,1364.135742188,1439.666748047,1353.454589844,1218.414306641,1414.489746094,1220.703125000,1331.329345703,1210.784912109,1325.988769531,1206.970214844,847.625732422
,437.164306641,631.713867188,59.509277344,402.832031250,1206.970214844,1189.422607422,1065.826416016,1225.280761719,1218.414306641,1308.441162109,1328.277587891,1263.427734375,1282.501220703,1460.266113281,1342.773437500,1419.067382813,1333.618164063,1197.052001953,1391.601562500,1201.629638672,1306.152343750,1189.422607422,1307.678222656,1191.711425781,839.996337891
,425.720214844,610.351562500,62.561035156,398.254394531,1189.422607422,1172.637939453,1055.908203125,1206.970214844,1201.629638672,1287.078857422,1303.100585938,1246.643066406,1264.190673828,1437.377929688,1321.411132813,1396.179199219,1313.781738281,1175.689697266,1368.713378906,1181.030273438,1281.738281250,1165.771484375,1287.841796875,1174.926757813,830.841064453
,415.802001953,589.752197266,66.375732422,393.676757813,1172.637939453,1155.090332031,1043.701171875,1187.133789063,1185.607910156,1265.716552734,1278.686523438,1229.858398438,1248.168945313,1415.252685547,1299.285888672,1371.765136719,1294.708251953,1155.090332031,1344.299316406,1161.956787109,1256.561279297,1140.594482422,1267.242431641,1155.853271484,819.396972656
,405.120849609,570.678710938,70.953369141,389.099121094,1155.090332031,1138.305664063,1031.494140625,1166.534423828,1168.823242188,1243.591308594,1255.798339844,1212.310791016,1231.384277344,1392.364501953,1277.160644531,1345.825195313,1275.634765625,1135.253906250,1318.359375000,1142.120361328,1232.147216797,1114.654541016,1245.880126953,1135.253906250,807.189941406
,394.439697266,553.131103516,74.768066406,383.758544922,1137.542724609,1122.283935547,1018.524169922,1143.646240234,1149.749755859,1220.703125000,1232.147216797,1194.000244141,1215.362548828,1368.713378906,1255.035400391,1321.411132813,1255.035400391,1116.180419922,1291.656494141,1124.572753906,1208.496093750,1090.240478516,1223.754882813,1114.654541016,794.219970703
,385.284423828,536.346435547,77.819824219,378.417968750,1120.758056641,1107.025146484,1004.791259766,1117.706298828,1129.913330078,1197.052001953,1207.733154297,1174.926757813,1197.052001953,1343.536376953,1233.673095703,1299.285888672,1235.198974609,1097.869873047,1265.716552734,1107.788085938,1184.844970703,1066.589355469,1200.866699219,1094.055175781,782.012939453
,376.129150391,520.324707031,80.871582031,373.077392578,1102.447509766,1092.529296875,991.058349609,1091.766357422,1108.551025391,1171.875000000,1184.082031250,1156.616210938,1177.978515625,1317.596435547,1212.310791016,1277.923583984,1214.599609375,1079.559326172,1240.539550781,1088.714599609,1162.719726563,1044.464111328,1177.215576172,1073.455810547,769.042968750
,365.447998047,505.065917969,83.160400391,366.973876953,1084.899902344,1076.507568359,976.562500000,1065.826416016,1086.425781250,1148.223876953,1159.667968750,1139.831542969,1158.142089844,1291.656494141,1191.711425781,1257.324218750,1196.289062500,1060.485839844,1218.414306641,1069.641113281,1140.594482422,1023.101806641,1153.564453125,1051.330566406,755.310058594
,355.529785156,489.044189453,85.449218750,360.870361328,1068.115234375,1058.197021484,961.303710938,1040.649414063,1065.826416016,1125.335693359,1135.253906250,1126.098632813,1138.305664063,1267.242431641,1172.637939453,1237.487792969,1179.504394531,1042.175292969,1196.289062500,1049.804687500,1119.995117188,1000.213623047,1131.439208984,1029.205322266,740.814208984
,344.085693359,470.733642578,86.975097656,354.766845703,1052.856445313,1040.649414063,944.519042969,1016.998291016,1047.515869141,1103.210449219,1113.128662109,1112.365722656,1119.995117188,1244.354248047,1154.327392578,1216.125488281,1162.719726563,1023.864746094,1174.163818359,1029.205322266,1100.921630859,978.851318359,1110.839843750,1006.317138672,725.555419922
