Trace Label,"Tr 1 : 100 mA","Tr 2 : 84 mA","Tr 3 : 28 mA","Tr 4 : 28 mA","Tr 5 : 41 mA","Tr 6 : 43 mA","Tr 7 : 45 mA","Tr 8 : 47 mA","Tr 9 : 48 mA","Tr 10 : 49 mA","Tr 11 : 51 mA","Tr 12 : 53 mA","Tr 13 : 55 mA","Tr 14 : 57 mA","Tr 15 : 58 mA","Tr 16 : 59 mA","Tr 17 : 60 mA","Tr 18 : 61 mA","Tr 19 : 62 mA","Tr 20 : 63 mA","Tr 21 : 66 mA","Tr 22 : 68 mA","Tr 23 : 48 mA","Tr 24 : 46 mA","Tr 25 : 43 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),13236.999511719,11931.610107422,4713.439941406,17989.349365234,11761.474609375,10137.939453125,16707.611083984,11557.769775391,6657.409667969,4438.781738281,8395.385742188,4326.629638672,4286.956787109,8673.095703125,6317.901611328,19699.096679688,4489.898681641,11423.492431641,11602.783203125,21828.460693359,17647.552490234,12136.077880859,8630.371093750,11967.468261719,17997.741699219
,-120.544433594,12.969970703,59.509277344,68.664550781,186.157226563,195.312500000,152.587890625,197.601318359,215.148925781,216.674804688,209.808349609,212.860107422,220.489501953,276.184082031,259.399414063,274.658203125,292.205810547,298.309326172,291.442871094,293.731689453,351.715087891,284.576416016,279.998779297,190.734863281,164.794921875
,-122.833251953,10.681152344,57.983398438,67.901611328,183.105468750,189.208984375,148.010253906,190.734863281,210.571289063,209.808349609,203.704833984,206.756591797,215.148925781,270.843505859,253.295898438,269.317626953,285.339355469,290.679931641,282.287597656,289.154052734,342.559814453,277.709960938,273.895263672,186.920166016,162.506103516
,-126.647949219,8.392333984,57.220458984,67.901611328,178.527832031,183.105468750,143.432617188,184.631347656,205.230712891,203.704833984,197.601318359,200.653076172,210.571289063,266.265869141,246.429443359,263.977050781,277.709960938,283.813476563,273.895263672,284.576416016,334.930419922,270.843505859,267.791748047,183.105468750,159.454345703
,-131.225585938,6.103515625,56.457519531,67.138671875,174.713134766,177.001953125,139.617919922,180.816650391,199.890136719,198.364257813,192.260742188,195.312500000,205.993652344,260.162353516,242.614746094,257.873535156,270.080566406,276.947021484,266.265869141,280.761718750,328.063964844,264.739990234,260.925292969,178.527832031,157.165527344
,-135.803222656,3.814697266,55.694580078,64.086914063,170.135498047,171.661376953,138.092041016,177.001953125,196.838378906,195.312500000,187.683105469,190.734863281,202.178955078,255.584716797,238.800048828,252.532958984,263.977050781,269.317626953,260.162353516,276.184082031,321.960449219,258.636474609,254.058837891,173.950195313,154.113769531
,-141.906738281,0.000000000,54.168701172,60.272216797,164.794921875,167.846679688,135.803222656,173.187255859,192.260742188,192.260742188,183.105468750,184.631347656,198.364257813,251.007080078,234.222412109,246.429443359,257.873535156,261.688232422,254.821777344,271.606445313,315.093994141,252.532958984,247.955322266,169.372558594,151.062011719
,-146.484375000,-3.051757813,53.405761719,56.457519531,160.217285156,164.031982422,135.040283203,168.609619141,188.446044922,189.971923828,179.290771484,177.001953125,194.549560547,245.666503906,230.407714844,241.088867188,252.532958984,254.821777344,248.718261719,265.502929688,306.701660156,247.192382813,241.851806641,165.557861328,147.247314453
,-151.062011719,-6.103515625,51.116943359,52.642822266,157.928466797,160.980224609,135.803222656,163.269042969,183.105468750,187.683105469,174.713134766,170.898437500,190.734863281,240.325927734,225.067138672,237.274169922,247.192382813,247.955322266,242.614746094,259.399414063,297.546386719,241.851806641,237.274169922,164.031982422,144.195556641
,-154.113769531,-9.918212891,49.591064453,50.354003906,155.639648438,158.691406250,136.566162109,157.928466797,178.527832031,183.868408203,170.898437500,164.794921875,186.157226563,234.985351563,218.963623047,231.933593750,241.088867188,241.088867188,235.748291016,254.058837891,288.391113281,237.274169922,232.696533203,162.506103516,140.380859375
,-156.402587891,-12.969970703,48.828125000,49.591064453,154.113769531,155.639648438,137.329101563,154.113769531,173.950195313,180.053710938,167.846679688,159.454345703,181.579589844,229.644775391,213.623046875,225.830078125,234.985351563,234.985351563,230.407714844,246.429443359,279.998779297,232.696533203,228.118896484,160.980224609,135.803222656
,-160.217285156,-16.021728516,48.065185547,48.065185547,152.587890625,151.824951172,138.092041016,151.824951172,169.372558594,176.239013672,164.794921875,157.165527344,177.001953125,225.830078125,209.045410156,219.726562500,229.644775391,228.118896484,223.541259766,240.325927734,272.369384766,227.355957031,223.541259766,160.217285156,132.751464844
,-164.794921875,-19.836425781,47.302246094,47.302246094,149.536132813,147.247314453,136.566162109,148.773193359,166.320800781,171.661376953,161.743164063,154.113769531,171.661376953,221.252441406,204.467773438,211.334228516,222.778320313,220.489501953,216.674804688,232.696533203,264.739990234,221.252441406,218.963623047,156.402587891,128.936767578
,-170.135498047,-23.651123047,47.302246094,45.013427734,146.484375000,143.432617188,135.040283203,146.484375000,162.506103516,168.609619141,157.165527344,150.299072266,167.083740234,216.674804688,199.127197266,203.704833984,215.911865234,214.385986328,209.808349609,225.067138672,257.110595703,215.148925781,213.623046875,152.587890625,126.647949219
,-174.713134766,-27.465820313,45.776367188,43.487548828,144.195556641,138.854980469,132.751464844,141.906738281,158.691406250,164.794921875,151.824951172,145.721435547,163.269042969,209.045410156,193.023681641,197.601318359,209.045410156,206.756591797,202.941894531,219.726562500,250.244140625,208.282470703,208.282470703,148.773193359,125.885009766
,-177.764892578,-32.043457031,45.013427734,42.724609375,141.906738281,136.566162109,131.225585938,136.566162109,154.876708984,159.454345703,147.247314453,140.380859375,158.691406250,201.416015625,186.157226563,191.497802734,200.653076172,199.890136719,196.075439453,215.148925781,244.140625000,202.178955078,202.178955078,144.958496094,123.596191406
,-180.053710938,-35.095214844,43.487548828,43.487548828,140.380859375,131.988525391,130.462646484,131.225585938,150.299072266,154.113769531,142.669677734,136.566162109,154.876708984,193.023681641,179.290771484,185.394287109,193.786621094,193.786621094,191.497802734,210.571289063,239.562988281,196.075439453,196.075439453,140.380859375,121.307373047
,-182.342529297,-38.146972656,43.487548828,43.487548828,137.329101563,127.410888672,128.936767578,125.885009766,147.247314453,148.773193359,138.854980469,133.514404297,150.299072266,185.394287109,173.187255859,180.053710938,188.446044922,187.683105469,187.683105469,206.756591797,234.222412109,190.734863281,189.208984375,136.566162109,116.729736328
,-183.868408203,-41.198730469,43.487548828,45.013427734,132.751464844,123.596191406,126.647949219,122.070312500,146.484375000,143.432617188,135.803222656,131.225585938,146.484375000,180.053710938,167.846679688,174.713134766,183.868408203,181.579589844,183.105468750,201.416015625,228.118896484,185.394287109,182.342529297,133.514404297,112.152099609
,-187.683105469,-45.776367188,42.724609375,45.013427734,127.410888672,117.492675781,124.359130859,118.255615234,144.958496094,139.617919922,131.225585938,127.410888672,141.906738281,173.950195313,164.031982422,169.372558594,178.527832031,177.001953125,178.527832031,195.312500000,220.489501953,179.290771484,175.476074219,129.699707031,108.337402344
,-191.497802734,-49.591064453,41.961669922,44.250488281,122.070312500,113.677978516,120.544433594,114.440917969,141.906738281,135.040283203,126.647949219,121.307373047,135.040283203,167.846679688,159.454345703,165.557861328,173.187255859,172.424316406,173.187255859,190.734863281,212.097167969,173.187255859,168.609619141,127.410888672,104.522705078
,-195.312500000,-54.931640625,39.672851563,45.013427734,116.729736328,111.389160156,116.729736328,111.389160156,138.092041016,129.699707031,121.307373047,115.203857422,128.173828125,161.743164063,154.876708984,160.980224609,165.557861328,167.846679688,168.609619141,185.394287109,203.704833984,167.846679688,164.031982422,124.359130859,102.996826172
,-199.127197266,-57.983398438,36.621093750,46.539306641,112.152099609,108.337402344,114.440917969,109.100341797,132.751464844,125.122070313,115.966796875,107.574462891,120.544433594,154.113769531,150.299072266,156.402587891,158.691406250,162.506103516,164.031982422,180.053710938,197.601318359,160.980224609,158.691406250,120.544433594,99.945068359
,-202.941894531,-61.035156250,35.095214844,47.302246094,108.337402344,106.048583984,113.677978516,106.048583984,127.410888672,119.018554688,111.389160156,102.233886719,113.677978516,146.484375000,145.721435547,151.062011719,152.587890625,156.402587891,160.980224609,174.713134766,190.734863281,153.350830078,154.113769531,115.203857422,96.893310547
,-206.756591797,-64.086914063,35.095214844,49.591064453,104.522705078,102.996826172,112.152099609,102.996826172,123.596191406,113.677978516,107.574462891,97.656250000,109.100341797,141.143798828,141.143798828,144.958496094,148.010253906,150.299072266,155.639648438,169.372558594,183.868408203,145.721435547,151.062011719,109.863281250,93.078613281
,-209.808349609,-67.901611328,35.858154297,49.591064453,100.708007813,98.419189453,109.863281250,99.945068359,121.307373047,108.337402344,103.759765625,93.841552734,104.522705078,135.803222656,137.329101563,138.854980469,144.195556641,144.195556641,150.299072266,164.031982422,177.764892578,138.854980469,147.247314453,103.759765625,88.500976563
,-212.860107422,-71.716308594,36.621093750,48.828125000,97.656250000,94.604492188,106.811523438,95.367431641,117.492675781,102.233886719,99.182128906,89.263916016,99.945068359,131.988525391,133.514404297,132.751464844,139.617919922,138.854980469,144.195556641,157.928466797,170.135498047,133.514404297,144.195556641,99.945068359,84.686279297
,-215.148925781,-76.293945313,36.621093750,48.828125000,95.367431641,90.789794922,102.996826172,92.315673828,114.440917969,98.419189453,93.841552734,83.923339844,94.604492188,128.173828125,128.936767578,126.647949219,133.514404297,134.277343750,138.092041016,151.824951172,164.031982422,129.699707031,140.380859375,96.893310547,82.397460938
,-218.200683594,-80.108642578,36.621093750,48.065185547,93.078613281,87.738037109,99.182128906,89.263916016,109.100341797,94.604492188,88.500976563,79.345703125,89.263916016,124.359130859,125.122070313,121.307373047,126.647949219,130.462646484,133.514404297,146.484375000,158.691406250,126.647949219,136.566162109,94.604492188,80.871582031
,-219.726562500,-83.160400391,36.621093750,45.776367188,90.789794922,84.686279297,96.893310547,85.449218750,103.759765625,91.552734375,83.923339844,74.768066406,84.686279297,119.781494141,121.307373047,115.203857422,119.781494141,125.885009766,130.462646484,141.906738281,154.113769531,123.596191406,130.462646484,93.078613281,78.582763672
,-222.015380859,-86.212158203,36.621093750,44.250488281,86.212158203,82.397460938,93.078613281,81.634521484,99.182128906,90.026855469,80.871582031,71.716308594,80.871582031,115.966796875,116.729736328,109.863281250,113.677978516,121.307373047,127.410888672,138.092041016,149.536132813,119.018554688,124.359130859,91.552734375,77.056884766
,-224.304199219,-90.026855469,37.384033203,41.198730469,80.871582031,78.582763672,89.263916016,77.056884766,94.604492188,86.975097656,78.582763672,69.427490234,77.056884766,112.152099609,112.915039063,105.285644531,109.863281250,115.966796875,122.833251953,135.803222656,143.432617188,112.915039063,119.018554688,90.026855469,75.531005859
,-226.593017578,-93.841552734,36.621093750,38.146972656,75.531005859,74.768066406,85.449218750,73.242187500,90.026855469,83.160400391,76.293945313,67.138671875,71.716308594,107.574462891,109.100341797,100.708007813,106.048583984,110.626220703,117.492675781,131.988525391,137.329101563,106.048583984,112.915039063,88.500976563,73.242187500
,-228.881835938,-98.419189453,35.095214844,35.858154297,70.190429688,71.716308594,80.108642578,69.427490234,86.212158203,79.345703125,73.242187500,63.323974609,65.612792969,103.759765625,106.048583984,97.656250000,102.233886719,106.048583984,112.152099609,127.410888672,131.988525391,98.419189453,109.100341797,86.975097656,70.953369141
,-230.407714844,-102.233886719,33.569335938,35.095214844,68.664550781,68.664550781,76.293945313,65.612792969,81.634521484,74.768066406,69.427490234,60.272216797,58.746337891,98.419189453,102.996826172,95.367431641,99.182128906,100.708007813,107.574462891,122.833251953,126.647949219,92.315673828,105.285644531,83.923339844,69.427490234
,-231.933593750,-105.285644531,32.806396484,34.332275391,67.138671875,66.375732422,74.005126953,61.798095703,76.293945313,70.953369141,64.086914063,56.457519531,54.168701172,93.841552734,99.945068359,91.552734375,95.367431641,94.604492188,102.996826172,115.966796875,122.833251953,86.975097656,101.470947266,80.871582031,67.138671875
,-233.459472656,-107.574462891,32.806396484,33.569335938,64.849853516,62.561035156,71.716308594,57.983398438,72.479248047,67.901611328,59.509277344,54.168701172,50.354003906,89.263916016,98.419189453,86.975097656,91.552734375,90.026855469,99.182128906,109.863281250,117.492675781,82.397460938,97.656250000,77.819824219,64.849853516
,-235.748291016,-109.863281250,32.806396484,31.280517578,62.561035156,58.746337891,69.427490234,54.931640625,67.901611328,65.612792969,55.694580078,51.879882813,48.065185547,85.449218750,96.130371094,83.160400391,88.500976563,83.923339844,96.893310547,104.522705078,112.152099609,77.819824219,93.078613281,74.005126953,61.798095703
,-238.037109375,-111.389160156,31.280517578,28.228759766,58.746337891,55.694580078,66.375732422,51.879882813,64.849853516,61.798095703,51.879882813,49.591064453,45.776367188,83.160400391,93.841552734,79.345703125,84.686279297,79.345703125,93.841552734,99.182128906,106.811523438,73.242187500,89.263916016,71.716308594,58.746337891
,-241.851806641,-113.677978516,28.991699219,26.702880859,54.931640625,51.879882813,63.323974609,48.828125000,62.561035156,58.746337891,48.828125000,45.776367188,41.961669922,80.871582031,90.789794922,76.293945313,80.871582031,75.531005859,90.789794922,95.367431641,100.708007813,68.664550781,83.923339844,69.427490234,55.694580078
,-244.903564453,-116.729736328,26.702880859,25.939941406,54.168701172,48.828125000,61.035156250,46.539306641,59.509277344,55.694580078,45.013427734,41.961669922,38.146972656,77.056884766,87.738037109,75.531005859,75.531005859,72.479248047,87.738037109,91.552734375,95.367431641,63.323974609,80.108642578,67.138671875,53.405761719
,-247.192382813,-119.781494141,25.177001953,25.177001953,54.168701172,46.539306641,58.746337891,45.013427734,56.457519531,52.642822266,41.961669922,38.146972656,33.569335938,73.242187500,83.923339844,72.479248047,69.427490234,68.664550781,83.160400391,86.975097656,91.552734375,58.746337891,76.293945313,65.612792969,52.642822266
,-248.718261719,-122.833251953,25.939941406,24.414062500,53.405761719,43.487548828,57.220458984,44.250488281,53.405761719,51.116943359,39.672851563,35.095214844,29.754638672,67.138671875,80.108642578,69.427490234,64.849853516,64.849853516,80.108642578,83.160400391,87.738037109,54.168701172,70.953369141,64.086914063,50.354003906
,-251.007080078,-125.122070313,25.939941406,22.125244141,52.642822266,40.435791016,54.168701172,43.487548828,51.116943359,49.591064453,37.384033203,33.569335938,28.228759766,62.561035156,76.293945313,64.849853516,61.035156250,60.272216797,77.056884766,78.582763672,84.686279297,49.591064453,67.901611328,63.323974609,48.065185547
,-252.532958984,-126.647949219,25.939941406,19.836425781,49.591064453,37.384033203,50.354003906,41.198730469,49.591064453,48.065185547,35.095214844,32.043457031,26.702880859,57.983398438,73.242187500,58.746337891,58.746337891,54.931640625,73.242187500,74.005126953,80.108642578,45.013427734,64.086914063,62.561035156,44.250488281
,-254.821777344,-128.173828125,22.888183594,17.547607422,45.776367188,35.095214844,46.539306641,38.909912109,48.065185547,46.539306641,32.806396484,29.754638672,25.177001953,53.405761719,70.953369141,54.168701172,56.457519531,51.116943359,70.190429688,70.190429688,74.768066406,40.435791016,61.798095703,63.323974609,41.198730469
,-257.110595703,-130.462646484,17.547607422,16.021728516,43.487548828,32.043457031,42.724609375,35.858154297,46.539306641,43.487548828,30.517578125,26.702880859,22.888183594,49.591064453,68.664550781,50.354003906,53.405761719,46.539306641,64.849853516,67.901611328,70.190429688,36.621093750,60.272216797,62.561035156,39.672851563
,-257.110595703,-133.514404297,11.444091797,15.258789063,41.961669922,29.754638672,38.909912109,32.806396484,44.250488281,40.435791016,28.228759766,23.651123047,19.073486328,46.539306641,64.086914063,47.302246094,50.354003906,41.961669922,58.746337891,64.849853516,66.375732422,33.569335938,58.746337891,61.035156250,39.672851563
,-257.110595703,-136.566162109,4.577636719,15.258789063,41.961669922,28.228759766,36.621093750,31.280517578,41.198730469,36.621093750,25.939941406,20.599365234,15.258789063,42.724609375,60.272216797,44.250488281,45.013427734,38.146972656,53.405761719,60.272216797,64.086914063,29.754638672,55.694580078,57.983398438,39.672851563
,-256.347656250,-139.617919922,0.000000000,13.732910156,41.961669922,26.702880859,34.332275391,29.754638672,37.384033203,33.569335938,23.651123047,17.547607422,10.681152344,39.672851563,56.457519531,39.672851563,41.198730469,34.332275391,48.828125000,56.457519531,61.798095703,25.939941406,51.879882813,54.931640625,38.909912109
,-256.347656250,-141.906738281,-4.577636719,12.969970703,41.198730469,25.177001953,32.043457031,27.465820313,35.858154297,30.517578125,22.125244141,16.784667969,7.629394531,37.384033203,51.116943359,34.332275391,38.146972656,29.754638672,45.013427734,51.116943359,58.746337891,22.125244141,47.302246094,51.879882813,38.146972656
,-257.873535156,-142.669677734,-9.918212891,11.444091797,39.672851563,24.414062500,28.991699219,25.177001953,35.095214844,28.991699219,19.836425781,15.258789063,4.577636719,35.095214844,48.065185547,26.702880859,33.569335938,26.702880859,41.961669922,45.776367188,54.168701172,18.310546875,43.487548828,49.591064453,35.858154297
,-259.399414063,-144.195556641,-15.258789063,10.681152344,37.384033203,23.651123047,25.177001953,22.125244141,33.569335938,26.702880859,17.547607422,12.969970703,0.762939453,32.043457031,44.250488281,20.599365234,29.754638672,22.888183594,39.672851563,41.198730469,48.828125000,14.495849609,41.198730469,48.828125000,33.569335938
,-260.162353516,-145.721435547,-20.599365234,11.444091797,34.332275391,22.888183594,21.362304688,19.836425781,31.280517578,24.414062500,15.258789063,11.444091797,-1.525878906,29.754638672,40.435791016,16.784667969,25.939941406,19.836425781,36.621093750,36.621093750,42.724609375,12.207031250,40.435791016,48.065185547,32.806396484
,-260.925292969,-147.247314453,-25.177001953,13.732910156,31.280517578,21.362304688,16.784667969,17.547607422,28.228759766,22.888183594,12.207031250,9.155273438,-5.340576172,25.939941406,36.621093750,14.495849609,22.125244141,16.021728516,33.569335938,32.043457031,38.146972656,9.918212891,39.672851563,46.539306641,31.280517578
,-261.688232422,-149.536132813,-27.465820313,15.258789063,28.228759766,18.310546875,12.969970703,15.258789063,24.414062500,20.599365234,9.155273438,6.866455078,-9.918212891,23.651123047,32.806396484,12.207031250,20.599365234,11.444091797,30.517578125,27.465820313,34.332275391,6.103515625,38.146972656,44.250488281,30.517578125
,-263.214111328,-151.824951172,-29.754638672,16.021728516,23.651123047,13.732910156,8.392333984,13.732910156,21.362304688,18.310546875,6.103515625,5.340576172,-12.969970703,22.888183594,29.754638672,10.681152344,19.073486328,8.392333984,26.702880859,22.125244141,30.517578125,1.525878906,34.332275391,41.198730469,30.517578125
,-264.739990234,-153.350830078,-31.280517578,16.784667969,20.599365234,9.155273438,4.577636719,11.444091797,19.836425781,16.021728516,3.051757813,3.051757813,-16.784667969,22.125244141,27.465820313,8.392333984,17.547607422,4.577636719,22.125244141,17.547607422,25.939941406,-3.051757813,30.517578125,38.909912109,29.754638672
,-266.265869141,-155.639648438,-34.332275391,16.784667969,17.547607422,5.340576172,2.288818359,8.392333984,18.310546875,11.444091797,0.000000000,0.000000000,-20.599365234,20.599365234,25.177001953,5.340576172,15.258789063,2.288818359,17.547607422,12.969970703,20.599365234,-9.155273438,25.939941406,38.146972656,29.754638672
,-267.028808594,-157.928466797,-35.858154297,19.073486328,14.495849609,2.288818359,0.000000000,5.340576172,16.784667969,7.629394531,-3.051757813,-3.051757813,-23.651123047,19.073486328,22.888183594,3.051757813,12.207031250,0.000000000,13.732910156,9.155273438,15.258789063,-13.732910156,21.362304688,37.384033203,29.754638672
,-266.265869141,-159.454345703,-38.146972656,21.362304688,12.969970703,1.525878906,0.000000000,3.814697266,15.258789063,3.051757813,-6.103515625,-6.103515625,-26.702880859,15.258789063,19.073486328,0.000000000,7.629394531,-2.288818359,9.918212891,5.340576172,10.681152344,-17.547607422,18.310546875,35.095214844,29.754638672
,-265.502929688,-160.980224609,-40.435791016,22.888183594,10.681152344,0.762939453,0.000000000,2.288818359,13.732910156,-0.762939453,-9.155273438,-8.392333984,-29.754638672,12.207031250,16.021728516,-3.814697266,4.577636719,-6.103515625,7.629394531,2.288818359,7.629394531,-21.362304688,14.495849609,32.043457031,29.754638672
,-266.265869141,-162.506103516,-41.198730469,23.651123047,6.866455078,-0.762939453,0.762939453,1.525878906,11.444091797,-3.814697266,-10.681152344,-9.155273438,-31.280517578,9.155273438,12.207031250,-7.629394531,1.525878906,-10.681152344,5.340576172,0.000000000,3.814697266,-25.177001953,11.444091797,28.228759766,28.228759766
,-267.791748047,-164.794921875,-42.724609375,22.888183594,3.051757813,-3.051757813,0.000000000,0.000000000,9.155273438,-5.340576172,-12.207031250,-9.155273438,-33.569335938,6.103515625,7.629394531,-11.444091797,-0.762939453,-14.495849609,3.051757813,-3.051757813,0.000000000,-28.991699219,9.155273438,24.414062500,25.939941406
,-270.080566406,-167.846679688,-42.724609375,21.362304688,0.000000000,-6.103515625,-0.762939453,-2.288818359,6.103515625,-6.866455078,-14.495849609,-10.681152344,-36.621093750,3.814697266,3.814697266,-14.495849609,-3.814697266,-19.073486328,0.000000000,-6.103515625,-3.051757813,-33.569335938,6.866455078,22.888183594,24.414062500
,-272.369384766,-170.135498047,-43.487548828,20.599365234,-3.051757813,-8.392333984,-3.051757813,-5.340576172,2.288818359,-9.155273438,-16.784667969,-12.969970703,-40.435791016,1.525878906,0.000000000,-16.784667969,-6.866455078,-22.888183594,-3.814697266,-8.392333984,-7.629394531,-38.909912109,5.340576172,22.888183594,22.125244141
,-273.895263672,-172.424316406,-44.250488281,21.362304688,-3.051757813,-10.681152344,-4.577636719,-8.392333984,0.000000000,-10.681152344,-19.836425781,-16.021728516,-43.487548828,-0.762939453,-3.814697266,-18.310546875,-10.681152344,-26.702880859,-8.392333984,-10.681152344,-11.444091797,-43.487548828,3.814697266,23.651123047,20.599365234
,-274.658203125,-173.187255859,-46.539306641,22.888183594,-3.051757813,-12.207031250,-4.577636719,-9.155273438,-3.051757813,-14.495849609,-22.888183594,-19.836425781,-46.539306641,-2.288818359,-6.103515625,-19.836425781,-12.969970703,-30.517578125,-12.207031250,-12.969970703,-14.495849609,-48.065185547,3.051757813,24.414062500,19.073486328
,-276.184082031,-173.950195313,-48.065185547,24.414062500,-4.577636719,-14.495849609,-3.814697266,-9.155273438,-6.103515625,-17.547607422,-24.414062500,-22.888183594,-47.302246094,-5.340576172,-9.155273438,-20.599365234,-15.258789063,-33.569335938,-16.021728516,-16.784667969,-18.310546875,-52.642822266,1.525878906,22.888183594,17.547607422
,-276.947021484,-175.476074219,-48.828125000,25.939941406,-6.866455078,-16.784667969,-3.051757813,-9.918212891,-8.392333984,-20.599365234,-25.939941406,-25.939941406,-48.065185547,-7.629394531,-10.681152344,-22.888183594,-16.021728516,-36.621093750,-18.310546875,-19.836425781,-20.599365234,-56.457519531,0.762939453,21.362304688,16.021728516
,-278.472900391,-177.001953125,-51.116943359,25.939941406,-9.918212891,-19.836425781,-1.525878906,-12.207031250,-10.681152344,-23.651123047,-28.228759766,-28.991699219,-49.591064453,-9.918212891,-13.732910156,-23.651123047,-16.021728516,-39.672851563,-22.125244141,-23.651123047,-24.414062500,-60.272216797,0.000000000,18.310546875,14.495849609
,-281.524658203,-180.053710938,-52.642822266,25.939941406,-12.969970703,-21.362304688,-0.762939453,-15.258789063,-13.732910156,-27.465820313,-31.280517578,-31.280517578,-51.879882813,-12.207031250,-16.021728516,-25.939941406,-18.310546875,-43.487548828,-25.177001953,-26.702880859,-27.465820313,-64.086914063,-0.762939453,15.258789063,12.207031250
,-284.576416016,-182.342529297,-54.931640625,27.465820313,-11.444091797,-22.888183594,-0.762939453,-19.073486328,-16.021728516,-31.280517578,-34.332275391,-34.332275391,-55.694580078,-13.732910156,-17.547607422,-28.228759766,-21.362304688,-46.539306641,-28.991699219,-29.754638672,-31.280517578,-67.138671875,-1.525878906,13.732910156,11.444091797
,-287.628173828,-184.631347656,-56.457519531,28.991699219,-6.866455078,-23.651123047,-0.762939453,-22.125244141,-19.073486328,-35.095214844,-37.384033203,-36.621093750,-59.509277344,-14.495849609,-19.836425781,-28.991699219,-25.939941406,-50.354003906,-32.806396484,-32.806396484,-35.095214844,-69.427490234,-3.051757813,12.207031250,10.681152344
,-289.154052734,-186.920166016,-56.457519531,28.991699219,-1.525878906,-23.651123047,-0.762939453,-23.651123047,-20.599365234,-37.384033203,-38.146972656,-38.909912109,-63.323974609,-16.784667969,-21.362304688,-31.280517578,-32.043457031,-54.168701172,-35.858154297,-37.384033203,-38.146972656,-70.953369141,-5.340576172,11.444091797,9.918212891
,-289.916992188,-189.208984375,-55.694580078,28.228759766,3.814697266,-24.414062500,-0.762939453,-25.177001953,-21.362304688,-38.909912109,-38.909912109,-40.435791016,-67.138671875,-19.073486328,-23.651123047,-34.332275391,-35.858154297,-57.220458984,-38.909912109,-41.198730469,-41.198730469,-73.242187500,-6.866455078,12.207031250,8.392333984
,-290.679931641,-191.497802734,-54.931640625,25.939941406,6.103515625,-25.177001953,-1.525878906,-26.702880859,-19.836425781,-39.672851563,-39.672851563,-41.961669922,-69.427490234,-22.125244141,-26.702880859,-36.621093750,-38.909912109,-60.272216797,-41.961669922,-45.776367188,-44.250488281,-74.768066406,-7.629394531,11.444091797,6.866455078
,-290.679931641,-193.023681641,-54.931640625,23.651123047,5.340576172,-27.465820313,-2.288818359,-29.754638672,-17.547607422,-39.672851563,-41.198730469,-44.250488281,-71.716308594,-24.414062500,-28.991699219,-40.435791016,-41.198730469,-62.561035156,-44.250488281,-50.354003906,-47.302246094,-77.819824219,-8.392333984,10.681152344,5.340576172
,-291.442871094,-194.549560547,-54.168701172,22.125244141,3.051757813,-29.754638672,-3.051757813,-32.806396484,-18.310546875,-40.435791016,-44.250488281,-46.539306641,-74.005126953,-26.702880859,-32.043457031,-43.487548828,-42.724609375,-64.086914063,-48.065185547,-51.879882813,-51.116943359,-80.871582031,-9.155273438,9.918212891,4.577636719
,-292.205810547,-195.312500000,-54.168701172,22.125244141,0.762939453,-32.043457031,-4.577636719,-36.621093750,-19.836425781,-40.435791016,-45.776367188,-49.591064453,-75.531005859,-28.991699219,-34.332275391,-45.776367188,-45.776367188,-66.375732422,-51.116943359,-53.405761719,-55.694580078,-83.923339844,-9.918212891,7.629394531,4.577636719
,-292.968750000,-196.075439453,-54.168701172,22.888183594,0.000000000,-33.569335938,-6.866455078,-38.909912109,-22.125244141,-42.724609375,-47.302246094,-51.879882813,-78.582763672,-31.280517578,-36.621093750,-48.828125000,-49.591064453,-70.190429688,-53.405761719,-54.931640625,-58.746337891,-86.975097656,-12.207031250,4.577636719,4.577636719
,-293.731689453,-198.364257813,-53.405761719,24.414062500,0.000000000,-35.095214844,-7.629394531,-39.672851563,-25.939941406,-45.013427734,-48.828125000,-54.168701172,-81.634521484,-32.806396484,-38.909912109,-51.879882813,-53.405761719,-74.005126953,-56.457519531,-57.983398438,-61.798095703,-90.789794922,-16.021728516,0.762939453,3.051757813
